source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val
5.11183E+17,26.56508888,0.508543163,60.90676573,0.548856423,1.067865141,0.878811078,20.535034,1.6177845,,,NOT_AVAILABLE,,
5.11202E+17,27.10921392,0.08304316,61.09160774,0.094894798,0.153254043,0.143487952,18.166096,1.7117081,,,NOT_AVAILABLE,,
5.11193E+17,26.56500119,1.078940229,61.08863308,0.857365745,-0.094151834,1.143776875,20.901796,1.7017536,,,NOT_AVAILABLE,,
5.11189E+17,26.81031831,0.074672627,61.03129821,0.089541119,0.087623774,0.121922975,18.052174,1.9359379,,,NOT_AVAILABLE,,
5.11188E+17,26.82859562,0.128855131,60.96563805,0.16145514,-0.513168313,0.216749468,18.130568,1.7425175,,,NOT_AVAILABLE,,
5.11193E+17,26.49198268,0.109226931,61.09584143,0.112803382,-0.113463376,0.170477425,18.526669,2.668892,,,NOT_AVAILABLE,,
5.11191E+17,26.44078393,0.869255345,60.99868292,0.794423252,0.772611285,1.029624008,20.758213,1.3760262,,,NOT_AVAILABLE,,
5.1119E+17,26.54824811,0.643632943,61.03546314,0.619324763,1.006629583,0.891622254,20.401825,0.44652176,,,NOT_AVAILABLE,,
5.11185E+17,26.37204367,0.595307918,60.97858421,0.568819328,0.366569496,0.694324827,20.356737,1.5129452,,,NOT_AVAILABLE,,
5.11191E+17,26.49667309,0.095333745,61.02547789,0.097497385,0.631567839,0.144621595,18.239153,1.550066,,,NOT_AVAILABLE,,
5.11202E+17,27.11842541,0.10304143,61.11174262,0.116993969,0.345249805,0.181992498,18.43795,1.8681755,,,NOT_AVAILABLE,,
5.11184E+17,26.46273084,0.187640729,60.93842199,0.222326097,0.575720693,0.29990057,19.521084,1.8113766,,,NOT_AVAILABLE,,
5.11189E+17,26.7118102,0.134725852,61.0092245,0.152705056,0.626306234,0.208125019,18.777363,1.7213669,,,NOT_AVAILABLE,,
5.11176E+17,26.9483196,0.334018023,60.98231607,0.421400713,0.831604797,0.543577365,20.149054,1.6986713,,,NOT_AVAILABLE,,
5.11192E+17,26.69989001,0.581942123,61.07106752,0.562974463,1.581415026,0.862083195,20.627083,1.6635094,,,NOT_AVAILABLE,,
5.11191E+17,26.49939946,0.116968183,61.02240489,0.122354292,0.146946061,0.177108219,18.615217,1.5694427,,,NOT_AVAILABLE,,
5.11193E+17,26.53613937,0.201332662,61.12557429,0.219196673,0.532081692,0.311865258,19.45548,1.967022,,,NOT_AVAILABLE,,
5.11187E+17,26.85234627,0.043066123,60.96517184,0.05293922,0.367110862,0.069845614,17.112371,1.593977,,,NOT_AVAILABLE,,
5.11176E+17,26.92784841,0.452738341,60.98079688,0.439352745,4.193497601,0.645857557,12.865801,,,,NOT_AVAILABLE,,
5.11185E+17,26.43375526,0.150872096,60.93929126,0.186316914,-0.154527011,0.25193668,19.188843,1.6490097,,,NOT_AVAILABLE,,
5.11189E+17,26.80639748,0.796129121,61.0483575,0.776422837,0.576724266,1.145974525,20.685791,,,,NOT_AVAILABLE,,
5.11188E+17,26.90571098,0.033184236,60.96490316,0.042001516,0.256418954,0.056287769,16.607574,1.2925596,,,NOT_AVAILABLE,4779.5,
5.11185E+17,26.39318348,0.013617054,60.9797851,0.016175845,0.33114548,0.025613204,14.35554,0.8281536,,,NOT_AVAILABLE,5695,
5.11188E+17,26.93061039,0.389562654,61.00274645,0.435833415,0.202249047,0.564190084,20.303919,1.5931473,,,NOT_AVAILABLE,,
5.11191E+17,26.42988724,1.10247707,61.04381684,1.035808543,-1.560560226,1.731268195,20.924908,1.6811638,,,NOT_AVAILABLE,,
5.1119E+17,26.61955406,0.833643839,60.98798912,0.984179715,1.47014317,1.600120187,20.844025,,,,NOT_AVAILABLE,,
5.11189E+17,26.5661835,1.310075244,60.91603431,1.311201836,3.439739519,2.340574457,20.898666,1.3781548,,,NOT_AVAILABLE,,
5.11189E+17,26.71581722,0.522343849,61.01577928,0.616929679,0.940345889,0.78045058,20.493547,1.6823063,,,NOT_AVAILABLE,,
5.11191E+17,26.42528214,0.751043283,60.99058818,0.709946065,-1.497330277,0.992693339,20.78394,1.6587658,,,NOT_AVAILABLE,,
