v20161021csv_oid,dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,missing20161021_oid,col1,col2
1,1.6791718728689954E-4,1635721458409799680,Gaia DR2 511265970556959488,511265970556959488,994498208,2015.5,26.473899433222655,0.02256547670772543,61.32057315260541,0.026981801278344077,0.2412314814628023,0.03832393234550813,6.294539,-1.0308296508324972,0.038293515177808254,-0.5580973673115592,0.054268380996619965,-0.5035723,-0.034469783,-0.6138782,0.3606648,0.09777715,0.35249788,-0.48297662,-0.056201916,0.04097882,-0.6388591,436,436,429,7,14.266974,988.75934,0.0,0.0,31,false,305.6429,1.6410121787785137,0.005862665316453161,-0.03609187,50,17,0.041967075,0,57,false,458,2031571.0747407256,648.022646503822,3135.031,9.918786,53,1178409.9299956933,629.0639757822111,1873.2751,10.173147,54,1246917.823748232,610.2987582745444,2043.127,9.5223255,1.1938188,0,0.6508217,0.25436115,0.39646053,,,0,,,,NOT_AVAILABLE,129.4188703457748,-0.863407332898642,51.767229101288336,46.03997166482548,100001,6394.5,6277.3975,6516.0,1.354,0.9813,1.6051,0.691,0.4807,0.7941,200111,29.954016,28.84736,31.082003,1351.5471,1033.5859,1669.5083,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265970556959488,,2,26.47386,61.32074
2,1.2607619248343425E-4,1635721458409799680,Gaia DR2 511265901837482368,511265901837482368,310163383,2015.5,26.508777059166576,0.02100525844910725,61.32046651031952,0.024639570910573845,0.3831790239649328,0.03252652408968847,11.780509,-1.0130311494804172,0.034378761707048684,1.3296754678717109,0.048636964263709434,-0.49892697,0.008024779,-0.63246614,0.37147164,-0.0075348224,0.3616773,-0.44430962,-0.021718942,0.031244406,-0.5837442,451,451,443,8,13.160889,953.28973,0.0,2.69615159965752E-15,31,false,310.71405,1.3391214462487568,0.005332710272543176,-0.02691822,51,19,0.039290413,0,54,false,470,224774.38740746974,53.29872259788629,4217.2563,12.308999,52,54415.22989195966,116.97333928163042,465.19345,13.512087,52,259004.86331724664,192.81969969472146,1343.249,11.22865,1.3943764,0,2.2834368,1.2030878,1.080349,-60.571670819639614,0.6002210116495273,21,5000.0,3.0,0.0,NOT_AVAILABLE,129.43526022839575,-0.8600003116345112,51.78784937662588,46.031296340642605,100001,4075.095,3774.98,4190.3647,1.4907,1.1779,1.795,0.6843,0.562,0.8731,200111,19.686506,18.618319,22.94113,96.29038,83.53987,109.04089,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265901837482368,,3,26.50883,61.32059
5,6.739289681315958E-5,1635721458409799680,Gaia DR2 511265141615069440,511265141615069440,1550196721,2015.5,26.52138329855163,0.03268518384868928,61.30763495142306,0.04142382340555832,0.3089258302784107,0.055973793521421705,5.5191154,-1.0579837962690286,0.05172413415120531,-0.20578762999517347,0.08045384944468453,0.059751157,0.008197869,-0.6025945,-0.04390683,0.038134407,-0.070769764,-0.42693675,0.11076206,-0.08148654,-0.30943877,211,211,209,2,3.8444142,291.07733,0.0,0.0,31,false,271.44284,1.589841296017957,0.0093243524689036,-0.040994056,25,12,0.050152853,0,26,true,197,1163752.993351995,274.7040569848928,4236.388,10.523714,24,592568.3133307392,577.3947504818179,1026.2793,10.919542,24,830279.0153663077,655.3892172713256,1266.8488,9.96386,1.2226369,0,0.95568275,0.39582825,0.5598545,,,0,,,,NOT_AVAILABLE,129.44387358791326,-0.8712738066927355,51.78585890532839,46.017177043846104,100001,5361.6665,5284.75,5454.0,,,,,,,200111,25.921017,25.050787,26.68104,500.2625,379.1239,621.4011,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265141615069440,,7,26.52142,61.3077
6,9.765299466522496E-5,1635721458409799680,Gaia DR2 511266314154346240,511266314154346240,976933926,2015.5,26.61589961468247,0.013417007760515732,61.30392754380624,0.015256684258624904,0.320158451737262,0.021810801092623698,14.678895,-1.026654263530097,0.02190878125600741,-0.29791069590378394,0.02986858987280928,-0.4860555,0.18783782,-0.53482497,0.28944847,-0.072493084,0.25974825,-0.28933528,-0.124256566,0.11630339,-0.5939742,440,0,437,3,-8.094544,234.63387,0.0,0.0,31,false,67.347275,1.5672157932014084,0.003640509621719338,-0.031368043,50,20,0.040570512,0,53,false,464,52163.880303775884,9.231868375532319,5650.414,13.894941,51,25877.98811242717,27.927873475365242,926.6007,14.319062,50,38915.30899179035,28.131793195487308,1383.3213,13.286619,1.2421104,0,1.032443,0.4241209,0.60832214,,,0,,,,NOT_AVAILABLE,129.48902025678638,-0.8653249534093659,51.83923750907805,45.99074938631499,100001,5186.875,5045.1,5445.0,,,,,,,200111,5.7309704,5.200486,6.057594,21.417767,17.556803,25.27873,http://geadata.esac.esa.int/data-server/datalink/links?ID=511266314154346240,,8,26.61589,61.30383
7,2.2970771357190138E-4,1635721458409799680,Gaia DR2 511219413109065088,511219413109065088,853809616,2015.5,26.65612787574508,0.013500506857116604,61.29999683537797,0.015702336729356687,0.3416348185128273,0.023108099199285442,14.784203,-2.895885216438212,0.02262828228082819,-0.5348766258653068,0.0316937168606725,-0.39081275,0.03916094,-0.49761516,0.21670684,5.198393E-4,0.18440436,-0.22703034,-0.06358613,0.04275588,-0.52654546,477,0,477,0,3.3286471,581.06964,0.08256589786423828,2.0100760416877756,31,false,38.83926,1.3661497151841562,0.0037420566107034393,-0.032696515,54,20,0.04059922,0,59,false,504,42080.18204202214,7.967259123697769,5281.6387,14.128172,54,11804.330326776724,31.80022037367604,371.2028,15.171285,53,45768.91050163153,40.76317572871546,1122.8004,13.110494,1.3681794,1,2.060791,1.0431128,1.0176783,-50.65630426214934,2.681483186565624,9,4500.0,3.0,0.0,NOT_AVAILABLE,129.50873408207732,-0.8650718021507069,51.860227933276136,45.97748749729433,100002,4065.38,3646.0,4633.29,1.6205,1.3472,1.7921,0.784,0.673,0.863,200111,9.628873,7.4130807,11.971385,22.816559,18.801792,26.831326,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219413109065088,,10,26.65597,61.29978
8,1.408136242230921E-5,1635721458409799680,Gaia DR2 511219413109066624,511219413109066624,493912651,2015.5,26.65450576863014,0.015069469296875965,61.29870812827671,0.01767221383504245,0.3341814895296799,0.025466517570409755,13.122387,-1.1881342421485548,0.025234748545156508,-0.20975971536197194,0.035613084629057504,-0.39269584,0.05994556,-0.50314313,0.21284491,-0.0090649435,0.18129598,-0.23735128,-0.03587465,0.039519034,-0.53556055,493,0,492,1,-6.000832,322.19464,0.0,0.0,31,false,26.21343,1.5590217832093458,0.004253366408418564,-0.017947592,56,20,0.044408616,0,60,false,512,21196.872358549652,4.442606912315122,4771.269,14.872686,57,10412.534027687847,16.579399113467403,628.04047,15.307497,53,16088.69165492744,15.212612799227033,1057.589,14.245618,1.2502422,0,1.0618792,0.43481064,0.6270685,,,0,,,,NOT_AVAILABLE,129.5082463183262,-0.8664964888900206,51.85831614138258,45.9767786690818,100001,5101.88,5004.79,5297.35,,,,,,,200111,3.6447854,3.3807657,3.7875702,8.108855,6.544754,9.672956,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219413109066624,,11,26.65449,61.29872
9,1.7993338122421248E-4,1635721458409799680,Gaia DR2 511219413109069312,511219413109069312,439946263,2015.5,26.657797294973815,0.01155159747473758,61.29508741437294,0.013616479699611894,0.3170974323379467,0.019793632044664475,16.020174,-1.0172319786930537,0.01900037347600929,0.12144362549582073,0.02729250876078445,-0.3977327,0.02640524,-0.52362967,0.20756085,0.04342445,0.17657553,-0.22697787,-0.063577905,0.06702837,-0.5328779,495,0,494,1,-7.7097626,284.8834,0.0,0.0,31,false,68.93274,1.5785446144236142,0.0030379694759388887,-0.030583022,56,20,0.036494806,0,60,false,520,54074.91371776509,8.668009599240516,6238.4463,13.855876,59,27796.776591694637,30.84091316770873,901.29553,14.241402,57,38989.5023012754,35.039133559325194,1112.7416,13.284551,1.2350695,1,0.956851,0.3855257,0.5713253,,,0,,,,NOT_AVAILABLE,129.5105599392871,-0.8696991381624176,51.857605685258086,45.97285887473923,100002,5223.5,5038.0,5389.0,,,,,,,200111,5.7918386,5.4415584,6.2262034,22.499557,18.67037,26.328745,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219413109069312,,12,26.65766,61.29492
10,2.726345190643276E-4,1635721458409799680,Gaia DR2 511265626959458176,511265626959458176,488175516,2015.5,26.38478603428753,0.01872636823192795,61.29429737976997,0.022157026064647537,0.9963037614025503,0.031218942270827003,31.913437,-0.23048860059845683,0.0326186141674117,0.8537610953312076,0.04614332885044813,-0.37759626,-0.04448512,-0.60080373,0.30458108,0.01964969,0.25779465,-0.3695258,0.08922758,-0.07796959,-0.56514704,448,367,435,13,4.0714474,559.99493,0.0,0.0,31,true,189.3615,1.4665190291423478,0.004845913483120959,-0.03778767,51,18,0.03892128,0,55,false,429,136968.31777127046,27.277070910949664,5021.372,12.846815,51,53356.33393713772,66.90180004049824,797.5321,13.533423,48,122186.25605670211,66.42236007818589,1839.535,12.044364,1.2816292,1,1.4890594,0.6866083,0.80245113,-29.720512029793316,4.178403171325141,15,6000.0,3.5,0.0,NOT_AVAILABLE,129.38251279722286,-0.898038889997288,51.69490423195929,46.03937345167554,100002,4459.5,4313.0,4768.75,,,,,,,200111,4.4677763,3.9071012,4.776446,7.1124997,6.739701,7.4852986,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265626959458176,,13,26.38449,61.29453
11,1.4989406878744097E-4,1635721458409799680,Gaia DR2 511219413109070592,511219413109070592,91757594,2015.5,26.650206190654387,0.013403282391327907,61.29415911757438,0.01563348852135751,0.2946417629727541,0.022097404741089757,13.333773,-1.0909891477186,0.02278525254303351,-0.25776344244332183,0.03142499138933014,-0.44655004,0.11574816,-0.494154,0.24401028,-0.037343163,0.22060141,-0.27454287,-0.024781862,0.023277655,-0.5752786,476,9,474,2,-7.5949287,272.26367,0.0,0.0,31,false,45.856995,1.5831060279857134,0.0035026511315295787,-0.0016857289,54,20,0.04120904,0,59,false,500,36339.59770461964,7.94899774262575,4571.5947,14.2874155,51,18643.710252745237,26.190218167304966,711.8578,14.675057,49,26206.81254660248,23.500963998979408,1115.1378,13.715884,1.2342052,0,0.9591732,0.3876419,0.5715313,,,0,,,,NOT_AVAILABLE,129.50719357617842,-0.8713801026926966,51.85241457208848,45.973926264808924,100001,5330.9937,5030.3335,5405.0,,,,,,,200111,4.867701,4.735315,5.46697,17.241507,13.868848,20.614166,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219413109070592,,14,26.65009,61.29402
12,2.0023318441011743E-4,1635721458409799680,Gaia DR2 511219340083826816,511219340083826816,1468824874,2015.5,26.674444350973253,0.017193352113490646,61.28716172273743,0.020523144261187544,0.2965244750910052,0.029043057121779913,10.209823,-0.951835614285125,0.028611113753119442,-0.2993589533015377,0.04090449550985635,-0.40646884,0.08372656,-0.5208008,0.25218832,-0.06762195,0.23101673,-0.3099563,-0.05589766,0.08087731,-0.5246084,465,403,454,11,2.9516633,542.63007,0.0,0.0,31,false,201.67178,1.6133718793083742,0.004737056046684978,-0.0109501,53,20,0.03420427,0,56,true,490,143689.20534885707,99.01474941548793,1451.19,12.794806,56,77063.57530372369,154.4234109420533,499.04074,13.134265,56,99061.59941477535,197.1639090437651,502.4327,12.272157,1.225737,0,0.86210823,0.33945942,0.5226488,,,0,,,,NOT_AVAILABLE,129.520058671696,-0.8757453535888848,51.861660544635185,45.96195849290713,100001,5756.25,5429.99,6298.527,,,,,,,200111,8.082864,6.7509766,9.083359,64.62251,53.94239,75.302635,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219340083826816,,15,26.67423,61.28699
13,2.040113272576516E-4,1635721458409799680,Gaia DR2 511265420801154304,511265420801154304,795498549,2015.5,26.425095153735867,0.0182090832353246,61.28707411233264,0.020760102152344022,0.7918740226735397,0.02985976643518248,26.519766,1.7604016699805254,0.031304310205122754,-1.243084144796026,0.04355838425439756,-0.36066723,-0.049806174,-0.5848147,0.28056777,0.031822477,0.24239069,-0.35400936,0.049684707,-0.009841409,-0.53650236,457,0,456,1,10.886118,862.2876,0.18406885618554789,10.491453890553176,31,false,20.248297,1.5253530455312865,0.004532067837786441,-0.03782264,52,19,0.053030882,0,57,false,481,54875.305659649595,8.760122800745597,6264.2163,13.839923,51,24422.66060037301,27.719471842877116,881.0651,14.381906,49,44695.99734028922,35.926206265315095,1244.1057,13.136249,1.2595586,0,1.245657,0.54198265,0.7036743,,,0,,,,NOT_AVAILABLE,129.40295887124526,-0.9010666980540902,51.71350274865778,46.02323718969951,100001,4852.013,4620.04,5137.75,,,,,,,200111,2.8137474,2.5094764,3.1033986,3.9532363,3.5911295,4.3153434,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265420801154304,,16,26.42488,61.28725
14,8.614452814215423E-5,1635721458409799680,Gaia DR2 511264836685601152,511264836685601152,142735170,2015.5,26.611065722857536,0.01211405634307641,61.284924417436095,0.014238372831238954,0.32214051301051927,0.02003246667571129,16.080921,-1.0023298814802024,0.020269600583808715,-0.3587626581099305,0.02861821520438963,-0.43253216,0.10731611,-0.5103408,0.25708926,-0.03776479,0.23227894,-0.25534382,-0.051289756,0.03124589,-0.53628147,470,0,469,1,-5.947528,304.8747,0.0,0.0,31,false,60.26859,1.5957005763357717,0.0032663556274338157,-0.008389071,53,20,0.03852932,0,57,false,498,47205.59604178156,26.58883134923067,1775.392,14.003382,46,25103.988644813995,66.39990454641337,378.07266,14.352032,47,33167.900189139335,64.7546365941534,512.20886,13.460125,1.2344276,0,0.89190674,0.34864998,0.54325676,,,0,,,,NOT_AVAILABLE,129.49077277714113,-0.8843890236333548,51.822370485871325,45.97561194663213,100001,5457.8867,5333.1,5842.6,1.8343,1.6449,2.1971,0.9263,0.8252,1.1188,200111,4.804092,4.192258,5.031539,18.450806,15.334316,21.567295,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264836685601152,,17,26.61103,61.28484
15,2.5082183829587605E-4,1635721458409799680,Gaia DR2 511219138231172992,511219138231172992,611560877,2015.5,26.69596073668705,0.011778151921127434,61.281401537886794,0.014326144489136685,0.29841335837464034,0.02084899241411571,14.313083,-1.178225198014036,0.019759794922154145,-0.58030897481224,0.028570703106503902,-0.42191568,0.07443688,-0.49665082,0.2450893,-0.05058937,0.2134815,-0.26784503,-0.03972354,0.07194841,-0.5625829,504,0,503,1,-8.431481,276.03638,0.0,0.0,31,false,57.456993,1.5861796571771467,0.003160345183094529,-0.0025670587,58,20,0.037975024,0,61,false,527,45603.49232986737,7.7005377180433685,5922.1177,14.040871,57,23272.904101304724,24.14178354266816,964.00934,14.434261,55,33083.994813773665,23.45550964851714,1410.4999,13.462875,1.2358023,0,0.97138596,0.39339066,0.5779953,,,0,,,,NOT_AVAILABLE,129.53138650427366,-0.8791748137542974,51.870204844165954,45.95172290171373,100001,5276.42,5080.895,5424.0,,,,,,,200111,5.5169444,5.2208104,5.9497247,21.254423,17.270763,25.238083,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219138231172992,,18,26.69565,61.2812
17,1.371552491781409E-4,1635721458409799680,Gaia DR2 511219378749345152,511219378749345152,1148072853,2015.5,26.640352625738107,0.01802530000256877,61.279916026028445,0.020289076440391605,0.3504299118663563,0.02878576793311825,12.173721,-1.1556335010284344,0.02797947533750934,-0.19428421449615907,0.03938383249907776,-0.40607378,0.21384133,-0.5700334,0.23795934,-0.055412654,0.23594691,-0.3699046,-0.09072628,0.054716922,-0.5243842,441,306,438,3,4.5279384,579.57306,0.0,1.4785736891062376E-15,31,false,180.28032,1.5955943404313078,0.004674152218609028,-0.03570795,50,19,0.03547964,0,55,true,447,134076.58171896037,41.021080948859925,3268.48,12.869984,51,70983.72860497377,102.82982640723908,690.3029,13.223491,46,93742.98865255942,53.50779073159471,1751.9503,12.332073,1.2286017,1,0.8914175,0.35350704,0.53791046,,,0,,,,NOT_AVAILABLE,129.50558822425074,-0.8863031928358608,51.836079934167515,45.96410910003082,100002,5447.84,5141.52,6123.207,2.0407,1.9246,2.2291,1.0215,0.9636,1.1231,200111,7.4743853,5.916519,8.391529,44.33462,37.810665,50.858578,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219378749345152,,20,26.64024,61.27979
18,2.0082457090776953E-5,1635721458409799680,Gaia DR2 511264939764819328,511264939764819328,1464501452,2015.5,26.52638902852013,0.018946722956709364,61.27525394589147,0.022264869858109736,0.3853644987486109,0.02973549971333668,12.959745,-1.0186130967017515,0.03223295996430825,-0.2000794305753276,0.04535185319856553,-0.4361975,0.00933644,-0.5957273,0.33259404,0.10541869,0.30570233,-0.3724294,0.0594115,-0.07822412,-0.57265925,490,490,460,30,14.593132,1051.2892,0.0,0.0,31,true,384.04855,1.5777252038348648,0.005114931294698999,-0.07112105,56,19,0.037111074,0,62,false,472,627731.9816601012,337.8655006346104,1857.9346,11.19393,51,313421.95597733074,466.9892643691668,671.15454,11.611065,47,453750.0418020022,304.1453165005917,1491.8856,10.619879,1.222133,1,0.99118614,0.41713524,0.5740509,,,0,,,,NOT_AVAILABLE,129.45303424277273,-0.9024252715870268,51.76494634099734,45.988137497261306,100002,5358.0,5339.0,5374.0,,,,,,,200111,15.285764,15.194879,15.394753,173.49216,151.96866,195.01566,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264939764819328,,21,26.52643,61.27525
19,8.065123142865406E-5,1635721458409799680,Gaia DR2 511265347773502592,511265347773502592,623619706,2015.5,26.44952779146998,0.01195542887351099,61.27331622338946,0.014405061564002902,0.34400698663135837,0.019102295854852642,18.008673,-1.017941458943858,0.020862640090734224,-0.25616433269507005,0.0303237589373918,-0.47041595,0.016625619,-0.59356993,0.38002986,0.003322301,0.34947076,-0.41328794,0.051283397,-0.035178937,-0.60777867,467,45,466,1,-7.5762987,266.63187,0.0,0.0,31,false,126.629654,1.5446328813747268,0.0029941144340543844,-0.011811019,53,19,0.04056989,0,56,false,350,90216.061629776,155.31412795589836,580.86194,13.300156,43,43637.73452075377,248.28382592834288,175.75746,13.751733,40,69533.56085815192,479.5652401195534,144.99292,12.656434,1.2544473,0,1.0952988,0.4515772,0.6437216,,,0,,,,NOT_AVAILABLE,129.4173169265987,-0.9120674929836141,51.71785538593366,46.00540513330053,100001,5005.185,4860.0,5125.935,,,,,,,200111,7.6634955,7.3066955,8.128205,33.20696,28.369669,38.04425,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265347773502592,,22,26.44946,61.27339
20,2.3032112223382603E-4,1635721458409799680,Gaia DR2 511265489520505344,511265489520505344,199713371,2015.5,26.375463117640415,0.016346818731200793,61.273064299163124,0.01847777472397417,0.6392157684796765,0.026291505827076306,24.312634,0.5665954866858144,0.02713188258938794,-2.686275413020382,0.03766182900502454,-0.38289276,-0.0018023967,-0.6343894,0.30590016,0.052812643,0.27259445,-0.403411,0.06512146,-0.014219288,-0.5572309,484,0,479,5,10.949178,896.33997,0.15894910794730757,9.309758069249488,31,false,29.365982,1.360964101908897,0.00390451565145474,-0.032812033,55,18,0.048165645,0,59,false,482,96256.06590712599,19.075424266120677,5046.077,13.229795,53,25070.746498576893,52.314792898397705,479.22864,14.35347,51,107719.65129989336,94.14412204708061,1144.1995,12.181183,1.3795536,1,2.172287,1.1236744,1.0486126,-38.899170843295465,0.5366330309843657,9,5000.0,3.0,0.0,NOT_AVAILABLE,129.38255009372693,-0.919739292210017,51.67366890046834,46.02345003977574,100002,3593.0,3505.5,3908.6133,1.8405,1.8009,1.908,0.904,0.886,0.9251,200111,11.694437,9.88208,12.285528,20.53441,18.414938,22.653883,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265489520505344,,23,26.37511,61.27322
21,1.006608283233105E-4,1635721458409799680,Gaia DR2 511217901280607744,511217901280607744,1068228675,2015.5,26.62071153221614,0.013936783693845765,61.27028460623764,0.0164082561075767,0.30699076398278347,0.024405478694008408,12.578764,-0.669217787693221,0.02270407104023414,-0.2538086726273897,0.031762515405765426,-0.4326956,-0.0040176366,-0.5512449,0.24227484,0.10378379,0.21286067,-0.272369,-0.041092005,0.050720826,-0.5612007,463,0,462,1,-4.8134475,325.8451,0.0,0.0,31,false,49.148895,1.5797636539022988,0.0037766745439237336,-0.023446294,54,18,0.04078123,0,58,false,495,39557.42871156222,29.121146590733446,1358.3748,14.195295,49,20380.018724169866,55.093409601153695,369.91754,14.578377,47,28586.883323267873,71.6920588000173,398.74545,13.621503,1.2378687,0,0.9568739,0.38308144,0.57379246,,,0,,,,NOT_AVAILABLE,129.49840278821475,-0.8977160070722208,51.817323921061465,45.9606617686561,100001,5334.495,4891.9473,5405.3335,2.1712,1.71,2.392,1.0813,0.787,1.209,200111,4.8668194,4.740093,5.787198,17.280586,13.762077,20.799095,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217901280607744,,24,26.62064,61.27019
22,7.316224179527671E-5,1635721458409799680,Gaia DR2 511264798020735616,511264798020735616,1001523775,2015.5,26.598954616381874,0.014857170054501458,61.26795219891265,0.016464432409641565,0.2787465337735269,0.021480935406878957,12.976461,-1.1932358220782426,0.024413790248241012,-0.24289061568241682,0.03214821091251389,-0.6024773,0.20808987,-0.6426352,0.440899,-0.1285591,0.43353155,-0.48250166,-0.022380156,0.011475199,-0.68219036,428,0,426,2,-6.666994,255.18405,0.0,0.0,31,false,97.029274,1.5926084092746353,0.0032033052615069624,-0.019371975,51,18,0.046810664,0,57,false,457,76378.5179203746,15.854228441111857,4817.549,13.480938,45,40121.055526354736,56.537995994185074,709.62994,13.8429575,41,53787.40355708354,53.99973808418572,996.0679,12.935219,1.229514,0,0.9077387,0.36201954,0.54571915,,,0,,,,NOT_AVAILABLE,129.48867333426608,-0.902208303519579,51.80268014751095,45.96400850402922,100001,5535.54,5292.4966,6247.7754,,,,,,,200111,6.8381763,5.3679624,7.480646,39.556263,31.452843,47.659683,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264798020735616,,25,26.59893,61.26788
23,1.463637167696654E-4,1635721458409799680,Gaia DR2 511217901280610816,511217901280610816,1592992257,2015.5,26.64219335247285,0.017881949138957205,61.266303812509776,0.02132051043388502,0.25192812697974354,0.03151906223878037,7.9928813,-1.1279655610536883,0.028795022710047365,-0.3111269603454158,0.0429105121998339,-0.37298235,0.23896652,-0.5276102,0.24892944,-0.10578427,0.2277478,-0.33703288,-0.124162994,0.08617962,-0.51402456,449,0,448,1,-1.1619452,408.674,0.0,0.0,31,false,20.78827,1.5399508689521346,0.004960771545258354,-0.025429212,51,19,0.05061403,0,60,false,468,16951.92980204935,4.431418727724736,3825.3955,15.115318,34,7720.637838300182,22.605539679750667,341.5374,15.632256,34,13825.6314517217,29.72201321877454,465.1647,14.410208,1.2710216,0,1.2220478,0.51693726,0.70511055,,,0,,,,NOT_AVAILABLE,129.50933965433117,-0.8994182708866778,51.827159176139375,45.9519593873821,100001,4903.98,4825.0,5075.59,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217901280610816,,26,26.64207,61.26617
24,1.6387099636294865E-4,1635721458409799680,Gaia DR2 511217832553148032,511217832553148032,889091406,2015.5,26.648059335029867,0.020635890491883555,61.26328292425941,0.026522328142647496,0.2737119954641397,0.03621829424833667,7.557286,-1.1578131347067546,0.03285381603590152,-0.33700965175099096,0.05080122260195844,-0.23497364,0.078892834,-0.6160663,0.17396271,-0.11073165,0.16971794,-0.48892766,-0.09662073,0.14809515,-0.45375744,415,415,408,7,6.6760163,622.90686,0.0,0.0,31,false,280.8657,1.595272498608839,0.006019500222588481,0.011668604,47,18,0.037587695,0,52,true,450,1662535.9598017186,6683.827358496935,248.74011,10.136438,44,856726.9354935697,7764.377462023335,110.34071,10.519282,47,1197292.9720784128,17656.429368038695,67.81059,9.566419,1.235474,0,0.9528637,0.38284397,0.5700197,,,0,,,,NOT_AVAILABLE,129.51273678803025,-0.9017722697031012,51.82842316056343,45.94792124027302,100001,5286.25,5066.84,5405.0,0.6658,0.236,1.938,0.418,0.1234,0.8982,200111,36.15638,34.585094,39.355553,919.71954,736.2933,1103.1458,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217832553148032,,27,26.64786,61.26315
25,6.821486440784718E-5,1635721458409799680,Gaia DR2 511264694938474368,511264694938474368,721040138,2015.5,26.581681007059846,0.02119689182179585,61.2635774630391,0.02599191746698042,0.3431705435259316,0.03467786944211667,9.895952,-1.1592249632445955,0.03626419608652213,-0.17817993959235764,0.05153336483378365,-0.5080558,-0.114616394,-0.6141529,0.37764505,0.27913356,0.3235673,-0.3238627,0.08454079,-0.09358981,-0.6478561,466,466,434,32,16.013111,1088.5233,0.0,0.0,31,false,398.5533,1.6153135881796288,0.0050548908947605185,-0.07531893,54,17,0.04071688,0,61,false,493,494627.9597145455,650.5091413744956,760.3705,11.452669,53,263139.55896416755,897.2352792401069,293.2782,11.800922,54,333474.8258086821,1196.7922917213575,278.64053,10.954263,1.2061882,0,0.84665966,0.34825325,0.4984064,,,0,,,,NOT_AVAILABLE,129.48147991758944,-0.9082387651620933,51.78919553684836,45.96449944849863,100001,5753.6665,5653.0,6176.2095,,,,,,,200111,12.970865,11.256783,13.436939,166.11595,140.46916,191.76274,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264694938474368,,29,26.58166,61.26351
