v20161021csv_oid,dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,missing20161021_oid,col1,col2
134,1.7504272203959846E-5,1635721458409799680,Gaia DR2 511240475630136448,511240475630136448,126168812,2015.5,26.490418036464327,0.013547048924925333,61.153848281842855,0.015092480474404292,0.3058858736404323,0.022377034687134208,13.669634,-1.1452978871337283,0.02305511880918994,-0.20207702244919118,0.03186795891665524,-0.5663704,-0.008996636,-0.63236004,0.41527575,0.0017029344,0.382978,-0.37990046,0.10686687,-0.13601273,-0.6774356,486,0,482,4,-6.8318925,295.08682,0.0,0.0,31,false,87.85633,1.6119304322915355,0.002921191225826213,-0.050152246,56,17,0.04420016,0,61,false,508,69219.70099825211,12.08477445314057,5727.8438,13.587791,59,37802.81472819466,39.64132140874814,953.62146,13.9075775,54,46838.154071787096,28.352538523583508,1651.9916,13.085421,1.2227873,0,0.8221569,0.31978607,0.50237083,,,0,,,,NOT_AVAILABLE,129.46160098572142,-1.0247608266005441,51.65418506789177,45.89270868289892,100001,5779.0,5602.0,5841.25,,,,,,,200111,5.3918047,5.277497,5.737905,29.212843,23.600868,34.824818,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240475630136448,,142,26.49045,61.15384
135,1.2538296013760156E-4,1635721458409799680,Gaia DR2 511240235111968768,511240235111968768,1117410923,2015.5,26.39984877684087,0.011007139597314962,61.15185597204413,0.012525584414744028,0.31226830570351816,0.01829004593882593,17.073128,-1.0531560830966447,0.01843795021742225,-0.19282980036125752,0.026207434014385512,-0.3085092,0.034541123,-0.5799496,0.22441818,0.06231744,0.17634033,-0.27496687,0.036522094,-0.042297367,-0.49907467,470,0,470,0,-6.0645304,302.9908,0.0,0.0,31,true,116.88359,1.612808437316323,0.0026222519061584984,-0.03828436,54,19,0.03586206,0,61,false,506,93390.16624034825,26.06313484391026,3583.2285,13.262613,57,51729.46280305221,63.38400391181573,816.12805,13.567043,57,62330.516314433735,55.09556163760012,1131.3165,12.775168,1.2213275,0,0.7918749,0.30443,0.48744488,,,0,,,,NOT_AVAILABLE,129.41927922931617,-1.0358458184781765,51.59877266890158,45.91336173631599,100001,5956.0,5781.0,6360.5063,1.865,1.595,2.06,0.938,0.8242,1.0411,200111,5.7495017,5.0414586,6.1028633,37.477783,31.33855,43.617016,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240235111968768,,143,26.39975,61.15174
136,2.051921847626452E-4,1635721458409799680,Gaia DR2 511216836128861696,511216836128861696,1618895987,2015.5,26.64152301250657,0.01826758111258159,61.15065238548707,0.021766487872333595,0.2752637954103827,0.031217711540217834,8.817552,-1.507812757292951,0.03200252901988491,0.3897521480938632,0.04600507203926328,-0.48695025,-0.11079868,-0.611676,0.37427738,0.1343547,0.35246557,-0.42397773,0.17883681,-0.12293034,-0.6388374,550,550,534,16,11.062962,975.6007,0.0,2.447284537706864E-15,31,false,302.83536,1.6073599475005917,0.0043976187641462565,-0.019462503,63,17,0.037602093,0,67,true,551,2017717.229177505,1017.6452663060196,1982.7314,9.926215,65,1086361.8041384404,1312.870572155665,827.4706,10.261452,61,1348398.2339102756,1903.392729399161,708.4183,9.437374,1.2066904,0,0.8240776,0.33523655,0.48884106,,,0,,,,NOT_AVAILABLE,129.53355205783632,-1.012507968447228,51.741847900886775,45.85270741401494,100001,5806.6665,5780.5,5833.0,,,,,,,200111,32.01504,31.726625,32.305542,1049.8092,861.5251,1238.0934,http://geadata.esac.esa.int/data-server/datalink/links?ID=511216836128861696,,144,26.64119,61.15078
138,1.113300423201579E-4,1635721458409799680,Gaia DR2 511240235111970432,511240235111970432,1587076849,2015.5,26.398302816922364,0.015308789200641014,61.14681390955328,0.017604783124468146,0.32947996860864875,0.02397459044478214,13.742882,-1.19194343743707,0.025976305637244766,-0.21241827689259146,0.036184728650266625,-0.5022959,-0.03577439,-0.6528865,0.4054061,0.12789592,0.36700386,-0.4016605,0.10415643,-0.087298006,-0.64564425,505,0,504,1,-5.2951694,349.19012,0.0,0.0,31,false,37.267963,1.598303148201179,0.0035092376990968877,-0.039775558,58,18,0.048830204,0,63,false,533,30143.1360097145,5.220702380972363,5773.77,14.490395,58,15912.2484273373,16.302928045237074,976.03625,14.847059,58,21112.756330769567,11.972630230766034,1763.4183,13.950558,1.2283063,0,0.89650154,0.35666466,0.5398369,,,0,,,,NOT_AVAILABLE,129.4196004353766,-1.0409326372535872,51.59414078939165,45.90941294907011,100001,5395.745,5010.5503,6023.9937,,,,,,,200111,3.854076,3.0921042,4.4694314,11.34334,9.218716,13.467964,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240235111970432,,146,26.39822,61.14671
139,2.8815627491354268E-5,1635721458409799680,Gaia DR2 511240097673016704,511240097673016704,1079289217,2015.5,26.470447518128584,0.013975675066002958,61.14505417886104,0.015660599294308856,0.17007305492332436,0.022536981673076613,7.546399,-1.0853535055536732,0.023625319600733576,-0.14533050160113936,0.032778863955002284,-0.4742316,-0.09462209,-0.6317344,0.38281697,0.12622531,0.32758483,-0.33202678,0.13621357,-0.09903851,-0.6294199,508,9,507,1,7.378469,773.07715,0.11104335703452031,4.722416569697598,31,false,48.077183,1.6302945577953143,0.003221762106326161,-0.051673435,58,18,0.04411215,0,61,false,532,98717.20060331954,32.714012153219905,3017.5815,13.202384,60,56911.88998408937,68.780749884682,827.4392,13.463381,59,64392.9483371559,61.06432324650806,1054.5101,12.739824,1.2288116,0,0.7235565,0.26099682,0.4625597,,,0,,,,NOT_AVAILABLE,129.45402100695634,-1.0353795428642658,51.63582550666396,45.89008167502705,100001,6207.25,6028.4,6712.5,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240097673016704,,147,26.47048,61.14503
140,1.7860419574645543E-4,1635721458409799680,Gaia DR2 511193501560595328,511193501560595328,1516991283,2015.5,26.54630635156825,0.01775855858499671,61.14352473009762,0.019303929309347333,0.3320208332347551,0.02648129761859244,12.537937,-1.1167522626623714,0.02962274457657077,-0.11466082967673624,0.04045786090228659,-0.5095397,-0.0641892,-0.6890104,0.42361835,0.013832401,0.388834,-0.4262138,0.1042742,-0.033896916,-0.61629444,491,0,490,1,-2.4933355,410.81915,0.0,0.0,31,false,28.535471,1.595897896274404,0.004012760648486169,-0.032140423,57,18,0.053375512,0,61,true,504,23334.18070871421,5.201748466782522,4485.834,14.768384,53,13945.518238273864,243.41953426027428,57.290054,14.990301,58,17896.92593326389,174.4483933811709,102.59152,14.129973,1.3646266,0,0.8603277,0.22191715,0.63841057,,,0,,,,NOT_AVAILABLE,129.49014130145818,-1.0291851139239325,51.67989605755404,45.87004809648016,102001,5839.25,5367.7246,6527.767,,,,,,,200111,2.8199904,2.2564852,3.337193,8.329488,6.665553,9.9934225,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193501560595328,,148,26.54594,61.14355
141,2.7810215965898705E-5,1635721458409799680,Gaia DR2 511240097673017472,511240097673017472,868607408,2015.5,26.46648507509214,0.014498924731385717,61.14206211963812,0.016086410799149478,0.3229079082335537,0.022046242171722158,14.646846,-1.1127731232282774,0.024627403559449684,-0.1928890330546295,0.03361310658862453,-0.5452503,-0.04469655,-0.65685844,0.44161546,0.073385105,0.4060366,-0.4209724,0.11524253,-0.093644276,-0.66469604,508,9,505,3,-6.4420924,322.20007,0.0,0.0,31,false,50.85013,1.5936645903250406,0.0031992814749093605,-0.030693308,58,18,0.046728898,0,61,false,526,40586.53643659375,6.540250438042362,6205.655,14.167411,58,21823.34431212718,22.87243471302438,954.133,14.504085,55,28042.112789945146,20.396787884567814,1374.8298,13.642393,1.2286206,0,0.8616915,0.33667374,0.52501774,,,0,,,,NOT_AVAILABLE,129.4527775443277,-1.0387057680749447,51.6312657226884,45.88848909654559,100001,5601.0,5400.0,6098.895,,,,,,,200111,4.1906295,3.5343382,4.5084047,15.570967,12.794392,18.347542,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240097673017472,,149,26.46652,61.14204
142,5.357249127218525E-5,1635721458409799680,Gaia DR2 511193540224823040,511193540224823040,1101985245,2015.5,26.525562138338955,0.012702156320349727,61.13995656206549,0.014487496227137811,0.28447933422349714,0.021625333141853324,13.154911,-1.0832320264039432,0.02275316591905098,-0.1956226993034338,0.03163970799281832,-0.46724185,-0.08448393,-0.6183643,0.3622972,0.027657412,0.30988365,-0.3740207,0.20535126,-0.15914406,-0.6455742,498,0,496,2,-6.048877,324.2875,0.0,0.0,31,false,78.57123,1.6111016439212955,0.0029167893403766803,-0.013468712,57,17,0.043541625,0,61,false,521,62461.77889639396,14.895742019872722,4193.264,13.69933,56,34654.478578674665,39.850502388905014,869.61206,14.001989,56,41535.23118327647,35.45854927964467,1171.3743,13.2158785,1.2197813,0,0.7861109,0.30265903,0.48345184,,,0,,,,NOT_AVAILABLE,129.48110296912057,-1.0347805237377088,51.66491740756195,45.872098468764406,100001,5919.3335,5786.0,6724.6133,,,,,,,200111,5.229693,4.0521655,5.473498,30.250902,24.150185,36.35162,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193540224823040,,151,26.52557,61.14001
143,5.628806416881627E-5,1635721458409799680,Gaia DR2 511193471505346432,511193471505346432,975052277,2015.5,26.529478207683947,0.017892093042315153,61.139643718584274,0.0206396799077102,0.3187012502369492,0.029357777568261415,10.855769,-1.115779754816655,0.031022955517133403,-0.2651025557202786,0.04385971878769506,-0.5315942,-0.027599495,-0.64252687,0.42076677,-0.024997428,0.37408516,-0.40367433,0.12561055,-0.093939625,-0.6685507,508,0,506,2,-1.9936523,439.89328,0.0,0.0,31,false,24.832329,1.6050398447701708,0.004152872299432253,-0.013215898,58,17,0.055963434,0,63,true,527,20438.388051819136,4.472289760992168,4570.0054,14.91225,56,11028.474789923965,11.099558333184632,993.5958,15.245099,54,14168.936772187746,14.202097381023952,997.6651,14.383576,1.2328473,0,0.8615227,0.3328495,0.5286732,,,0,,,,NOT_AVAILABLE,129.48301698389554,-1.034688796417547,51.66702102692852,45.870863413050486,100001,5659.8105,5500.0,5799.4473,,,,,,,200111,2.943739,2.8036892,3.1172936,8.011261,6.21115,9.811372,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193471505346432,,152,26.52948,61.1397
144,2.7094057143030232E-5,1635721458409799680,Gaia DR2 511240097673018240,511240097673018240,364127969,2015.5,26.46944154996528,0.013043721471705145,61.1390155886418,0.01485938333480022,0.35150479182571426,0.02174087841586803,16.167921,-1.1096440715142422,0.021575698130150846,-0.16873434923945327,0.03036631663283331,-0.51802045,0.045192625,-0.587127,0.31656352,0.045344576,0.27509764,-0.25976127,-0.09926217,0.15089948,-0.63731533,504,0,500,4,-6.60581,314.3941,0.0,0.0,31,false,71.44614,1.6196685926926235,0.0030434072115575472,-0.05077932,58,18,0.04122468,0,63,false,529,56516.5748938737,9.635959372341462,5865.174,13.807926,62,31590.275344784808,26.568212184196092,1189.0253,14.102505,58,37387.73480720614,21.46977065614895,1741.4128,13.330097,1.2204916,0,0.77240753,0.29457855,0.47782898,,,0,,,,NOT_AVAILABLE,129.4548112668459,-1.0413858725540335,51.630788274362175,45.88514138480758,100001,6053.1265,5640.0,6274.0,,,,,,,200111,3.8399284,3.5743213,4.423076,17.83446,14.912733,20.756186,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240097673018240,,153,26.46946,61.13899
145,4.015164518945439E-5,1635721458409799680,Gaia DR2 511240063313280512,511240063313280512,718471182,2015.5,26.466203797720876,0.012582725018170031,61.136809382533755,0.01362826596475336,0.3506666397568684,0.019978359960624407,17.552324,-1.108781732382497,0.021211137166365766,-0.28070309886655853,0.028259357310074826,-0.4848026,0.02470601,-0.5930866,0.278229,0.03787101,0.23867041,-0.25035572,-0.043648265,0.12570758,-0.61915267,472,0,472,0,-6.371312,297.5984,0.0,0.0,31,true,112.15195,1.6236550683905118,0.0029338759845740072,-0.03818336,54,18,0.03963065,0,61,false,502,88608.75880170446,16.421058669746774,5396.0444,13.3196745,61,50328.65436496936,61.819435903553284,814.1235,13.596849,58,57687.94818149432,33.454063140343315,1724.3928,12.859207,1.2190285,0,0.7376423,0.27717495,0.46046734,,,0,,,,NOT_AVAILABLE,129.45374493313957,-1.0438704701656258,51.62723784906201,45.884045144420455,100001,6197.0,5904.0,6752.25,,,,,,,200111,4.5893025,3.8655622,5.0561156,27.984278,23.65009,32.318466,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240063313280512,,154,26.46622,61.13677
146,1.0759183309240061E-4,1635721458409799680,Gaia DR2 511264699246655488,511264699246655488,1605172732,2015.5,26.599082370454198,0.023145294630826797,61.25825402591786,0.029618616125593515,0.37676298986923723,0.0380166457392275,9.910474,-1.0230779082635562,0.03880022364630915,-0.21266989132326192,0.05931155975237562,-0.4517847,0.023702173,-0.62055206,0.35563087,0.15572117,0.34298798,-0.47470558,0.025247216,-0.10277553,-0.6070105,487,487,481,6,4.8024096,639.2713,0.0,0.0,31,true,106.33763,1.5819657577509465,0.0060876269444089266,-0.030521486,55,18,0.0448279,0,64,false,525,9248218.946632735,5027.317651696997,1839.5931,8.27322,57,4654123.163909318,5487.56442663182,848.1218,8.681793,57,6595137.435215947,7155.489467806749,921.6892,7.7138605,1.2163705,0,0.9679327,0.40857315,0.55935955,,,0,,,,NOT_AVAILABLE,129.4907838874582,-0.9116742959887633,51.7956181231163,45.955644441182855,100001,5363.3335,5350.0,5382.0,,,,,,,200111,59.871567,59.456978,60.17037,2672.238,2271.9658,3072.5103,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264699246655488,,155,26.59892,61.25818
147,1.8375998599122367E-4,1635721458409799680,Gaia DR2 511217828255340672,511217828255340672,8496997,2015.5,26.643889067663572,0.018599414896666992,61.26249708863497,0.022250927994810474,0.3551981012911438,0.032843269745570565,10.814943,-1.0423989181892086,0.0303657183231104,-0.1852887635079037,0.043689875736295715,-0.44714856,0.08967879,-0.57686216,0.3115309,-0.03337212,0.2754525,-0.33100253,-0.08301949,0.11534214,-0.5790062,511,511,501,10,8.604814,818.44495,0.0,0.0,31,false,248.28188,1.602407516392949,0.00482035989017139,-0.014003914,58,19,0.03439587,0,62,true,525,4362329.033186384,1181.0707658171575,3693.5374,9.089069,58,2302412.5130236084,2125.8173158826494,1083.0717,9.4459305,60,2959887.6676996797,2809.5304798582347,1053.5168,8.583732,1.2063051,0,0.8621988,0.3568611,0.5053377,,,0,,,,NOT_AVAILABLE,129.51094384843447,-0.9029655192620337,51.825367093325966,45.94827113045699,100001,5779.5,5543.0,6457.5176,,,,,,,200111,36.854076,29.521257,40.06603,1365.296,1168.9938,1561.5983,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217828255340672,,156,26.64373,61.26233
150,1.1033978773328282E-5,1635721458409799680,Gaia DR2 511264218210328448,511264218210328448,260505488,2015.5,26.526913878945717,0.024292162115569574,61.22499784396385,0.030650987246194417,0.3889932790339303,0.04485073406044561,8.673064,-1.1039087223814286,0.0392879607726803,-0.2237352881163484,0.05997355842859951,-0.42379972,0.24526472,-0.5582497,0.3039889,-0.10284487,0.3038589,-0.47841057,-0.05580836,0.057702884,-0.58243763,434,0,432,2,-0.24116577,419.33203,0.0,0.0,31,false,12.129081,1.5361433618159626,0.0061373428951556,-0.027539307,49,15,0.06786426,0,62,false,457,10393.940979450721,3.889994569209734,2671.968,15.646415,35,4987.479421307382,23.341216870117993,213.67693,16.106686,38,8390.027306503542,21.26390790970832,394.5666,14.952512,1.2870486,0,1.1541739,0.46027088,0.69390297,,,0,,,,NOT_AVAILABLE,129.4638520807816,-0.9515042337433374,51.72823710092845,45.944839893153436,100001,4887.5,4762.425,4959.585,,,,,,,200111,2.445662,2.375086,2.5758095,3.0749264,2.2825365,3.8673162,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264218210328448,,158,26.52693,61.22499
