b20151205csv_oid,dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,b20151205_oid,col1,col2
23,1.9930455730594705E-4,1635721458409799680,Gaia DR2 511217488963795584,511217488963795584,541228879,2015.5,26.648359813084237,0.01925404429181511,61.22752253338861,0.023311516621023542,0.30446899469413835,0.030049123236803355,10.132376,-1.0180245756512676,0.03429978804967839,-0.13798476256677447,0.04909689679063424,-0.55125713,0.05347801,-0.5924827,0.42960596,-0.05615734,0.4121676,-0.4668305,-0.007257853,0.006263948,-0.65747243,476,476,464,12,5.109176,631.0304,0.0,2.6289927181032925E-15,31,true,353.38348,1.5790351163060494,0.0046160157745346025,-0.0024143413,55,19,0.041046847,0,62,false,494,267199.55285526544,178.966024254902,1493.0183,12.121277,48,135273.67003615925,257.8546668937834,524.61206,12.523355,45,196831.1205313316,548.7187936624516,358.71036,11.526686,1.2429092,0,0.9966688,0.40207767,0.59459114,,,0,,,,NOT_AVAILABLE,129.52046557942506,-0.9366879912160402,51.802319055915234,45.91711210365876,100001,5190.5527,5041.61,5365.0,,,,,,,200111,13.615548,12.744503,14.431912,121.23259,102.064575,140.4006,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217488963795584,,54,26.64806,61.22766
24,1.608216256347162E-4,1635721458409799680,Gaia DR2 511264252570065024,511264252570065024,419641886,2015.5,26.55843669700014,0.013369037330664017,61.22884126971569,0.016685183062113133,0.30995767019509635,0.024727528344242928,12.534924,-1.0656649179956876,0.024677968358323858,-0.15874121666222765,0.03565350897188258,-0.43484294,-0.044215076,-0.52703834,0.31829724,0.13936302,0.2810486,-0.34602314,0.13581046,-0.19140741,-0.64209193,478,152,473,5,0.77020776,491.27258,0.0,0.0,31,true,156.93927,1.567014940863838,0.003399685320170747,0.004659187,54,17,0.039518632,0,59,false,501,120463.17092897907,61.80947423301943,1948.9435,12.98623,55,60206.04212073671,116.73940320442124,515.7302,13.402288,52,89363.48409997142,115.18590657658152,775.8196,12.38402,1.2416204,0,1.0182686,0.41605854,0.60221004,,,0,,,,NOT_AVAILABLE,129.47787782373865,-0.9445521178124346,51.749812107320004,45.9403772017956,100001,5202.6665,5106.54,5325.0,,,,,,,200111,8.929556,8.523984,9.268904,52.633034,43.4947,61.771366,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264252570065024,,55,26.55812,61.22879
25,1.6545169709305393E-4,1635721458409799680,Gaia DR2 511217660762484096,511217660762484096,1087122047,2015.5,26.619252111279586,0.01807752868268962,61.23067105237745,0.02132861103226265,0.3187919214129676,0.02982170593239485,10.689929,-1.3354874097616343,0.03173383682185427,-0.2873266626219004,0.04469285145697528,-0.45752624,-0.04941282,-0.57781446,0.33403227,0.032762907,0.3116735,-0.40779307,0.06495893,-0.026196124,-0.61168236,499,499,497,2,4.7545695,655.9154,0.0,0.0,31,true,253.04424,1.600564759815253,0.004640922832471101,-0.030437132,57,19,0.03678395,0,62,true,526,177225.84305898493,71.76317932598131,2469.593,12.567048,55,93755.05797853782,183.35061684774655,511.34302,12.921401,53,124112.1762301793,162.48470741256924,763.8391,12.027384,1.2293198,0,0.8940172,0.35435295,0.53966427,,,0,,,,NOT_AVAILABLE,129.5061048422285,-0.936580128756217,51.787322683503476,45.926979230770215,100001,5430.6665,5070.0,6120.7007,,,,,,,200111,9.515205,7.490696,10.917131,70.94856,60.288383,81.60874,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217660762484096,,56,26.61895,61.23075
26,1.3375304201607228E-4,1635721458409799680,Gaia DR2 511217729481958400,511217729481958400,563182023,2015.5,26.60983888487337,0.020597668948018955,61.2327316394095,0.024769765209013046,0.3713967720155446,0.03650008669754981,10.17523,-1.200359598474915,0.035376638000684205,-0.0709622320209054,0.050846715506632945,-0.48026985,0.09914864,-0.58701235,0.37025523,0.021762488,0.34409264,-0.38984215,0.065812804,-0.0779147,-0.62599,448,448,447,1,0.53005826,457.26553,0.0,0.0,31,true,229.54085,1.5960633456580813,0.004989480426886866,0.025614591,51,16,0.039251525,0,58,false,474,161442.6911197237,55.61085227797419,2903.0789,12.66832,51,85378.22433866204,137.11949156474952,622.65564,13.023021,49,113417.188548702,109.64838590222433,1034.3717,12.125223,1.2313683,0,0.8977976,0.35470104,0.54309654,,,0,,,,NOT_AVAILABLE,129.50124041786952,-0.9355250210763719,51.783239861824896,45.93106641614927,100001,5461.915,5195.283,6218.0176,1.938,1.5534,2.1301,0.9757,0.7745,1.078,200111,7.6929874,5.935824,8.502888,47.453094,40.442535,54.463654,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217729481958400,,57,26.6096,61.2328
27,1.319643652228825E-4,1635721458409799680,Gaia DR2 511217725176130048,511217725176130048,1616741577,2015.5,26.600937096154013,0.01765979759942128,61.23384011637248,0.02111794626469827,0.3467891543396106,0.028418996774417407,12.2027235,-1.1120543889494112,0.030756732852222007,-0.15029346743284322,0.04442234658210398,-0.47905263,-0.048832253,-0.573164,0.36741018,0.108715676,0.33836177,-0.37432095,0.099994704,-0.114676796,-0.6098839,485,458,479,6,2.1834536,543.7252,0.0,1.3166102650418438E-15,31,false,220.15015,1.59756298513885,0.004393844525391136,-0.013005645,55,19,0.037588596,0,59,true,485,155833.25511586238,26.291043662550045,5927.2373,12.706716,52,81968.65700058699,108.08285096836728,758.38727,13.067268,49,109695.31401421843,64.6960687754545,1695.5483,12.161449,1.2299298,1,0.90581894,0.3605528,0.54526615,,,0,,,,NOT_AVAILABLE,129.49681835924974,-0.9353476911020338,51.77876164199724,45.934209661427445,100002,5668.63,5306.6,6519.6367,,,,,,,200111,7.444338,5.627759,8.49473,51.553635,44.540115,58.567154,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217725176130048,,58,26.60067,61.23387
28,2.0317985409703396E-4,1635721458409799680,Gaia DR2 511217592043001216,511217592043001216,1535339190,2015.5,26.66248315476942,0.02020051430480357,61.23501377751991,0.024076669406004097,0.2678749170213744,0.031175984210856794,8.592348,-1.0037228293269886,0.034387741583361775,-0.23780298964361873,0.04758545425887213,-0.5715742,0.08598953,-0.59091175,0.38892663,-0.068945244,0.3744183,-0.43347085,0.037632924,0.028728645,-0.6539248,513,513,489,24,13.922575,1058.1213,0.0,0.0,31,true,359.33505,1.6299899397880064,0.004572871411157127,-0.00701581,60,19,0.039697327,0,69,true,543,790078.0011414206,734.9708305175647,1074.9788,10.944191,56,436261.54685789923,1105.0068065358594,394.8044,11.252021,54,514059.7501665111,1040.1417841371651,494.22086,10.484386,1.2028196,0,0.7676344,0.30782986,0.45980453,,,0,,,,NOT_AVAILABLE,129.52551849743165,-0.9279246773608645,51.81622032030195,45.92007790683414,100001,6111.5,5674.5,6999.6777,,,,,,,200111,18.46471,14.07609,21.418198,428.51987,349.61395,507.42578,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217592043001216,,59,26.66219,61.23516
29,1.383365221455106E-4,1635721458409799680,Gaia DR2 511217729481954816,511217729481954816,1676967853,2015.5,26.612125158883128,0.03372604085162267,61.23643654977513,0.03959590241271868,0.2694447124482209,0.05171836140653903,5.2098465,-1.0592938177252653,0.058904725531875084,-0.2810688736840401,0.08070413605134785,-0.46718428,-0.040467747,-0.59008455,0.3702496,0.064053565,0.35130844,-0.45527217,0.041930087,-0.0245193,-0.6096726,412,404,396,16,34.376823,2353.1836,0.17710793705461103,15.400901659225873,31,false,25.691553,1.568194323889509,0.008645668791619618,0.027597215,48,19,0.05771771,0,58,true,415,273203.8418475568,132.588529658417,2060.539,12.097149,52,140620.31155812513,223.94276556310544,627.9297,12.481268,51,196999.98630043096,272.3340715501414,723.3762,11.525755,1.2357817,0,0.955513,0.38411903,0.57139397,,,0,,,,NOT_AVAILABLE,129.50153184199917,-0.9316712021336088,51.78732316263348,45.93368775768915,100001,5223.5,4850.0,5403.4272,,,,,,,200111,15.320925,14.317578,17.771524,157.43855,115.99823,198.87888,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217729481954816,,61,26.61186,61.23649
31,1.3552867220330248E-4,1635721458409799680,Gaia DR2 511217695122208640,511217695122208640,1075658170,2015.5,26.62764398531453,0.018322799062266602,61.24145138372886,0.022974887144950495,0.37003572585739763,0.03198541968417272,11.568888,-1.0651141375456654,0.032012113530546525,-0.07774225862570049,0.047111495546296414,-0.43947634,0.03510822,-0.5406231,0.3048743,0.06872332,0.2842988,-0.3834881,0.016022159,-0.010713352,-0.6035388,476,476,461,15,8.413324,759.25073,0.0,0.0,31,true,369.15436,1.5682006098734227,0.004611627903724729,-0.022367172,55,19,0.03720665,0,60,false,494,308793.0756943558,1306.0267442425543,236.43703,11.964197,52,155853.12961569472,1826.6132395663917,85.323555,12.369599,54,236164.58073359396,3997.839525485258,59.07305,11.328883,1.2695159,0,1.0407162,0.40540218,0.635314,,,0,,,,NOT_AVAILABLE,129.50776863648235,-0.9251891228087101,51.80023677597049,45.93417949567781,100001,5204.1997,5004.64,5423.0,,,,,,,200111,11.967002,11.0208235,12.940395,94.64142,81.80267,107.48016,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217695122208640,,64,26.62739,61.24151
32,1.0726821329696798E-4,1635721458409799680,Gaia DR2 511217763841681536,511217763841681536,33987988,2015.5,26.61025152981206,0.017574474026915213,61.244397801227926,0.021467431458245062,0.32092243412115534,0.029983593608072935,10.703268,-1.1352992242414617,0.03049262439168885,-0.21546594440634215,0.04272573689174738,-0.45115706,-0.012849533,-0.58163965,0.34777638,0.16405815,0.31859785,-0.39163744,0.09368679,-0.10611519,-0.621342,516,516,511,5,7.6415176,789.2012,0.0,0.0,31,true,323.7591,1.6202336959331125,0.004462238547254712,0.002239732,59,18,0.03541467,0,62,false,532,241444.69912883596,45.99032810407267,5249.902,12.231321,56,134063.58639208213,234.5731483893691,571.5214,12.533111,56,161119.63149494893,125.666656481524,1282.1191,11.744049,1.2225707,0,0.78906155,0.30178928,0.48727226,,,0,,,,NOT_AVAILABLE,129.49896591686738,-0.9240809500747497,51.792063403917666,45.940990275187964,100001,5989.8447,5802.5,6601.77,,,,,,,200111,8.887874,7.3165812,9.471062,91.61207,77.8898,105.334335,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217763841681536,,65,26.61003,61.24441
33,2.6083537727218453E-4,1635721458409799680,Gaia DR2 511219030846185984,511219030846185984,806179214,2015.5,26.718752782391945,0.01921022175690114,61.247230580765084,0.023775844669737232,0.3158274487962178,0.03409099706478107,9.264248,-1.2872117380475037,0.03115921912780763,-0.32135696473822667,0.04619840299090252,-0.4937718,0.156123,-0.49278864,0.24143869,-0.01851051,0.20719835,-0.23789638,-0.13566665,0.19628522,-0.602652,470,443,463,7,4.496798,607.21875,0.0,1.3390685109912554E-15,31,false,212.83319,1.603415448269351,0.00482116541700462,-0.03477391,54,19,0.036083598,0,60,true,477,152694.3730381897,47.86945099202787,3189.8083,12.728808,54,80843.0257040279,127.2722324392162,635.1977,13.082282,52,106669.72334982242,90.92761071453181,1173.1279,12.191817,1.2280266,0,0.8904648,0.35347366,0.5369911,,,0,,,,NOT_AVAILABLE,129.54937465318392,-0.9102268894476632,51.858645632951486,45.916750103576014,100001,5445.85,5070.0,6064.207,2.0745,1.825,2.347,1.0183,0.911,1.1841,200111,8.857825,7.14349,10.219804,62.17441,51.681946,72.66688,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219030846185984,,68,26.71838,61.24742
34,1.1738782515878041E-4,1635721458409799680,Gaia DR2 511264699246655488,511264699246655488,1605172732,2015.5,26.599082370454198,0.023145294630826797,61.25825402591786,0.029618616125593515,0.37676298986923723,0.0380166457392275,9.910474,-1.0230779082635562,0.03880022364630915,-0.21266989132326192,0.05931155975237562,-0.4517847,0.023702173,-0.62055206,0.35563087,0.15572117,0.34298798,-0.47470558,0.025247216,-0.10277553,-0.6070105,487,487,481,6,4.8024096,639.2713,0.0,0.0,31,true,106.33763,1.5819657577509465,0.0060876269444089266,-0.030521486,55,18,0.0448279,0,64,false,525,9248218.946632735,5027.317651696997,1839.5931,8.27322,57,4654123.163909318,5487.56442663182,848.1218,8.681793,57,6595137.435215947,7155.489467806749,921.6892,7.7138605,1.2163705,0,0.9679327,0.40857315,0.55935955,,,0,,,,NOT_AVAILABLE,129.4907838874582,-0.9116742959887633,51.7956181231163,45.955644441182855,100001,5363.3335,5350.0,5382.0,,,,,,,200111,59.871567,59.456978,60.17037,2672.238,2271.9658,3072.5103,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264699246655488,,70,26.59884,61.25824
35,1.1373296519449245E-4,1635721458409799680,Gaia DR2 511217828255340672,511217828255340672,8496997,2015.5,26.643889067663572,0.018599414896666992,61.26249708863497,0.022250927994810474,0.3551981012911438,0.032843269745570565,10.814943,-1.0423989181892086,0.0303657183231104,-0.1852887635079037,0.043689875736295715,-0.44714856,0.08967879,-0.57686216,0.3115309,-0.03337212,0.2754525,-0.33100253,-0.08301949,0.11534214,-0.5790062,511,511,501,10,8.604814,818.44495,0.0,0.0,31,false,248.28188,1.602407516392949,0.00482035989017139,-0.014003914,58,19,0.03439587,0,62,true,525,4362329.033186384,1181.0707658171575,3693.5374,9.089069,58,2302412.5130236084,2125.8173158826494,1083.0717,9.4459305,60,2959887.6676996797,2809.5304798582347,1053.5168,8.583732,1.2063051,0,0.8621988,0.3568611,0.5053377,,,0,,,,NOT_AVAILABLE,129.51094384843447,-0.9029655192620337,51.825367093325966,45.94827113045699,100001,5779.5,5543.0,6457.5176,,,,,,,200111,36.854076,29.521257,40.06603,1365.296,1168.9938,1561.5983,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217828255340672,,71,26.64367,61.26254
36,2.137766128812302E-4,1635721458409799680,Gaia DR2 511217832553148032,511217832553148032,889091406,2015.5,26.648059335029867,0.020635890491883555,61.26328292425941,0.026522328142647496,0.2737119954641397,0.03621829424833667,7.557286,-1.1578131347067546,0.03285381603590152,-0.33700965175099096,0.05080122260195844,-0.23497364,0.078892834,-0.6160663,0.17396271,-0.11073165,0.16971794,-0.48892766,-0.09662073,0.14809515,-0.45375744,415,415,408,7,6.6760163,622.90686,0.0,0.0,31,false,280.8657,1.595272498608839,0.006019500222588481,0.011668604,47,18,0.037587695,0,52,true,450,1662535.9598017186,6683.827358496935,248.74011,10.136438,44,856726.9354935697,7764.377462023335,110.34071,10.519282,47,1197292.9720784128,17656.429368038695,67.81059,9.566419,1.235474,0,0.9528637,0.38284397,0.5700197,,,0,,,,NOT_AVAILABLE,129.51273678803025,-0.9017722697031012,51.82842316056343,45.94792124027302,100001,5286.25,5066.84,5405.0,0.6658,0.236,1.938,0.418,0.1234,0.8982,200111,36.15638,34.585094,39.355553,919.71954,736.2933,1103.1458,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217832553148032,,72,26.64762,61.26325
37,1.2078049244978502E-4,1635721458409799680,Gaia DR2 511264694938474368,511264694938474368,721040138,2015.5,26.581681007059846,0.02119689182179585,61.2635774630391,0.02599191746698042,0.3431705435259316,0.03467786944211667,9.895952,-1.1592249632445955,0.03626419608652213,-0.17817993959235764,0.05153336483378365,-0.5080558,-0.114616394,-0.6141529,0.37764505,0.27913356,0.3235673,-0.3238627,0.08454079,-0.09358981,-0.6478561,466,466,434,32,16.013111,1088.5233,0.0,0.0,31,false,398.5533,1.6153135881796288,0.0050548908947605185,-0.07531893,54,17,0.04071688,0,61,false,493,494627.9597145455,650.5091413744956,760.3705,11.452669,53,263139.55896416755,897.2352792401069,293.2782,11.800922,54,333474.8258086821,1196.7922917213575,278.64053,10.954263,1.2061882,0,0.84665966,0.34825325,0.4984064,,,0,,,,NOT_AVAILABLE,129.48147991758944,-0.9082387651620933,51.78919553684836,45.96449944849863,100001,5753.6665,5653.0,6176.2095,,,,,,,200111,12.970865,11.256783,13.436939,166.11595,140.46916,191.76274,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264694938474368,,73,26.58145,61.26353
39,2.261075601017712E-4,1635721458409799680,Gaia DR2 511264939764819328,511264939764819328,1464501452,2015.5,26.52638902852013,0.018946722956709364,61.27525394589147,0.022264869858109736,0.3853644987486109,0.02973549971333668,12.959745,-1.0186130967017515,0.03223295996430825,-0.2000794305753276,0.04535185319856553,-0.4361975,0.00933644,-0.5957273,0.33259404,0.10541869,0.30570233,-0.3724294,0.0594115,-0.07822412,-0.57265925,490,490,460,30,14.593132,1051.2892,0.0,0.0,31,true,384.04855,1.5777252038348648,0.005114931294698999,-0.07112105,56,19,0.037111074,0,62,false,472,627731.9816601012,337.8655006346104,1857.9346,11.19393,51,313421.95597733074,466.9892643691668,671.15454,11.611065,47,453750.0418020022,304.1453165005917,1491.8856,10.619879,1.222133,1,0.99118614,0.41713524,0.5740509,,,0,,,,NOT_AVAILABLE,129.45303424277273,-0.9024252715870268,51.76494634099734,45.988137497261306,100002,5358.0,5339.0,5374.0,,,,,,,200111,15.285764,15.194879,15.394753,173.49216,151.96866,195.01566,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264939764819328,,75,26.52601,61.27512
40,1.0225049183501501E-4,1635721458409799680,Gaia DR2 511219378749345152,511219378749345152,1148072853,2015.5,26.640352625738107,0.01802530000256877,61.279916026028445,0.020289076440391605,0.3504299118663563,0.02878576793311825,12.173721,-1.1556335010284344,0.02797947533750934,-0.19428421449615907,0.03938383249907776,-0.40607378,0.21384133,-0.5700334,0.23795934,-0.055412654,0.23594691,-0.3699046,-0.09072628,0.054716922,-0.5243842,441,306,438,3,4.5279384,579.57306,0.0,1.4785736891062376E-15,31,false,180.28032,1.5955943404313078,0.004674152218609028,-0.03570795,50,19,0.03547964,0,55,true,447,134076.58171896037,41.021080948859925,3268.48,12.869984,51,70983.72860497377,102.82982640723908,690.3029,13.223491,46,93742.98865255942,53.50779073159471,1751.9503,12.332073,1.2286017,1,0.8914175,0.35350704,0.53791046,,,0,,,,NOT_AVAILABLE,129.50558822425074,-0.8863031928358608,51.836079934167515,45.96410910003082,100002,5447.84,5141.52,6123.207,2.0407,1.9246,2.2291,1.0215,0.9636,1.1231,200111,7.4743853,5.916519,8.391529,44.33462,37.810665,50.858578,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219378749345152,,76,26.64014,61.27992
41,1.0986222036528432E-4,1635721458409799680,Gaia DR2 511219340083826816,511219340083826816,1468824874,2015.5,26.674444350973253,0.017193352113490646,61.28716172273743,0.020523144261187544,0.2965244750910052,0.029043057121779913,10.209823,-0.951835614285125,0.028611113753119442,-0.2993589533015377,0.04090449550985635,-0.40646884,0.08372656,-0.5208008,0.25218832,-0.06762195,0.23101673,-0.3099563,-0.05589766,0.08087731,-0.5246084,465,403,454,11,2.9516633,542.63007,0.0,0.0,31,false,201.67178,1.6133718793083742,0.004737056046684978,-0.0109501,53,20,0.03420427,0,56,true,490,143689.20534885707,99.01474941548793,1451.19,12.794806,56,77063.57530372369,154.4234109420533,499.04074,13.134265,56,99061.59941477535,197.1639090437651,502.4327,12.272157,1.225737,0,0.86210823,0.33945942,0.5226488,,,0,,,,NOT_AVAILABLE,129.520058671696,-0.8757453535888848,51.861660544635185,45.96195849290713,100001,5756.25,5429.99,6298.527,,,,,,,200111,8.082864,6.7509766,9.083359,64.62251,53.94239,75.302635,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219340083826816,,78,26.67423,61.2872
42,2.2872851833412316E-4,1635721458409799680,Gaia DR2 511265141615069440,511265141615069440,1550196721,2015.5,26.52138329855163,0.03268518384868928,61.30763495142306,0.04142382340555832,0.3089258302784107,0.055973793521421705,5.5191154,-1.0579837962690286,0.05172413415120531,-0.20578762999517347,0.08045384944468453,0.059751157,0.008197869,-0.6025945,-0.04390683,0.038134407,-0.070769764,-0.42693675,0.11076206,-0.08148654,-0.30943877,211,211,209,2,3.8444142,291.07733,0.0,0.0,31,false,271.44284,1.589841296017957,0.0093243524689036,-0.040994056,25,12,0.050152853,0,26,true,197,1163752.993351995,274.7040569848928,4236.388,10.523714,24,592568.3133307392,577.3947504818179,1026.2793,10.919542,24,830279.0153663077,655.3892172713256,1266.8488,9.96386,1.2226369,0,0.95568275,0.39582825,0.5598545,,,0,,,,NOT_AVAILABLE,129.44387358791326,-0.8712738066927355,51.78585890532839,46.017177043846104,100001,5361.6665,5284.75,5454.0,,,,,,,200111,25.921017,25.050787,26.68104,500.2625,379.1239,621.4011,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265141615069440,,80,26.52096,61.30753
44,6.570090283851014E-5,1635721458409799680,Gaia DR2 511219962864843904,511219962864843904,794520045,2015.5,26.6987857972332,0.021453830725557236,61.335821422092195,0.02451071254733104,0.31177431104373693,0.0358698884953496,8.691812,-1.1164607598585712,0.03757557851557726,-0.23959061389381833,0.05061239865259935,-0.36465433,0.08086586,-0.41748124,0.16453628,-0.025202928,0.15277722,-0.25083908,-0.08521775,0.045572627,-0.5019135,500,500,457,43,22.494213,1520.2358,0.1089516838689951,6.367646316362986,31,false,61.270504,1.5428370019194042,0.00641607449838301,-0.005348451,56,20,0.0376195,0,62,false,473,600112.9224398888,344.2771009191774,1743.1102,11.242784,56,285269.01598914433,273.4225293155562,1043.3267,11.713252,56,454490.7828068641,249.89985785069388,1818.6917,10.618107,1.232701,1,1.0951452,0.47046852,0.6246767,,,0,,,,NOT_AVAILABLE,129.5211252759383,-0.8257136706831855,51.91192259037607,45.99779655090582,100002,4922.9136,4828.0,5027.86,,,,,,,200111,22.754723,21.81472,23.658186,273.98492,226.33952,321.63034,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219962864843904,,85,26.69865,61.33583
