i20171029csv_oid,dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,i20171029_oid,col1,col2
1,1.8656238987177097E-4,1635721458409799680,Gaia DR2 511219962864843136,511219962864843136,144994036,2015.5,26.692710856147738,0.018415518691589302,61.33715759399033,0.02469784623043645,0.4036339296833263,0.03468497185244812,11.637141,-0.9060705357321972,0.03331050049614325,-0.3722292399251748,0.05068784077461631,-0.34012505,0.12104379,-0.38133857,0.18905988,-0.08091629,0.12148347,-0.11873994,-0.12150977,0.19284642,-0.5314672,411,0,409,2,-1.5913203,359.8159,0.0,0.0,31,false,15.892291,1.4855589401750589,0.0055852949924834385,-0.011009354,46,19,0.05715102,0,54,false,424,13260.976648957383,4.587384286851595,2890.749,15.381927,50,5447.23858578943,16.709574211687897,325.99506,16.010946,45,11701.33309337377,18.097651202854557,646.5664,14.5913315,1.2931606,0,1.4196148,0.62901974,0.79059505,,,0,,,,NOT_AVAILABLE,129.51799337690542,-0.8250283839530201,51.909302333514994,46.000435338651926,100001,4414.657,4368.375,4542.1665,,,,,,,200111,3.5353467,3.3396418,3.6106565,4.2770734,3.4144273,5.1397195,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219962864843136,,1,26.69283,61.33698
2,2.0353623672887255E-4,1635721458409799680,Gaia DR2 511219962864843904,511219962864843904,794520045,2015.5,26.6987857972332,0.021453830725557236,61.335821422092195,0.02451071254733104,0.31177431104373693,0.0358698884953496,8.691812,-1.1164607598585712,0.03757557851557726,-0.23959061389381833,0.05061239865259935,-0.36465433,0.08086586,-0.41748124,0.16453628,-0.025202928,0.15277722,-0.25083908,-0.08521775,0.045572627,-0.5019135,500,500,457,43,22.494213,1520.2358,0.1089516838689951,6.367646316362986,31,false,61.270504,1.5428370019194042,0.00641607449838301,-0.005348451,56,20,0.0376195,0,62,false,473,600112.9224398888,344.2771009191774,1743.1102,11.242784,56,285269.01598914433,273.4225293155562,1043.3267,11.713252,56,454490.7828068641,249.89985785069388,1818.6917,10.618107,1.232701,1,1.0951452,0.47046852,0.6246767,,,0,,,,NOT_AVAILABLE,129.5211252759383,-0.8257136706831855,51.91192259037607,45.99779655090582,100002,4922.9136,4828.0,5027.86,,,,,,,200111,22.754723,21.81472,23.658186,273.98492,226.33952,321.63034,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219962864843904,,2,26.69893,61.33563
3,2.045704953422515E-4,1635721458409799680,Gaia DR2 511268719335906048,511268719335906048,233548974,2015.5,26.326105993182797,0.014906248148702643,61.32732156991438,0.01733960767873706,0.4488204181334529,0.024184381933572037,18.558275,2.3804859164094614,0.025652620136139958,-1.1263252829793913,0.03477818602854163,-0.39716288,-0.020454722,-0.57536155,0.31748122,0.039480574,0.262052,-0.2799401,-0.012474884,0.097836085,-0.5511276,473,0,471,2,5.682729,661.06366,0.13437434947335236,5.782122013232076,31,false,31.648256,1.3364265707979088,0.0038381013404200034,-0.054097548,54,19,0.04525173,0,57,false,495,59445.27146736338,11.481230764853862,5177.6045,13.753073,55,14443.81852174423,34.557991682382635,417.95886,14.952183,53,68656.92802019115,50.64157848556006,1355.7423,12.670209,1.397937,0,2.2819738,1.19911,1.0828638,,,0,,,,NOT_AVAILABLE,129.3480933164547,-0.8715867129800489,51.68451940810677,46.082177770426355,100001,4029.81,3486.0,4361.11,2.0533,1.9125,2.3781,1.0012,0.9425,1.1875,200111,8.967929,7.6571517,11.984131,19.108091,16.464294,21.751888,http://geadata.esac.esa.int/data-server/datalink/links?ID=511268719335906048,,3,26.32594,61.32751
5,1.684959017722075E-5,1635721458409799680,Gaia DR2 511265970556959488,511265970556959488,994498208,2015.5,26.473899433222655,0.02256547670772543,61.32057315260541,0.026981801278344077,0.2412314814628023,0.03832393234550813,6.294539,-1.0308296508324972,0.038293515177808254,-0.5580973673115592,0.054268380996619965,-0.5035723,-0.034469783,-0.6138782,0.3606648,0.09777715,0.35249788,-0.48297662,-0.056201916,0.04097882,-0.6388591,436,436,429,7,14.266974,988.75934,0.0,0.0,31,false,305.6429,1.6410121787785137,0.005862665316453161,-0.03609187,50,17,0.041967075,0,57,false,458,2031571.0747407256,648.022646503822,3135.031,9.918786,53,1178409.9299956933,629.0639757822111,1873.2751,10.173147,54,1246917.823748232,610.2987582745444,2043.127,9.5223255,1.1938188,0,0.6508217,0.25436115,0.39646053,,,0,,,,NOT_AVAILABLE,129.4188703457748,-0.863407332898642,51.767229101288336,46.03997166482548,100001,6394.5,6277.3975,6516.0,1.354,0.9813,1.6051,0.691,0.4807,0.7941,200111,29.954016,28.84736,31.082003,1351.5471,1033.5859,1669.5083,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265970556959488,,5,26.4739,61.32059
6,2.6405868377484292E-5,1635721458409799680,Gaia DR2 511265901837482368,511265901837482368,310163383,2015.5,26.508777059166576,0.02100525844910725,61.32046651031952,0.024639570910573845,0.3831790239649328,0.03252652408968847,11.780509,-1.0130311494804172,0.034378761707048684,1.3296754678717109,0.048636964263709434,-0.49892697,0.008024779,-0.63246614,0.37147164,-0.0075348224,0.3616773,-0.44430962,-0.021718942,0.031244406,-0.5837442,451,451,443,8,13.160889,953.28973,0.0,2.69615159965752E-15,31,false,310.71405,1.3391214462487568,0.005332710272543176,-0.02691822,51,19,0.039290413,0,54,false,470,224774.38740746974,53.29872259788629,4217.2563,12.308999,52,54415.22989195966,116.97333928163042,465.19345,13.512087,52,259004.86331724664,192.81969969472146,1343.249,11.22865,1.3943764,0,2.2834368,1.2030878,1.080349,-60.571670819639614,0.6002210116495273,21,5000.0,3.0,0.0,NOT_AVAILABLE,129.43526022839575,-0.8600003116345112,51.78784937662588,46.031296340642605,100001,4075.095,3774.98,4190.3647,1.4907,1.1779,1.795,0.6843,0.562,0.8731,200111,19.686506,18.618319,22.94113,96.29038,83.53987,109.04089,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265901837482368,,6,26.50882,61.32045
10,5.2707133973203586E-5,1635721458409799680,Gaia DR2 511265141615069440,511265141615069440,1550196721,2015.5,26.52138329855163,0.03268518384868928,61.30763495142306,0.04142382340555832,0.3089258302784107,0.055973793521421705,5.5191154,-1.0579837962690286,0.05172413415120531,-0.20578762999517347,0.08045384944468453,0.059751157,0.008197869,-0.6025945,-0.04390683,0.038134407,-0.070769764,-0.42693675,0.11076206,-0.08148654,-0.30943877,211,211,209,2,3.8444142,291.07733,0.0,0.0,31,false,271.44284,1.589841296017957,0.0093243524689036,-0.040994056,25,12,0.050152853,0,26,true,197,1163752.993351995,274.7040569848928,4236.388,10.523714,24,592568.3133307392,577.3947504818179,1026.2793,10.919542,24,830279.0153663077,655.3892172713256,1266.8488,9.96386,1.2226369,0,0.95568275,0.39582825,0.5598545,,,0,,,,NOT_AVAILABLE,129.44387358791326,-0.8712738066927355,51.78585890532839,46.017177043846104,100001,5361.6665,5284.75,5454.0,,,,,,,200111,25.921017,25.050787,26.68104,500.2625,379.1239,621.4011,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265141615069440,,10,26.52148,61.30761
12,2.1988231766177356E-4,1635721458409799680,Gaia DR2 511219413109065088,511219413109065088,853809616,2015.5,26.65612787574508,0.013500506857116604,61.29999683537797,0.015702336729356687,0.3416348185128273,0.023108099199285442,14.784203,-2.895885216438212,0.02262828228082819,-0.5348766258653068,0.0316937168606725,-0.39081275,0.03916094,-0.49761516,0.21670684,5.198393E-4,0.18440436,-0.22703034,-0.06358613,0.04275588,-0.52654546,477,0,477,0,3.3286471,581.06964,0.08256589786423828,2.0100760416877756,31,false,38.83926,1.3661497151841562,0.0037420566107034393,-0.032696515,54,20,0.04059922,0,59,false,504,42080.18204202214,7.967259123697769,5281.6387,14.128172,54,11804.330326776724,31.80022037367604,371.2028,15.171285,53,45768.91050163153,40.76317572871546,1122.8004,13.110494,1.3681794,1,2.060791,1.0431128,1.0176783,-50.65630426214934,2.681483186565624,9,4500.0,3.0,0.0,NOT_AVAILABLE,129.50873408207732,-0.8650718021507069,51.860227933276136,45.97748749729433,100002,4065.38,3646.0,4633.29,1.6205,1.3472,1.7921,0.784,0.673,0.863,200111,9.628873,7.4130807,11.971385,22.816559,18.801792,26.831326,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219413109065088,,12,26.6564,61.29982
13,7.302745971276283E-5,1635721458409799680,Gaia DR2 511265626959458176,511265626959458176,488175516,2015.5,26.38478603428753,0.01872636823192795,61.29429737976997,0.022157026064647537,0.9963037614025503,0.031218942270827003,31.913437,-0.23048860059845683,0.0326186141674117,0.8537610953312076,0.04614332885044813,-0.37759626,-0.04448512,-0.60080373,0.30458108,0.01964969,0.25779465,-0.3695258,0.08922758,-0.07796959,-0.56514704,448,367,435,13,4.0714474,559.99493,0.0,0.0,31,true,189.3615,1.4665190291423478,0.004845913483120959,-0.03778767,51,18,0.03892128,0,55,false,429,136968.31777127046,27.277070910949664,5021.372,12.846815,51,53356.33393713772,66.90180004049824,797.5321,13.533423,48,122186.25605670211,66.42236007818589,1839.535,12.044364,1.2816292,1,1.4890594,0.6866083,0.80245113,-29.720512029793316,4.178403171325141,15,6000.0,3.5,0.0,NOT_AVAILABLE,129.38251279722286,-0.898038889997288,51.69490423195929,46.03937345167554,100002,4459.5,4313.0,4768.75,,,,,,,200111,4.4677763,3.9071012,4.776446,7.1124997,6.739701,7.4852986,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265626959458176,,13,26.38477,61.29437
15,2.597065817283461E-4,1635721458409799680,Gaia DR2 511219378749345152,511219378749345152,1148072853,2015.5,26.640352625738107,0.01802530000256877,61.279916026028445,0.020289076440391605,0.3504299118663563,0.02878576793311825,12.173721,-1.1556335010284344,0.02797947533750934,-0.19428421449615907,0.03938383249907776,-0.40607378,0.21384133,-0.5700334,0.23795934,-0.055412654,0.23594691,-0.3699046,-0.09072628,0.054716922,-0.5243842,441,306,438,3,4.5279384,579.57306,0.0,1.4785736891062376E-15,31,false,180.28032,1.5955943404313078,0.004674152218609028,-0.03570795,50,19,0.03547964,0,55,true,447,134076.58171896037,41.021080948859925,3268.48,12.869984,51,70983.72860497377,102.82982640723908,690.3029,13.223491,46,93742.98865255942,53.50779073159471,1751.9503,12.332073,1.2286017,1,0.8914175,0.35350704,0.53791046,,,0,,,,NOT_AVAILABLE,129.50558822425074,-0.8863031928358608,51.836079934167515,45.96410910003082,100002,5447.84,5141.52,6123.207,2.0407,1.9246,2.2291,1.0215,0.9636,1.1231,200111,7.4743853,5.916519,8.391529,44.33462,37.810665,50.858578,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219378749345152,,16,26.64075,61.27974
16,5.7817371628451874E-5,1635721458409799680,Gaia DR2 511265317721942016,511265317721942016,1069314800,2015.5,26.42324717186638,0.017606803101748614,61.27542322343733,0.02081329756883805,0.37331563064728085,0.029061838076337235,12.845562,-2.3615600874633285,0.030966828092032037,0.19155497939956068,0.043024620036218424,-0.37310827,-0.067342535,-0.59287393,0.28916734,-0.046873864,0.2538024,-0.41199842,0.087588176,0.034762066,-0.57367635,468,0,463,5,0.2738253,465.66312,0.0,0.0,31,false,22.704355,1.5191005240863584,0.004561798716092891,0.013115859,53,18,0.053465433,0,56,false,481,18515.647320199296,4.286854077002774,4319.169,15.019519,50,7918.296316237517,11.704259402327349,676.5312,15.604809,50,15663.644279365748,15.521445560953563,1009.16144,14.274688,1.2736223,1,1.330121,0.58528996,0.7448311,,,0,,,,NOT_AVAILABLE,129.4045229762168,-0.912646244662502,51.70379865248805,46.01369148214134,100002,4805.4854,4579.0,5187.0,,,,,,,200111,3.5566719,3.052712,3.9172115,6.077589,4.9206047,7.2345734,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265317721942016,,18,26.42334,61.27546
