i20161219csv_oid,dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,i20161219_oid,col1,col2
1,2.7506486840579735E-4,1635721458409799680,Gaia DR2 511268719335906048,511268719335906048,233548974,2015.5,26.326105993182797,0.014906248148702643,61.32732156991438,0.01733960767873706,0.4488204181334529,0.024184381933572037,18.558275,2.3804859164094614,0.025652620136139958,-1.1263252829793913,0.03477818602854163,-0.39716288,-0.020454722,-0.57536155,0.31748122,0.039480574,0.262052,-0.2799401,-0.012474884,0.097836085,-0.5511276,473,0,471,2,5.682729,661.06366,0.13437434947335236,5.782122013232076,31,false,31.648256,1.3364265707979088,0.0038381013404200034,-0.054097548,54,19,0.04525173,0,57,false,495,59445.27146736338,11.481230764853862,5177.6045,13.753073,55,14443.81852174423,34.557991682382635,417.95886,14.952183,53,68656.92802019115,50.64157848556006,1355.7423,12.670209,1.397937,0,2.2819738,1.19911,1.0828638,,,0,,,,NOT_AVAILABLE,129.3480933164547,-0.8715867129800489,51.68451940810677,46.082177770426355,100001,4029.81,3486.0,4361.11,2.0533,1.9125,2.3781,1.0012,0.9425,1.1875,200111,8.967929,7.6571517,11.984131,19.108091,16.464294,21.751888,http://geadata.esac.esa.int/data-server/datalink/links?ID=511268719335906048,,3,26.32663,61.32721
2,2.0013404026426827E-4,1635721458409799680,Gaia DR2 511265901837482368,511265901837482368,310163383,2015.5,26.508777059166576,0.02100525844910725,61.32046651031952,0.024639570910573845,0.3831790239649328,0.03252652408968847,11.780509,-1.0130311494804172,0.034378761707048684,1.3296754678717109,0.048636964263709434,-0.49892697,0.008024779,-0.63246614,0.37147164,-0.0075348224,0.3616773,-0.44430962,-0.021718942,0.031244406,-0.5837442,451,451,443,8,13.160889,953.28973,0.0,2.69615159965752E-15,31,false,310.71405,1.3391214462487568,0.005332710272543176,-0.02691822,51,19,0.039290413,0,54,false,470,224774.38740746974,53.29872259788629,4217.2563,12.308999,52,54415.22989195966,116.97333928163042,465.19345,13.512087,52,259004.86331724664,192.81969969472146,1343.249,11.22865,1.3943764,0,2.2834368,1.2030878,1.080349,-60.571670819639614,0.6002210116495273,21,5000.0,3.0,0.0,NOT_AVAILABLE,129.43526022839575,-0.8600003116345112,51.78784937662588,46.031296340642605,100001,4075.095,3774.98,4190.3647,1.4907,1.1779,1.795,0.6843,0.562,0.8731,200111,19.686506,18.618319,22.94113,96.29038,83.53987,109.04089,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265901837482368,,5,26.50837,61.32051
3,7.47790939260779E-5,1635721458409799680,Gaia DR2 511265867477744640,511265867477744640,1362712474,2015.5,26.4701394648677,0.015693235162516028,61.31926779572727,0.018868594638908737,0.31086304640194035,0.024674520236921443,12.598545,-1.259138476712088,0.026346092019595254,-0.1482981329648873,0.036973014798623874,-0.5260523,0.12986262,-0.6700798,0.42649642,-0.17026049,0.412483,-0.55385584,-0.087780856,0.16307856,-0.64351475,425,0,425,0,-3.6723564,321.74417,0.0,0.0,31,false,60.912,1.607592430280615,0.00377951806379845,0.0035774128,48,18,0.05056006,0,52,false,426,48007.087362003804,18.727511555445673,2563.4526,13.985103,46,26652.64347279606,116.03345522550845,229.69792,14.287038,42,33053.181890510845,80.30552298178264,411.5929,13.463887,1.2436877,0,0.82315063,0.3019352,0.52121544,,,0,,,,NOT_AVAILABLE,129.4173791915427,-0.865061740269051,51.76403302397748,46.03977673977608,100001,5867.25,5549.6304,6300.6396,1.5237,1.1909,2.0051,0.835,0.6323,1.0311,200111,4.275882,3.7078793,4.7793274,19.520208,15.564098,23.476318,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265867477744640,,6,26.47018,61.31934
7,1.1946472059092083E-4,1635721458409799680,Gaia DR2 511265141615069440,511265141615069440,1550196721,2015.5,26.52138329855163,0.03268518384868928,61.30763495142306,0.04142382340555832,0.3089258302784107,0.055973793521421705,5.5191154,-1.0579837962690286,0.05172413415120531,-0.20578762999517347,0.08045384944468453,0.059751157,0.008197869,-0.6025945,-0.04390683,0.038134407,-0.070769764,-0.42693675,0.11076206,-0.08148654,-0.30943877,211,211,209,2,3.8444142,291.07733,0.0,0.0,31,false,271.44284,1.589841296017957,0.0093243524689036,-0.040994056,25,12,0.050152853,0,26,true,197,1163752.993351995,274.7040569848928,4236.388,10.523714,24,592568.3133307392,577.3947504818179,1026.2793,10.919542,24,830279.0153663077,655.3892172713256,1266.8488,9.96386,1.2226369,0,0.95568275,0.39582825,0.5598545,,,0,,,,NOT_AVAILABLE,129.44387358791326,-0.8712738066927355,51.78585890532839,46.017177043846104,100001,5361.6665,5284.75,5454.0,,,,,,,200111,25.921017,25.050787,26.68104,500.2625,379.1239,621.4011,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265141615069440,,10,26.52114,61.30766
8,2.3398122230686958E-4,1635721458409799680,Gaia DR2 511266314154346240,511266314154346240,976933926,2015.5,26.61589961468247,0.013417007760515732,61.30392754380624,0.015256684258624904,0.320158451737262,0.021810801092623698,14.678895,-1.026654263530097,0.02190878125600741,-0.29791069590378394,0.02986858987280928,-0.4860555,0.18783782,-0.53482497,0.28944847,-0.072493084,0.25974825,-0.28933528,-0.124256566,0.11630339,-0.5939742,440,0,437,3,-8.094544,234.63387,0.0,0.0,31,false,67.347275,1.5672157932014084,0.003640509621719338,-0.031368043,50,20,0.040570512,0,53,false,464,52163.880303775884,9.231868375532319,5650.414,13.894941,51,25877.98811242717,27.927873475365242,926.6007,14.319062,50,38915.30899179035,28.131793195487308,1383.3213,13.286619,1.2421104,0,1.032443,0.4241209,0.60832214,,,0,,,,NOT_AVAILABLE,129.48902025678638,-0.8653249534093659,51.83923750907805,45.99074938631499,100001,5186.875,5045.1,5445.0,,,,,,,200111,5.7309704,5.200486,6.057594,21.417767,17.556803,25.27873,http://geadata.esac.esa.int/data-server/datalink/links?ID=511266314154346240,,11,26.61543,61.30399
10,1.7407438065111927E-4,1635721458409799680,Gaia DR2 511265626959458176,511265626959458176,488175516,2015.5,26.38478603428753,0.01872636823192795,61.29429737976997,0.022157026064647537,0.9963037614025503,0.031218942270827003,31.913437,-0.23048860059845683,0.0326186141674117,0.8537610953312076,0.04614332885044813,-0.37759626,-0.04448512,-0.60080373,0.30458108,0.01964969,0.25779465,-0.3695258,0.08922758,-0.07796959,-0.56514704,448,367,435,13,4.0714474,559.99493,0.0,0.0,31,true,189.3615,1.4665190291423478,0.004845913483120959,-0.03778767,51,18,0.03892128,0,55,false,429,136968.31777127046,27.277070910949664,5021.372,12.846815,51,53356.33393713772,66.90180004049824,797.5321,13.533423,48,122186.25605670211,66.42236007818589,1839.535,12.044364,1.2816292,1,1.4890594,0.6866083,0.80245113,-29.720512029793316,4.178403171325141,15,6000.0,3.5,0.0,NOT_AVAILABLE,129.38251279722286,-0.898038889997288,51.69490423195929,46.03937345167554,100002,4459.5,4313.0,4768.75,,,,,,,200111,4.4677763,3.9071012,4.776446,7.1124997,6.739701,7.4852986,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265626959458176,,15,26.38514,61.29426
11,2.075288255526272E-4,1635721458409799680,Gaia DR2 511265420801154304,511265420801154304,795498549,2015.5,26.425095153735867,0.0182090832353246,61.28707411233264,0.020760102152344022,0.7918740226735397,0.02985976643518248,26.519766,1.7604016699805254,0.031304310205122754,-1.243084144796026,0.04355838425439756,-0.36066723,-0.049806174,-0.5848147,0.28056777,0.031822477,0.24239069,-0.35400936,0.049684707,-0.009841409,-0.53650236,457,0,456,1,10.886118,862.2876,0.18406885618554789,10.491453890553176,31,false,20.248297,1.5253530455312865,0.004532067837786441,-0.03782264,52,19,0.053030882,0,57,false,481,54875.305659649595,8.760122800745597,6264.2163,13.839923,51,24422.66060037301,27.719471842877116,881.0651,14.381906,49,44695.99734028922,35.926206265315095,1244.1057,13.136249,1.2595586,0,1.245657,0.54198265,0.7036743,,,0,,,,NOT_AVAILABLE,129.40295887124526,-0.9010666980540902,51.71350274865778,46.02323718969951,100001,4852.013,4620.04,5137.75,,,,,,,200111,2.8137474,2.5094764,3.1033986,3.9532363,3.5911295,4.3153434,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265420801154304,,17,26.42481,61.28723
12,2.387624579853353E-4,1635721458409799680,Gaia DR2 511264836685601152,511264836685601152,142735170,2015.5,26.611065722857536,0.01211405634307641,61.284924417436095,0.014238372831238954,0.32214051301051927,0.02003246667571129,16.080921,-1.0023298814802024,0.020269600583808715,-0.3587626581099305,0.02861821520438963,-0.43253216,0.10731611,-0.5103408,0.25708926,-0.03776479,0.23227894,-0.25534382,-0.051289756,0.03124589,-0.53628147,470,0,469,1,-5.947528,304.8747,0.0,0.0,31,false,60.26859,1.5957005763357717,0.0032663556274338157,-0.008389071,53,20,0.03852932,0,57,false,498,47205.59604178156,26.58883134923067,1775.392,14.003382,46,25103.988644813995,66.39990454641337,378.07266,14.352032,47,33167.900189139335,64.7546365941534,512.20886,13.460125,1.2344276,0,0.89190674,0.34864998,0.54325676,,,0,,,,NOT_AVAILABLE,129.49077277714113,-0.8843890236333548,51.822370485871325,45.97561194663213,100001,5457.8867,5333.1,5842.6,1.8343,1.6449,2.1971,0.9263,0.8252,1.1188,200111,4.804092,4.192258,5.031539,18.450806,15.334316,21.567295,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264836685601152,,18,26.61062,61.28503
14,2.541568742809286E-4,1635721458409799680,Gaia DR2 511219378749345152,511219378749345152,1148072853,2015.5,26.640352625738107,0.01802530000256877,61.279916026028445,0.020289076440391605,0.3504299118663563,0.02878576793311825,12.173721,-1.1556335010284344,0.02797947533750934,-0.19428421449615907,0.03938383249907776,-0.40607378,0.21384133,-0.5700334,0.23795934,-0.055412654,0.23594691,-0.3699046,-0.09072628,0.054716922,-0.5243842,441,306,438,3,4.5279384,579.57306,0.0,1.4785736891062376E-15,31,false,180.28032,1.5955943404313078,0.004674152218609028,-0.03570795,50,19,0.03547964,0,55,true,447,134076.58171896037,41.021080948859925,3268.48,12.869984,51,70983.72860497377,102.82982640723908,690.3029,13.223491,46,93742.98865255942,53.50779073159471,1751.9503,12.332073,1.2286017,1,0.8914175,0.35350704,0.53791046,,,0,,,,NOT_AVAILABLE,129.50558822425074,-0.8863031928358608,51.836079934167515,45.96410910003082,100002,5447.84,5141.52,6123.207,2.0407,1.9246,2.2291,1.0215,0.9636,1.1231,200111,7.4743853,5.916519,8.391529,44.33462,37.810665,50.858578,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219378749345152,,22,26.63987,61.28002
15,1.4942652010966145E-4,1635721458409799680,Gaia DR2 511264939764819328,511264939764819328,1464501452,2015.5,26.52638902852013,0.018946722956709364,61.27525394589147,0.022264869858109736,0.3853644987486109,0.02973549971333668,12.959745,-1.0186130967017515,0.03223295996430825,-0.2000794305753276,0.04535185319856553,-0.4361975,0.00933644,-0.5957273,0.33259404,0.10541869,0.30570233,-0.3724294,0.0594115,-0.07822412,-0.57265925,490,490,460,30,14.593132,1051.2892,0.0,0.0,31,true,384.04855,1.5777252038348648,0.005114931294698999,-0.07112105,56,19,0.037111074,0,62,false,472,627731.9816601012,337.8655006346104,1857.9346,11.19393,51,313421.95597733074,466.9892643691668,671.15454,11.611065,47,453750.0418020022,304.1453165005917,1491.8856,10.619879,1.222133,1,0.99118614,0.41713524,0.5740509,,,0,,,,NOT_AVAILABLE,129.45303424277273,-0.9024252715870268,51.76494634099734,45.988137497261306,100002,5358.0,5339.0,5374.0,,,,,,,200111,15.285764,15.194879,15.394753,173.49216,151.96866,195.01566,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264939764819328,,23,26.52617,61.27536
