v20151003csv_oid,dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,v20151003_oid,col1,col2
14,2.009986228892284E-4,1635721458409799680,Gaia DR2 511240097673017472,511240097673017472,868607408,2015.5,26.46648507509214,0.014498924731385717,61.14206211963812,0.016086410799149478,0.3229079082335537,0.022046242171722158,14.646846,-1.1127731232282774,0.024627403559449684,-0.1928890330546295,0.03361310658862453,-0.5452503,-0.04469655,-0.65685844,0.44161546,0.073385105,0.4060366,-0.4209724,0.11524253,-0.093644276,-0.66469604,508,9,505,3,-6.4420924,322.20007,0.0,0.0,31,false,50.85013,1.5936645903250406,0.0031992814749093605,-0.030693308,58,18,0.046728898,0,61,false,526,40586.53643659375,6.540250438042362,6205.655,14.167411,58,21823.34431212718,22.87243471302438,954.133,14.504085,55,28042.112789945146,20.396787884567814,1374.8298,13.642393,1.2286206,0,0.8616915,0.33667374,0.52501774,,,0,,,,NOT_AVAILABLE,129.4527775443277,-1.0387057680749447,51.6312657226884,45.88848909654559,100001,5601.0,5400.0,6098.895,,,,,,,200111,4.1906295,3.5343382,4.5084047,15.570967,12.794392,18.347542,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240097673017472,,21,26.46627,61.14189
15,2.570268858982128E-4,1635721458409799680,Gaia DR2 511193501560595328,511193501560595328,1516991283,2015.5,26.54630635156825,0.01775855858499671,61.14352473009762,0.019303929309347333,0.3320208332347551,0.02648129761859244,12.537937,-1.1167522626623714,0.02962274457657077,-0.11466082967673624,0.04045786090228659,-0.5095397,-0.0641892,-0.6890104,0.42361835,0.013832401,0.388834,-0.4262138,0.1042742,-0.033896916,-0.61629444,491,0,490,1,-2.4933355,410.81915,0.0,0.0,31,false,28.535471,1.595897896274404,0.004012760648486169,-0.032140423,57,18,0.053375512,0,61,true,504,23334.18070871421,5.201748466782522,4485.834,14.768384,53,13945.518238273864,243.41953426027428,57.290054,14.990301,58,17896.92593326389,174.4483933811709,102.59152,14.129973,1.3646266,0,0.8603277,0.22191715,0.63841057,,,0,,,,NOT_AVAILABLE,129.49014130145818,-1.0291851139239325,51.67989605755404,45.87004809648016,102001,5839.25,5367.7246,6527.767,,,,,,,200111,2.8199904,2.2564852,3.337193,8.329488,6.665553,9.9934225,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193501560595328,,22,26.54582,61.14342
16,1.8746760317590023E-4,1635721458409799680,Gaia DR2 511240097673016704,511240097673016704,1079289217,2015.5,26.470447518128584,0.013975675066002958,61.14505417886104,0.015660599294308856,0.17007305492332436,0.022536981673076613,7.546399,-1.0853535055536732,0.023625319600733576,-0.14533050160113936,0.032778863955002284,-0.4742316,-0.09462209,-0.6317344,0.38281697,0.12622531,0.32758483,-0.33202678,0.13621357,-0.09903851,-0.6294199,508,9,507,1,7.378469,773.07715,0.11104335703452031,4.722416569697598,31,false,48.077183,1.6302945577953143,0.003221762106326161,-0.051673435,58,18,0.04411215,0,61,false,532,98717.20060331954,32.714012153219905,3017.5815,13.202384,60,56911.88998408937,68.780749884682,827.4392,13.463381,59,64392.9483371559,61.06432324650806,1054.5101,12.739824,1.2288116,0,0.7235565,0.26099682,0.4625597,,,0,,,,NOT_AVAILABLE,129.45402100695634,-1.0353795428642658,51.63582550666396,45.89008167502705,100001,6207.25,6028.4,6712.5,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240097673016704,,23,26.47026,61.14489
17,8.718620286023497E-5,1635721458409799680,Gaia DR2 511216836128861696,511216836128861696,1618895987,2015.5,26.64152301250657,0.01826758111258159,61.15065238548707,0.021766487872333595,0.2752637954103827,0.031217711540217834,8.817552,-1.507812757292951,0.03200252901988491,0.3897521480938632,0.04600507203926328,-0.48695025,-0.11079868,-0.611676,0.37427738,0.1343547,0.35246557,-0.42397773,0.17883681,-0.12293034,-0.6388374,550,550,534,16,11.062962,975.6007,0.0,2.447284537706864E-15,31,false,302.83536,1.6073599475005917,0.0043976187641462565,-0.019462503,63,17,0.037602093,0,67,true,551,2017717.229177505,1017.6452663060196,1982.7314,9.926215,65,1086361.8041384404,1312.870572155665,827.4706,10.261452,61,1348398.2339102756,1903.392729399161,708.4183,9.437374,1.2066904,0,0.8240776,0.33523655,0.48884106,,,0,,,,NOT_AVAILABLE,129.53355205783632,-1.012507968447228,51.741847900886775,45.85270741401494,100001,5806.6665,5780.5,5833.0,,,,,,,200111,32.01504,31.726625,32.305542,1049.8092,861.5251,1238.0934,http://geadata.esac.esa.int/data-server/datalink/links?ID=511216836128861696,,25,26.64136,61.15069
19,1.4923047286897367E-4,1635721458409799680,Gaia DR2 511240475630136448,511240475630136448,126168812,2015.5,26.490418036464327,0.013547048924925333,61.153848281842855,0.015092480474404292,0.3058858736404323,0.022377034687134208,13.669634,-1.1452978871337283,0.02305511880918994,-0.20207702244919118,0.03186795891665524,-0.5663704,-0.008996636,-0.63236004,0.41527575,0.0017029344,0.382978,-0.37990046,0.10686687,-0.13601273,-0.6774356,486,0,482,4,-6.8318925,295.08682,0.0,0.0,31,false,87.85633,1.6119304322915355,0.002921191225826213,-0.050152246,56,17,0.04420016,0,61,false,508,69219.70099825211,12.08477445314057,5727.8438,13.587791,59,37802.81472819466,39.64132140874814,953.62146,13.9075775,54,46838.154071787096,28.352538523583508,1651.9916,13.085421,1.2227873,0,0.8221569,0.31978607,0.50237083,,,0,,,,NOT_AVAILABLE,129.46160098572142,-1.0247608266005441,51.65418506789177,45.89270868289892,100001,5779.0,5602.0,5841.25,,,,,,,200111,5.3918047,5.277497,5.737905,29.212843,23.600868,34.824818,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240475630136448,,28,26.49026,61.15372
20,8.345686013767416E-5,1635721458409799680,Gaia DR2 511193570280071040,511193570280071040,390305944,2015.5,26.532856989852032,0.020276562394870266,61.15532910572476,0.023120358265112998,0.3383027135053583,0.031674931086005796,10.680456,-1.0894156687349477,0.03369081084837799,-0.44861732031286117,0.04827900159585,-0.5232329,-0.04802466,-0.6563789,0.41063032,0.046224184,0.3866874,-0.41846713,0.052003406,0.005800004,-0.6230043,504,504,482,22,10.592618,883.67017,0.0,2.5666147450109E-15,31,false,370.11588,1.6306814774138676,0.00474884793071905,-0.041349344,57,18,0.03937951,0,60,false,496,370361.0633811285,126.38291681187665,2930.4678,11.766803,56,207787.89023420733,251.64723129794956,825.711,12.057338,55,242736.84276612787,159.79422027465841,1519.059,11.299081,1.2164474,0,0.7582569,0.29053497,0.46772194,,,0,,,,NOT_AVAILABLE,129.4813106275391,-1.0190114550566718,51.6805509151264,45.883511059312305,100001,5846.563,5500.0,6482.7646,,,,,,,200111,10.996424,8.944009,12.425886,127.29173,108.53551,146.04796,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193570280071040,,30,26.53276,61.15526
21,2.1165720419567482E-4,1635721458409799680,Gaia DR2 511240166392491008,511240166392491008,787239536,2015.5,26.443304038609213,0.017834449869112444,61.15580528975702,0.020088225842291026,0.2947726846139284,0.029235446888171847,10.082715,-1.3064001573679347,0.03093102092906742,-0.2140263405778495,0.04222406718728582,-0.42792693,-0.09461465,-0.612284,0.32383597,0.1586653,0.2921733,-0.36683643,0.168262,-0.13534392,-0.5978562,548,548,529,19,12.397569,1035.4808,0.0,0.0,31,true,375.93073,1.6176779676400428,0.004186048794201019,-0.045059934,62,18,0.035234813,0,66,false,547,337965.2686462054,470.61573637023923,718.1342,11.866185,58,191917.18738575358,663.0217373323327,289.45837,12.143603,54,219839.36015881383,970.7859786721197,226.45502,11.406656,1.2183398,0,0.73694706,0.27741814,0.45952892,,,0,,,,NOT_AVAILABLE,129.43896164671372,-1.0276072763727404,51.627561843491534,45.90602046633525,100001,6197.0,5897.62,6564.0,,,,,,,200111,10.662318,9.503366,11.772292,151.05112,126.82274,175.2795,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240166392491008,,31,26.44303,61.15564
22,1.0207258872244548E-4,1635721458409799680,Gaia DR2 511216114574344320,511216114574344320,497676562,2015.5,26.660422659930383,0.012652802025746828,61.15858779090759,0.014279582727786384,0.3064630073366667,0.019754670191873887,15.513446,-1.2084223159230176,0.021474139308169424,-0.26794662645101885,0.029978415890747956,-0.54861724,-0.04416991,-0.65400267,0.45111808,0.023661919,0.4137047,-0.42787436,0.10862066,-0.05116781,-0.6595627,501,0,501,0,-9.72013,248.1017,0.0,0.0,31,false,87.83064,1.6050299319234897,0.0030358267013654633,-0.03322673,57,18,0.04318581,0,59,true,518,68696.38413934993,9.811060001141827,7001.933,13.596031,58,37196.006127833825,44.289572787030366,839.8367,13.925147,57,47082.235368630856,29.14432812956634,1615.4854,13.079778,1.2268221,0,0.84536934,0.32911587,0.5162535,,,0,,,,NOT_AVAILABLE,129.5407797542557,-1.0028184499320418,51.758921051727235,45.85487697544766,100001,5610.1333,4987.3335,5818.0,2.105,1.741,2.304,1.0343,0.8693,1.1691,200111,5.723645,5.32196,7.2423954,29.237,24.09544,34.37856,http://geadata.esac.esa.int/data-server/datalink/links?ID=511216114574344320,,33,26.66023,61.15863
23,2.2536574469699455E-4,1635721458409799680,Gaia DR2 511216350786608000,511216350786608000,280834493,2015.5,26.740704252408538,0.017789193916135933,61.163090158961104,0.021353502169635073,0.33271900380157265,0.029760052969738014,11.180054,-1.1011916248859903,0.03074046082588548,-0.21187822144982044,0.04412339294910759,-0.43422884,0.016279902,-0.6002469,0.35202762,0.05705577,0.29692897,-0.32747963,0.067754865,-0.0067365705,-0.59990066,497,497,496,1,5.4879866,683.0054,0.0,2.5575063242845744E-15,31,false,316.9266,1.5982662508593,0.0046156164850230325,-0.014616822,57,19,0.035920016,0,60,false,512,231476.2736636657,48.005377971022234,4821.8823,12.2771,57,122697.21345089075,182.0909900936023,673.8236,12.629301,57,161805.1696307932,110.20005711479124,1468.2858,11.739439,1.2290779,0,0.88986206,0.35220146,0.5376606,,,0,,,,NOT_AVAILABLE,129.57766244914995,-0.9901733052080179,51.81003209737058,45.83899423349774,100001,5445.85,5114.66,5849.5,,,,,,,200111,10.352402,8.972944,11.736508,84.925804,72.716286,97.13532,http://geadata.esac.esa.int/data-server/datalink/links?ID=511216350786608000,,35,26.74026,61.16316
24,1.0018786215829293E-4,1635721458409799680,Gaia DR2 511216110268439552,511216110268439552,107041789,2015.5,26.661179244278074,0.01706930585574041,61.16201869920434,0.018814354838693113,0.3370613389791321,0.021511170327552735,15.66913,-1.044845143121731,0.025823005641475383,-0.02079710303500261,0.03445625020368711,-0.7386249,0.09547424,-0.7664397,0.59907126,-0.09927804,0.600137,-0.58582664,-0.034622975,0.08501708,-0.74937105,465,0,463,2,-6.129932,295.8993,0.0,0.0,31,false,101.94032,1.6003861045196894,0.0032372248645622455,-0.012157261,53,17,0.05317536,0,59,false,483,79939.30834981892,11.519974501546532,6939.1914,13.431465,50,42860.07565234232,57.98828212161006,739.11615,13.7712555,47,55384.213879804665,36.96208081977902,1498.4062,12.903455,1.228986,0,0.8678007,0.33979034,0.52801037,,,0,,,,NOT_AVAILABLE,129.54040778766318,-0.9993882894668386,51.76188606846534,45.857641033755485,100001,5726.81,5429.9004,6048.895,,,,,,,200111,5.363637,4.80765,5.966247,27.878191,23.150553,32.605827,http://geadata.esac.esa.int/data-server/datalink/links?ID=511216110268439552,,36,26.66099,61.16206
25,6.09291443788174E-5,1635721458409799680,Gaia DR2 511216870488584320,511216870488584320,803983585,2015.5,26.639214157377495,0.013173964145965722,61.1639987504232,0.015363161982965091,0.2818389526461275,0.02222355622278274,12.681992,-1.116074012188949,0.02343451776985111,-0.3915177284830742,0.03250801248149397,-0.4809312,-0.041023728,-0.5780631,0.35951474,0.046845026,0.31796378,-0.35678902,0.09514106,-0.03528175,-0.6378444,497,131,496,1,-2.9715965,403.05756,0.0,0.0,31,true,150.30681,1.6051615520051108,0.003136242785932555,-0.035679195,57,19,0.03870615,0,60,true,507,116523.11695501428,34.752952072078536,3352.8984,13.022335,53,62987.62663805426,87.0117105625454,723.89825,13.3532505,52,79867.94528958756,73.60901743255666,1085.0294,12.505989,1.2259848,0,0.8472614,0.33091545,0.516346,,,0,,,,NOT_AVAILABLE,129.52963305939687,-0.999701243357829,51.750256504399694,45.86475204987791,100001,5582.0,4674.5,5822.607,1.606,1.3715,2.01,0.808,0.6973,1.015,200111,8.197505,7.5340137,11.689368,58.778355,48.08548,69.47123,http://geadata.esac.esa.int/data-server/datalink/links?ID=511216870488584320,,37,26.63909,61.16401
