i20161021csv_oid,dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,i0161021_oid,col1,col2
1,9.795205083115816E-5,1635721458409799680,Gaia DR2 511265970556959488,511265970556959488,994498208,2015.5,26.473899433222655,0.02256547670772543,61.32057315260541,0.026981801278344077,0.2412314814628023,0.03832393234550813,6.294539,-1.0308296508324972,0.038293515177808254,-0.5580973673115592,0.054268380996619965,-0.5035723,-0.034469783,-0.6138782,0.3606648,0.09777715,0.35249788,-0.48297662,-0.056201916,0.04097882,-0.6388591,436,436,429,7,14.266974,988.75934,0.0,0.0,31,false,305.6429,1.6410121787785137,0.005862665316453161,-0.03609187,50,17,0.041967075,0,57,false,458,2031571.0747407256,648.022646503822,3135.031,9.918786,53,1178409.9299956933,629.0639757822111,1873.2751,10.173147,54,1246917.823748232,610.2987582745444,2043.127,9.5223255,1.1938188,0,0.6508217,0.25436115,0.39646053,,,0,,,,NOT_AVAILABLE,129.4188703457748,-0.863407332898642,51.767229101288336,46.03997166482548,100001,6394.5,6277.3975,6516.0,1.354,0.9813,1.6051,0.691,0.4807,0.7941,200111,29.954016,28.84736,31.082003,1351.5471,1033.5859,1669.5083,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265970556959488,,6,26.47393,61.32067
2,1.0812897934911978E-4,1635721458409799680,Gaia DR2 511265970556958080,511265970556958080,657288589,2015.5,26.465089231924747,0.019930251037209332,61.32428288371797,0.026181967313893925,0.5373397384400742,0.035437889297817916,15.16286,1.8445142550629239,0.03427066407572958,-1.9766468333083034,0.05306418781744143,-0.32988638,0.015367278,-0.5591052,0.1916747,0.039908648,0.22047003,-0.51973367,-0.11511984,0.09084272,-0.5181253,391,0,389,2,-2.4214334,320.13736,0.0,0.0,31,false,22.073515,1.4872325375038575,0.005487112329359595,-0.056846227,45,17,0.06127326,0,53,false,406,17907.974242730314,4.956024543680814,3613.3748,15.05575,43,7183.818144121351,12.181341740314874,589.7395,15.7105,44,15893.70715438914,17.837851989804623,891.01013,14.258857,1.2886732,0,1.451643,0.6547499,0.7968931,,,0,,,,NOT_AVAILABLE,129.41395872656042,-0.8606654000140334,51.764742373626724,46.04532491969244,100001,4404.81,4337.0,4599.61,,,,,,,200111,3.1066463,2.849077,3.2045522,3.2733097,2.7689362,3.7776833,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265970556958080,,7,26.46512,61.32439
3,3.751431972597321E-5,1635721458409799680,Gaia DR2 511265901837482368,511265901837482368,310163383,2015.5,26.508777059166576,0.02100525844910725,61.32046651031952,0.024639570910573845,0.3831790239649328,0.03252652408968847,11.780509,-1.0130311494804172,0.034378761707048684,1.3296754678717109,0.048636964263709434,-0.49892697,0.008024779,-0.63246614,0.37147164,-0.0075348224,0.3616773,-0.44430962,-0.021718942,0.031244406,-0.5837442,451,451,443,8,13.160889,953.28973,0.0,2.69615159965752E-15,31,false,310.71405,1.3391214462487568,0.005332710272543176,-0.02691822,51,19,0.039290413,0,54,false,470,224774.38740746974,53.29872259788629,4217.2563,12.308999,52,54415.22989195966,116.97333928163042,465.19345,13.512087,52,259004.86331724664,192.81969969472146,1343.249,11.22865,1.3943764,0,2.2834368,1.2030878,1.080349,-60.571670819639614,0.6002210116495273,21,5000.0,3.0,0.0,NOT_AVAILABLE,129.43526022839575,-0.8600003116345112,51.78784937662588,46.031296340642605,100001,4075.095,3774.98,4190.3647,1.4907,1.1779,1.795,0.6843,0.562,0.8731,200111,19.686506,18.618319,22.94113,96.29038,83.53987,109.04089,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265901837482368,,8,26.50885,61.32048
5,2.3109111258961542E-5,1635721458409799680,Gaia DR2 511265141615069440,511265141615069440,1550196721,2015.5,26.52138329855163,0.03268518384868928,61.30763495142306,0.04142382340555832,0.3089258302784107,0.055973793521421705,5.5191154,-1.0579837962690286,0.05172413415120531,-0.20578762999517347,0.08045384944468453,0.059751157,0.008197869,-0.6025945,-0.04390683,0.038134407,-0.070769764,-0.42693675,0.11076206,-0.08148654,-0.30943877,211,211,209,2,3.8444142,291.07733,0.0,0.0,31,false,271.44284,1.589841296017957,0.0093243524689036,-0.040994056,25,12,0.050152853,0,26,true,197,1163752.993351995,274.7040569848928,4236.388,10.523714,24,592568.3133307392,577.3947504818179,1026.2793,10.919542,24,830279.0153663077,655.3892172713256,1266.8488,9.96386,1.2226369,0,0.95568275,0.39582825,0.5598545,,,0,,,,NOT_AVAILABLE,129.44387358791326,-0.8712738066927355,51.78585890532839,46.017177043846104,100001,5361.6665,5284.75,5454.0,,,,,,,200111,25.921017,25.050787,26.68104,500.2625,379.1239,621.4011,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265141615069440,,12,26.52142,61.30762
6,1.6922905384530922E-4,1635721458409799680,Gaia DR2 511266314154346240,511266314154346240,976933926,2015.5,26.61589961468247,0.013417007760515732,61.30392754380624,0.015256684258624904,0.320158451737262,0.021810801092623698,14.678895,-1.026654263530097,0.02190878125600741,-0.29791069590378394,0.02986858987280928,-0.4860555,0.18783782,-0.53482497,0.28944847,-0.072493084,0.25974825,-0.28933528,-0.124256566,0.11630339,-0.5939742,440,0,437,3,-8.094544,234.63387,0.0,0.0,31,false,67.347275,1.5672157932014084,0.003640509621719338,-0.031368043,50,20,0.040570512,0,53,false,464,52163.880303775884,9.231868375532319,5650.414,13.894941,51,25877.98811242717,27.927873475365242,926.6007,14.319062,50,38915.30899179035,28.131793195487308,1383.3213,13.286619,1.2421104,0,1.032443,0.4241209,0.60832214,,,0,,,,NOT_AVAILABLE,129.48902025678638,-0.8653249534093659,51.83923750907805,45.99074938631499,100001,5186.875,5045.1,5445.0,,,,,,,200111,5.7309704,5.200486,6.057594,21.417767,17.556803,25.27873,http://geadata.esac.esa.int/data-server/datalink/links?ID=511266314154346240,,13,26.61585,61.30376
8,2.561716329340932E-4,1635721458409799680,Gaia DR2 511219413109065088,511219413109065088,853809616,2015.5,26.65612787574508,0.013500506857116604,61.29999683537797,0.015702336729356687,0.3416348185128273,0.023108099199285442,14.784203,-2.895885216438212,0.02262828228082819,-0.5348766258653068,0.0316937168606725,-0.39081275,0.03916094,-0.49761516,0.21670684,5.198393E-4,0.18440436,-0.22703034,-0.06358613,0.04275588,-0.52654546,477,0,477,0,3.3286471,581.06964,0.08256589786423828,2.0100760416877756,31,false,38.83926,1.3661497151841562,0.0037420566107034393,-0.032696515,54,20,0.04059922,0,59,false,504,42080.18204202214,7.967259123697769,5281.6387,14.128172,54,11804.330326776724,31.80022037367604,371.2028,15.171285,53,45768.91050163153,40.76317572871546,1122.8004,13.110494,1.3681794,1,2.060791,1.0431128,1.0176783,-50.65630426214934,2.681483186565624,9,4500.0,3.0,0.0,NOT_AVAILABLE,129.50873408207732,-0.8650718021507069,51.860227933276136,45.97748749729433,100002,4065.38,3646.0,4633.29,1.6205,1.3472,1.7921,0.784,0.673,0.863,200111,9.628873,7.4130807,11.971385,22.816559,18.801792,26.831326,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219413109065088,,15,26.65588,61.29977
9,7.484082220479758E-5,1635721458409799680,Gaia DR2 511265077203767552,511265077203767552,1310144823,2015.5,26.54580819452054,0.02653510067976256,61.297248702718115,0.0307969810029287,0.9610830902455436,0.04411698524987916,21.784878,-0.8132090500826852,0.046423172542920166,3.305615894390794,0.06356681260490289,-0.43274772,0.045390673,-0.50049573,0.26020268,0.07483465,0.22995576,-0.31014925,-0.024306104,0.008285316,-0.61094046,396,0,394,2,8.974735,695.883,0.22508200759018562,8.468176759244518,31,false,10.070968,1.4148280110760938,0.007476607031211204,-0.08310768,45,19,0.07245438,0,50,false,418,17225.931487183767,5.78732507499482,2976.493,15.097909,47,5187.460043761013,11.096312166580002,467.49405,16.064001,45,18159.01627566584,27.75954384950735,654.154,14.114189,1.35531,1,1.9498119,0.9660921,0.9837198,,,0,,,,NOT_AVAILABLE,129.4575265388819,-0.8789596498013734,51.79269786140303,46.002248206503246,100002,3945.58,3795.5,4722.29,2.429,2.0439,2.8411,1.2047,0.993,1.4621,200111,2.4146535,1.6856649,2.6093874,1.2730569,1.1420867,1.404027,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265077203767552,,16,26.54587,61.29718
10,7.741227889096117E-5,1635721458409799680,Gaia DR2 511264905405075584,511264905405075584,920734011,2015.5,26.563256986087755,0.015011298136742462,61.29706460494405,0.01756699241607028,0.32924451868898896,0.02335588782009166,14.096853,-0.9975493103846129,0.024475988595136108,-0.11128607575559493,0.034967148904823143,-0.49702704,0.03410512,-0.6074216,0.35993022,0.049710784,0.3431821,-0.3935068,0.010814924,-0.038109314,-0.59699535,453,0,453,0,-6.694894,275.51352,0.0,0.0,31,false,41.205025,1.5823019502655102,0.003915331972458435,-0.03751793,52,19,0.046603918,0,57,false,479,32643.876181023894,6.375637194944843,5120.096,14.403861,54,16577.37194651894,20.47110196016372,809.7938,14.802599,53,23771.704182923735,24.026054775207665,989.4136,13.821769,1.2360381,0,0.9808302,0.3987379,0.5820923,,,0,,,,NOT_AVAILABLE,129.46575819413204,-0.8773736523569192,51.80292301809588,45.997797680149056,100001,5276.42,5126.515,5398.8066,,,,,,,200111,4.2305818,4.040948,4.4816127,12.498341,10.199028,14.797653,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264905405075584,,17,26.5633,61.29699
11,2.4328392414433949E-4,1635721458409799680,Gaia DR2 511219413109069312,511219413109069312,439946263,2015.5,26.657797294973815,0.01155159747473758,61.29508741437294,0.013616479699611894,0.3170974323379467,0.019793632044664475,16.020174,-1.0172319786930537,0.01900037347600929,0.12144362549582073,0.02729250876078445,-0.3977327,0.02640524,-0.52362967,0.20756085,0.04342445,0.17657553,-0.22697787,-0.063577905,0.06702837,-0.5328779,495,0,494,1,-7.7097626,284.8834,0.0,0.0,31,false,68.93274,1.5785446144236142,0.0030379694759388887,-0.030583022,56,20,0.036494806,0,60,false,520,54074.91371776509,8.668009599240516,6238.4463,13.855876,59,27796.776591694637,30.84091316770873,901.29553,14.241402,57,38989.5023012754,35.039133559325194,1112.7416,13.284551,1.2350695,1,0.956851,0.3855257,0.5713253,,,0,,,,NOT_AVAILABLE,129.5105599392871,-0.8696991381624176,51.857605685258086,45.97285887473923,100002,5223.5,5038.0,5389.0,,,,,,,200111,5.7918386,5.4415584,6.2262034,22.499557,18.67037,26.328745,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219413109069312,,18,26.65757,61.29487
12,1.9437563296213891E-4,1635721458409799680,Gaia DR2 511265626959458176,511265626959458176,488175516,2015.5,26.38478603428753,0.01872636823192795,61.29429737976997,0.022157026064647537,0.9963037614025503,0.031218942270827003,31.913437,-0.23048860059845683,0.0326186141674117,0.8537610953312076,0.04614332885044813,-0.37759626,-0.04448512,-0.60080373,0.30458108,0.01964969,0.25779465,-0.3695258,0.08922758,-0.07796959,-0.56514704,448,367,435,13,4.0714474,559.99493,0.0,0.0,31,true,189.3615,1.4665190291423478,0.004845913483120959,-0.03778767,51,18,0.03892128,0,55,false,429,136968.31777127046,27.277070910949664,5021.372,12.846815,51,53356.33393713772,66.90180004049824,797.5321,13.533423,48,122186.25605670211,66.42236007818589,1839.535,12.044364,1.2816292,1,1.4890594,0.6866083,0.80245113,-29.720512029793316,4.178403171325141,15,6000.0,3.5,0.0,NOT_AVAILABLE,129.38251279722286,-0.898038889997288,51.69490423195929,46.03937345167554,100002,4459.5,4313.0,4768.75,,,,,,,200111,4.4677763,3.9071012,4.776446,7.1124997,6.739701,7.4852986,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265626959458176,,19,26.3846,61.29447
