410.539	5.026
750.948	22.341
865.066	37.189
269.032	44.874
682.617	46.989
848.045	97.088
288.76	140.652
476.559	146.698
307.304	162.853
64.336	181.375
461.34	192.679
553.508	197.026
660.716	204.757
261.434	227.631
364.772	226.931
414.957	228.502
862.509	274.283
170.614	278.421
321.956	281.635
677.411	301.857
471.922	305.864
418.028	312.497
537.911	312.085
399.791	316.39
382.736	323.092
442.186	323.328
481.339	345.693
660.7	345.897
495.707	347.34
516.704	349.198
528.92	349.345
475.224	352.955
530.268	355.124
474.069	365.379
572.419	369.088
241.954	369.625
487.396	370.486
576.798	370.481
502.704	372.269
431.812	373.262
342.573	373.602
525.645	375.854
551.887	376.534
558.316	377.92
526.552	386.189
539.021	389.123
511.625	389.237
571.92	390.183
503.001	392.2
432.208	393.708
494.807	395.656
519.248	399.645
542.741	401.313
463.337	403.299
446.131	406.064
438.32	410.846
518.725	411.57
411.963	414.467
575.228	416.723
646.658	417.414
464.843	427.632
390.149	433.878
537.061	441.194
764.125	440.909
550.69	442.35
581.47	448.897
763.616	448.127
582.498	452.022
593.464	452.985
262.613	457.068
569.398	456.65
318.596	458.613
491.222	460.696
543.811	467.806
495.403	470.388
475.331	472.256
486.655	472.675
606.91	473.523
472.923	485.62
573.639	487.94
569.234	491.77
415.426	495.479
436.011	495.755
617.273	509.378
272.77	525.874
491.786	538.809
353.201	548.055
27.697	554.9
674.912	566.523
678.748	574.174
325.451	576.199
233.305	579.092
556.237	578.755
549.295	586.134
551.608	595.954
688.777	611.634
815.719	649.316
630.341	652.205
623.166	681.459
377.367	703.951
695.49	751.902
355.989	769.441
65.222	828.231
141.327	835.493
139.624	839.657
669.692	863.913
581.422	901.037
337.221	921.835
132.975	958.264
644.121	959.844
674.204	301.892
520.923	355.253
464.657	443.931
389.529	454.702
674.979	577.705
400.373	313.11
510.053	436.568
523.893	532.545
627.215	652.649
578.382	448.165
335.815	925.041
672.134	569.967
