154.51	18.203
377.898	56.132
718.131	73.772
832.235	88.665
236.5	95.915
649.757	98.398
815.086	148.622
256.077	191.683
443.742	197.923
274.615	213.9
31.765	232.12
428.5	243.883
520.579	248.37
627.766	256.189
331.984	278.052
228.528	278.574
382.108	279.647
829.417	325.703
137.986	329.44
289.192	332.785
642.205	351.888
439.047	357.126
504.989	363.417
367.665	367.626
349.859	374.278
409.282	374.557
448.379	396.981
627.574	397.268
948.234	398.087
462.733	398.605
483.776	400.683
495.94	400.728
442.258	404.178
487.913	406.276
497.226	406.359
441.062	420.449
539.327	420.401
209.174	420.744
454.435	421.679
543.698	421.8
469.719	423.538
309.681	424.791
398.85	424.464
492.6	427.179
518.888	427.853
524.726	429.089
493.518	437.482
478.609	440.505
538.83	441.509
505.065	442.372
470.035	443.441
399.222	444.926
461.772	446.97
486.197	450.934
509.695	452.614
430.355	454.499
413.135	457.309
405.315	462.07
485.647	462.916
378.925	465.646
542.094	468.041
613.568	468.723
431.785	478.919
357.161	485.074
503.742	492.716
517.586	493.695
431.582	494.95
730.226	499.496
546.201	501.358
550.378	503.129
560.199	504.265
357.264	505.075
229.694	508.155
536.219	507.972
285.622	509.773
458.114	512.034
510.621	519.193
462.332	521.657
442.269	523.479
453.601	523.951
573.712	524.899
439.791	536.946
540.401	539.244
536.168	542.908
382.39	546.727
402.963	546.992
584.074	560.649
239.799	576.962
458.573	590.1
320.132	599.223
638.912	619.724
645.638	621.554
638.969	626.048
292.394	627.375
200.34	630.185
515.942	637.438
655.251	662.979
782.063	700.75
595.885	704.078
589.834	732.738
344.06	755.085
938.177	812.825
322.8	820.551
32.073	879.151
108.025	886.784
106.487	890.519
635.974	915.022
548.025	952.348
303.296	974.712
398.494	974.925
503.815	489.539
440.376	416.768
365.88	364.1
369.172	364.143
