443.391	15.826
356.121	52.999
668.545	145.758
55.673	155.695
647.45	210.913
402.421	234.139
396.25	262.608
210.747	266.406
337.104	303.567
791.651	334.732
699.56	338.035
347.225	341.573
671.894	366.023
408.233	405.28
451.819	426.403
552.36	428.636
549.996	441.905
529.944	443.776
481.62	446.593
635.705	459.609
474.789	471.819
488.926	473.637
379.085	496.925
586.927	503.131
579.249	508.026
482.732	512.763
506.172	514.527
530.597	518.552
593.036	520.315
453.673	523.877
498.934	527.894
473.597	537.727
499.931	538.247
682.899	540.232
522.735	541.746
551.284	547.218
504.41	559.122
550.259	561.146
45.745	567.807
365.004	568.261
544.007	568.309
625.059	599.363
553.369	608.194
349.695	612.712
703.48	632.39
855.237	635.489
164.074	639.944
610.66	685.699
660.942	687.058
764.382	686.529
365.028	709.241
564.184	721.406
718.454	751.405
757.174	869.784
161.276	876.83
275.068	891.743
615.356	909.64
839.883	947.893
352.795	346.635
445.834	462.203
443.499	465.976
350.168	338.347
472.19	717.074
353.836	343.076
533.462	375.678
343.333	867.2
353.836	339.583
