902.811	31.546
854.949	33.056
75.256	74.695
937.026	84.65
481.265	105.015
137.013	111.559
840.184	139.85
246.909	156.023
509.596	164.153
719.849	180.135
180.731	190.259
813.262	220.498
205.861	226.95
850.66	256.866
295.54	259.838
709.679	268.063
439.423	286.184
775.031	290.961
521.493	313.869
350.286	323.669
185.35	325.297
683.264	346.853
933.181	355.678
644.865	367.196
792.646	367.841
567.338	381.847
649.313	403.204
857.16	408.837
685.371	415.381
482.542	428.182
950.973	440.955
211.767	446.949
355.255	447.556
709.18	455.809
902.11	465.011
747.997	469.225
408.718	472.554
651.329	479.626
979.295	482.653
713.499	492.595
48.396	497.011
825.883	498.475
426.883	503.293
833.889	502.962
688.758	504.764
547.923	509.684
708.649	509.786
729.637	519.225
594.011	528.575
508.883	528.756
794.622	533.398
520.497	534.767
721.248	536.497
667.593	549.665
87.775	551.896
727.082	555.476
733.113	557.125
849.044	563.936
486.268	566.993
745.137	584.557
274.112	587.437
680.072	588.166
463.235	596.841
778.227	600.418
427.595	604.596
457.575	604.04
136.947	605.623
702.3	619.934
721.476	628.798
801.72	628.589
786.92	630.17
554.553	634.782
497.053	639.383
541.18	643.427
95.926	646.06
453.025	648.116
18.704	651.572
943.308	652.316
659.194	656.269
740.468	657.588
887.164	661.309
150.218	664.523
401.44	665.942
407.563	672.08
529.202	674.042
253.449	680.166
541.227	687.146
906.539	688.342
593.21	691.861
805.795	694.673
805.168	724.967
901.609	735.285
496.766	742.009
329.973	746.344
459.231	752.779
784.826	760.501
790.839	766.826
692.133	768.384
628.723	772.83
740.505	776.121
878.971	781.838
366.382	789.772
911.698	799.766
249.113	801.842
293.127	804.841
717.162	813.86
640.841	815.611
861.481	825.876
835.722	826.064
776.416	828.358
1003.655	831.011
825.631	837.219
119.233	848.383
824.061	853.229
142.926	866.318
338.06	868.68
538.751	869.878
443.705	877.193
240.761	887.205
399.062	918.344
691.338	936.222
522.685	941.366
396.941	946.356
389.654	956.785
258.176	974.567
328.708	976.025
84.428	986.745
584.584	986.96
716.423	994.91
1014.718	1001.876
343.175	1018.948
61.419	1019.09
404.285	104.998
788.283	639.114
801.924	656.143
852.099	874.59
783.547	370.353
686.035	393.929
508.787	532.286
782.304	890.331
427.52	500.273
508.51	534.765
