157.6	19.0
381.022	57.016
721.157	74.583
835.264	89.457
277.727	214.759
431.616	244.692
630.823	256.979
231.788	279.409
335.08	278.875
385.209	280.428
832.463	326.551
141.09	330.208
292.293	333.586
646.114	353.451
442.111	357.88
370.508	366.545
451.427	397.776
630.699	398.066
951.395	399.103
445.343	404.939
490.967	407.009
444.075	418.875
472.78	424.288
312.764	425.498
495.689	427.92
521.942	428.607
496.581	438.244
541.902	442.27
402.318	445.662
464.835	447.7
489.265	451.676
512.751	453.388
416.233	458.04
408.447	462.833
616.66	469.579
506.456	492.614
520.664	494.471
551.015	504.889
359.551	506.255
513.746	519.955
465.385	522.43
445.351	524.299
442.898	537.693
543.544	540.088
323.273	600.006
641.73	625.141
295.505	628.12
203.489	630.939
658.431	663.875
599.038	704.932
592.977	733.563
347.263	755.912
941.543	813.97
325.91	821.332
639.122	916.204
551.304	953.249
306.874	976.091
649.072	623.04
550.275	500.257
645.724	620.093
