source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val
5.11194E+17,26.57020014,0.024772213,61.16579091,0.029763618,0.328457145,0.041517774,7.9112415,15.910198,1.14927,,,NOT_AVAILABLE,4964,
5.11192E+17,26.69619955,0.087211445,61.09862912,0.093962511,1.966933001,0.132723806,14.819745,18.00953,2.5753632,,,NOT_AVAILABLE,,
5.11194E+17,26.5691314,0.015388449,61.16303401,0.017985551,0.287795916,0.025777058,11.164808,14.44214,0.98020554,,,NOT_AVAILABLE,5344.75,2.137
5.11192E+17,26.65739879,0.134499546,61.06190095,0.132894298,1.39697144,0.192948744,7.2401166,18.648693,2.5869503,,,NOT_AVAILABLE,,
5.11193E+17,26.56455769,0.033610663,61.13653008,0.039035428,0.314240987,0.051770202,6.06992,16.260838,1.3748169,,,NOT_AVAILABLE,4965.5864,
5.11194E+17,26.56506011,0.027288842,61.15117704,0.03140594,0.36883465,0.042035485,8.774364,15.548967,0.96508026,,,NOT_AVAILABLE,5341.375,
5.11192E+17,26.44719024,0.055111204,61.08707981,0.061735595,0.645194555,0.091950872,7.0167313,17.498396,1.7316837,,,NOT_AVAILABLE,,
5.11191E+17,26.44994697,0.014899228,61.02791384,0.017835822,0.320916142,0.026416976,12.148103,14.72273,0.8668642,,,NOT_AVAILABLE,5745,1.88
5.11193E+17,26.5929779,0.052760417,61.15560576,0.058903345,0.469832608,0.080357173,5.8468037,17.00498,1.5443115,,,NOT_AVAILABLE,4408,1.688
5.11193E+17,26.4841025,0.033358054,61.11681497,0.037925126,0.350022398,0.055199697,6.34102,16.636227,1.3090363,,,NOT_AVAILABLE,4815.3735,
5.1119E+17,26.54586736,0.03668372,61.0273933,0.041403299,0.410132299,0.062475183,6.5647235,16.753424,1.320427,,,NOT_AVAILABLE,4845.205,
5.11192E+17,26.63518502,0.625790917,61.0645779,0.708114958,5.541124672,1.050389209,5.275306,19.264273,1.7725258,,,NOT_AVAILABLE,,
5.11191E+17,26.42567817,0.029983119,61.06103515,0.033306455,0.3602683,0.049321773,7.304447,16.414814,1.4465609,,,NOT_AVAILABLE,4410,
5.11193E+17,26.52841324,0.104304377,61.13794311,0.106633226,0.824025737,0.152645964,5.3982806,18.312138,1.8242893,,,NOT_AVAILABLE,,
5.11194E+17,26.52548188,0.04608951,61.14127482,0.05025626,0.436731008,0.073838448,5.914683,16.979464,1.3674507,,,NOT_AVAILABLE,4493,1.494
5.11189E+17,26.72566578,0.021793113,61.07597435,0.025452936,0.284459425,0.034537023,8.236362,15.42874,1.0011415,,,NOT_AVAILABLE,5195,
5.11193E+17,26.57385814,0.102798225,61.0878706,0.103439977,1.868848889,0.150200873,12.44233,18.231853,2.3511543,,,NOT_AVAILABLE,,
5.11194E+17,26.54630635,0.017758559,61.14352473,0.019303929,0.332020833,0.026481298,12.537937,14.768384,0.8603277,,,NOT_AVAILABLE,5839.25,
5.11191E+17,26.52464366,0.048871878,61.04287655,0.057088279,0.419779652,0.081552747,5.1473393,17.2314,1.4076519,,,NOT_AVAILABLE,,
5.11193E+17,26.51418531,0.013662757,61.09828304,0.015703682,0.336887379,0.024106411,13.975012,14.415521,1.8975897,,,NOT_AVAILABLE,3880.9133,1.385
5.11191E+17,26.53937368,0.010571731,61.03807376,0.013478287,0.408866321,0.020118154,20.323252,13.126612,0.75236607,,,NOT_AVAILABLE,5765.725,
5.11191E+17,26.41156443,0.018110677,61.03966497,0.020388819,0.367342802,0.029188006,12.5854025,7.0787077,2.5723548,-48.57642524,0.321965232,NOT_AVAILABLE,3766.855,0.959
5.11191E+17,26.52905925,0.014436964,61.03596271,0.016942606,2.631190177,0.025368028,103.72072,14.833353,1.5436974,,,NOT_AVAILABLE,4328,0.594
