26.31984,61.12341,-0.7452,0.2506,-0.5285,0.2547,0.9135,0.252,107.6716,7.9016
26.44558,61.12356,-0.0312,0.0722,-0.0051,0.0722,0.0316,0.0722,94.6553,65.4793
26.74349,61.12692,-3.0488,0.1618,-2.6073,0.163,4.0116,0.1623,110.2688,1.159
26.55289,61.13036,-3.1042,0.0625,-1.851,0.0628,3.6141,0.0626,105.4034,0.4962
26.61145,61.1286,-2.5767,0.0512,-1.4236,0.0514,2.9438,0.0513,104.46,0.499
26.33009,61.13036,-1.2387,0.1254,-0.6387,0.1262,1.3937,0.1255,103.6375,2.5805
26.43909,61.13271,-1.2085,0.2786,-1.1026,0.2789,1.6359,0.2787,111.1889,4.8813
26.40774,61.13304,-3.0789,0.1219,-0.674,0.1221,3.1518,0.1219,96.1738,1.1078
26.46631,61.13687,-3.5286,0.3389,-1.7139,0.3432,3.9228,0.3398,102.9535,2.4813
26.6005,61.1412,-2.2964,0.1679,-1.8776,0.1699,2.9663,0.1687,109.6353,1.6297
26.47055,61.14511,-3.3694,0.3092,-1.3362,0.311,3.6247,0.3095,100.8162,2.446
26.64092,61.15098,-3.4304,0.0301,-1.6779,0.0302,3.8187,0.0301,103.0321,0.226
26.39995,61.1518,-2.9149,0.3067,-1.0248,0.31,3.0898,0.3071,99.6854,2.8473
26.53278,61.15549,-3.676,0.1114,-2.2729,0.1122,4.3219,0.1117,105.8642,0.7401
26.44344,61.15582,-2.4881,0.0994,-0.8852,0.0997,2.6409,0.0994,99.7917,1.0783
26.34563,61.16014,-3.085,0.1869,-0.9354,0.188,3.2237,0.187,98.4335,1.6618
26.73938,61.16347,-2.9575,0.1242,-2.4375,0.1254,3.8325,0.1247,109.7473,0.9321
26.66045,61.16233,-3.5373,0.3364,-1.2241,0.3399,3.7431,0.3368,99.5439,2.5778
26.63863,61.16427,-3.3798,0.2839,-2.2391,0.2854,4.0542,0.2844,106.7625,2.0094
26.66495,61.16471,-3.3722,0.1535,-1.5904,0.1537,3.7284,0.1536,102.6245,1.18
26.67642,61.16473,-3.0906,0.2799,-1.7612,0.2816,3.5572,0.2804,104.8383,2.2578
26.57839,61.16708,-3.6191,0.317,-2.366,0.3182,4.3239,0.3174,106.5878,2.1029
26.61233,61.16743,-3.3911,0.0402,-1.5601,0.0403,3.7328,0.0402,102.3525,0.3083
26.42344,61.16956,-3.318,0.2233,-1.1597,0.2248,3.5148,0.2235,99.6328,1.8214
26.4038,61.17019,-2.9443,0.3418,-1.3158,0.3444,3.225,0.3422,102.04,3.0401
26.45614,61.17278,-3.1617,0.2138,-1.9855,0.2156,3.7334,0.2143,106.0644,1.6445
26.62281,61.17549,-3.3594,0.2187,-1.6766,0.2201,3.7545,0.219,103.2613,1.6711
26.57307,61.17629,-3.2506,0.1363,-2.2094,0.1372,3.9304,0.1366,107.1016,0.9958
26.64524,61.17744,-3.4543,0.1915,-1.4213,0.1925,3.7353,0.1917,101.1822,1.4701
26.64262,61.17875,-3.6255,0.2273,-2.2948,0.2286,4.2907,0.2277,106.1659,1.5202
26.4976,61.18072,-3.4512,0.2914,-2.4611,0.2927,4.2389,0.2919,107.7466,1.9725
26.43992,61.18212,-3.3866,0.1618,-2.4138,0.1626,4.1588,0.1621,107.7399,1.1165
26.51435,61.18299,-3.7808,0.2328,-2.2704,0.2342,4.4101,0.2332,105.4923,1.5148
26.55742,61.19374,-3.7948,0.2164,-1.7806,0.2181,4.1917,0.2167,102.5686,1.481
26.52893,61.19762,-3.6711,0.0386,-2.3075,0.0386,4.336,0.0386,106.0757,0.255
26.53425,61.19478,-3.1536,0.3249,-2.6584,0.3253,4.1245,0.3251,110.0651,2.2578
26.40576,61.19643,-3.6334,0.1954,-1.2051,0.1957,3.8281,0.1954,99.1748,1.4625
26.47469,61.19809,-2.9735,0.2266,-1.2393,0.2278,3.2214,0.2268,101.313,2.0167
26.4719,61.19944,-3.5678,0.2236,-1.8903,0.2258,4.0376,0.2241,103.9579,1.5899
26.62318,61.20097,-3.3934,0.3541,-0.9023,0.3557,3.5113,0.3542,97.4452,2.8903
26.58694,61.20134,-1.5615,0.4434,-1.0938,0.446,1.9064,0.4443,107.5057,6.676
26.64434,61.20493,-0.4994,0.0302,-0.3701,0.0302,0.6216,0.0302,108.2729,1.3922
26.49498,61.20326,-1.818,0.1166,-1.3367,0.1168,2.2565,0.1167,108.1626,1.4811
26.53437,61.20421,-3.6945,0.1708,-2.2975,0.1713,4.3506,0.171,105.9383,1.1257
26.54033,61.20605,-3.5391,0.2066,-1.9881,0.2061,4.0593,0.2064,104.6623,1.457
26.65055,61.20713,-3.3543,0.3489,-1.2233,0.3512,3.5704,0.3492,100.0182,2.8019
26.61482,61.20719,-3.912,0.049,-0.7067,0.0491,3.9753,0.049,95.1197,0.3533
26.60624,61.20911,-3.3122,0.1538,-1.0805,0.1548,3.484,0.1539,99.034,1.2658
26.49707,61.21273,-3.3618,0.0386,-1.8966,0.0387,3.8599,0.0386,104.7149,0.2864
26.48373,61.21263,-3.8964,0.0879,-2.167,0.0882,4.4585,0.0879,104.5404,0.565
26.4996,61.2143,-3.7164,0.0401,-1.4389,0.0403,3.9852,0.0402,100.5826,0.2886
26.41508,61.21643,-5.042,0.1511,-0.8144,0.1517,5.1074,0.1511,94.5875,0.8475
26.62547,61.21669,-3.1514,0.1361,-1.0351,0.137,3.317,0.1362,99.092,1.1762
26.50997,61.22071,-4.5699,0.1116,-1.4325,0.1121,4.7891,0.1116,98.7022,0.6678
26.67184,61.22099,-3.9276,0.0644,-1.2395,0.0645,4.1186,0.0644,98.7575,0.4477
26.61779,61.22285,-3.8678,0.1544,-1.0988,0.1553,4.0209,0.1545,97.9294,1.1006
26.59103,61.22427,-3.4678,0.0932,-0.6941,0.0935,3.5366,0.0932,95.659,0.7547
