26.44561,61.12355,-1.6649,0.0825,-0.3138,0.0833,1.6942,0.0825,95.3374,1.3957
26.74357,61.12692,-2.9456,0.2385,-2.372,0.2403,3.7819,0.2392,109.4212,1.812
26.553,61.13034,-3.4088,0.0683,-1.6453,0.0685,3.7851,0.0683,102.8826,0.5171
26.61154,61.12861,-2.6413,0.0648,-1.0679,0.065,2.849,0.0648,101.0069,0.6521
26.33019,61.13036,-1.8484,0.1565,-0.8127,0.1566,2.0192,0.1565,101.8677,2.2205
26.40778,61.13306,-3.0001,0.1611,-0.6181,0.1619,3.0632,0.1611,95.8209,1.507
26.60057,61.1412,-2.3056,0.2242,-1.932,0.2255,3.008,0.2247,109.9812,2.1404
26.64103,61.15098,-3.4999,0.0358,-1.4105,0.0359,3.7734,0.0358,100.9747,0.2717
26.53287,61.15549,-3.8786,0.1359,-2.0913,0.1366,4.4064,0.1361,104.1667,0.8847
26.44349,61.15583,-2.6707,0.126,-0.8416,0.1266,2.8002,0.1261,98.7455,1.2898
26.34566,61.16015,-2.9472,0.24,-1.0231,0.2413,3.1197,0.2402,99.5723,2.2054
26.7394,61.16346,-2.7693,0.1465,-2.1894,0.1475,3.5303,0.1469,109.165,1.192
26.66501,61.1647,-3.6232,0.1925,-1.5265,0.1938,3.9316,0.1927,101.4235,1.4041
26.6124,61.16742,-3.2918,0.0477,-1.3539,0.0478,3.5593,0.0477,101.1786,0.384
26.4235,61.16957,-3.6148,0.2897,-1.2272,0.2925,3.8174,0.29,99.3758,2.1765
26.45618,61.17279,-3.4353,0.2623,-1.8837,0.2641,3.9179,0.2627,104.3686,1.9212
26.62292,61.17549,-3.3652,0.2645,-1.5164,0.2666,3.6911,0.2648,102.1281,2.0554
26.57318,61.1763,-3.6828,0.293,-2.238,0.2952,4.3095,0.2936,105.6429,1.9519
26.64528,61.17744,-3.3777,0.236,-1.395,0.2378,3.6544,0.2363,101.2208,1.8521
26.43997,61.18211,-3.4911,0.2147,-2.2554,0.2161,4.1563,0.2151,106.4322,1.4826
26.51443,61.183,-3.7449,0.2878,-1.8628,0.2901,4.1826,0.2882,103.2237,1.9743
26.65223,61.19292,-3.4183,0.1132,-1.4022,0.1138,3.6947,0.1133,101.1517,0.8783
26.55749,61.19374,-3.8687,0.2735,-1.6727,0.2744,4.2148,0.2737,101.6912,1.8601
26.529,61.1976,-3.7539,0.0547,-2.1144,0.0548,4.3084,0.0547,104.6954,0.364
26.69696,61.19412,-2.8555,0.23,-1.9327,0.232,3.4481,0.2306,107.0461,1.9162
26.40581,61.19641,-3.7161,0.2607,-0.9612,0.2611,3.8384,0.2608,97.2513,1.9462
26.47474,61.19806,-3.5207,0.3015,-1.2288,0.3035,3.729,0.3017,99.6198,2.3182
26.47193,61.19944,-3.8148,0.2941,-2.5559,0.2962,4.5919,0.2948,106.9112,1.8389
26.68849,61.19997,-3.023,0.1395,-1.3582,0.1407,3.3141,0.1397,102.0964,1.2076
26.64441,61.2049,-0.7695,0.0354,-0.3866,0.0355,0.8611,0.0354,103.3381,1.1783
26.75538,61.20258,-0.5738,0.0782,2.2935,0.0763,2.3642,0.0764,52.0235,0.9255
26.49504,61.20325,-2.111,0.1316,-1.3085,0.132,2.4837,0.1317,105.8963,1.5188
26.53443,61.20418,-3.7212,0.2159,-1.9276,0.217,4.1909,0.2161,103.6921,1.4775
26.54039,61.20604,-3.4998,0.244,-1.8495,0.2443,3.9585,0.244,103.9272,1.7661
26.61492,61.20719,-3.9545,0.0577,-0.6383,0.0577,4.0057,0.0577,94.5845,0.4127
26.60636,61.20911,-3.3735,0.194,-1.333,0.1953,3.6273,0.1942,100.7802,1.5337
