dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,v20171029_oid,col1,col2
1.43E-04,1.63572E+18,Gaia DR2 511219962864843136,5.1122E+17,144994036,2015.5,26.69271086,0.018415519,61.33715759,0.024697846,0.40363393,0.034684972,11.637141,-0.906070536,0.0333105,-0.37222924,0.050687841,-0.34012505,0.12104379,-0.38133857,0.18905988,-0.08091629,0.12148347,-0.11873994,-0.12150977,0.19284642,-0.5314672,411,0,409,2,-1.5913203,359.8159,0,0,31,FALSE,15.892291,1.48555894,0.005585295,-0.011009354,46,19,0.05715102,0,54,FALSE,424,13260.97665,4.587384287,2890.749,15.381927,50,5447.238586,16.70957421,325.99506,16.010946,45,11701.33309,18.0976512,646.5664,14.5913315,1.2931606,0,1.4196148,0.62901974,0.79059505,,,0,,,,NOT_AVAILABLE,129.5179934,-0.825028384,51.90930233,46.00043534,100001,4414.657,4368.375,4542.1665,,,,,,,200111,3.5353467,3.3396418,3.6106565,4.2770734,3.4144273,5.1397195,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219962864843136,,1,26.69293,61.33706
1.31E-04,1.63572E+18,Gaia DR2 511219962864843904,5.1122E+17,794520045,2015.5,26.6987858,0.021453831,61.33582142,0.024510713,0.311774311,0.035869888,8.691812,-1.11646076,0.037575579,-0.239590614,0.050612399,-0.36465433,0.08086586,-0.41748124,0.16453628,-0.025202928,0.15277722,-0.25083908,-0.08521775,0.045572627,-0.5019135,500,500,457,43,22.494213,1520.2358,0.108951684,6.367646316,31,FALSE,61.270504,1.542837002,0.006416074,-0.005348451,56,20,0.0376195,0,62,FALSE,473,600112.9224,344.2771009,1743.1102,11.242784,56,285269.016,273.4225293,1043.3267,11.713252,56,454490.7828,249.8998579,1818.6917,10.618107,1.232701,1,1.0951452,0.47046852,0.6246767,,,0,,,,NOT_AVAILABLE,129.5211253,-0.825713671,51.91192259,45.99779655,100002,4922.9136,4828,5027.86,,,,,,,200111,22.754723,21.81472,23.658186,273.98492,226.33952,321.63034,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219962864843904,,2,26.699,61.33574
1.97E-04,1.63572E+18,Gaia DR2 511219859785639552,5.1122E+17,629921219,2015.5,26.71399622,0.016523802,61.32431158,0.02033381,2.536449593,0.029305452,86.55214,-6.142648733,0.028217623,-15.03510949,0.040685743,-0.37746996,0.12798944,-0.46937576,0.1990373,-0.08059706,0.18214285,-0.3001988,-0.11284207,0.109825544,-0.52474624,487,487,484,3,3.8905077,609.00714,0,2.59E-15,31,FALSE,353.05896,1.583225575,0.004699479,0.001263335,55,20,0.03232307,0,59,FALSE,502,255919.469,41.01182763,6240.138,12.168107,57,132645.5778,103.3889933,1282.9758,12.544656,56,178699.796,87.95997667,2031.6035,11.63161,1.2165756,1,0.9130459,0.37654877,0.5364971,,,0,,,,NOT_AVAILABLE,129.530708,-0.835404824,51.9124753,45.98417374,100002,5434.6665,5400,5486,0.506,0.3709,0.729,0.23,0.184,0.3466,200111,1.4346604,1.4079373,1.4531398,1.6176499,1.5874486,1.6478512,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219859785639552,,3,26.71432,61.32419
1.26E-04,1.63572E+18,Gaia DR2 511265970556959488,5.11266E+17,994498208,2015.5,26.47389943,0.022565477,61.32057315,0.026981801,0.241231481,0.038323932,6.294539,-1.030829651,0.038293515,-0.558097367,0.054268381,-0.5035723,-0.034469783,-0.6138782,0.3606648,0.09777715,0.35249788,-0.48297662,-0.056201916,0.04097882,-0.6388591,436,436,429,7,14.266974,988.75934,0,0,31,FALSE,305.6429,1.641012179,0.005862665,-0.03609187,50,17,0.041967075,0,57,FALSE,458,2031571.075,648.0226465,3135.031,9.918786,53,1178409.93,629.0639758,1873.2751,10.173147,54,1246917.824,610.2987583,2043.127,9.5223255,1.1938188,0,0.6508217,0.25436115,0.39646053,,,0,,,,NOT_AVAILABLE,129.4188703,-0.863407333,51.7672291,46.03997166,100001,6394.5,6277.3975,6516,1.354,0.9813,1.6051,0.691,0.4807,0.7941,200111,29.954016,28.84736,31.082003,1351.5471,1033.5859,1669.5083,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265970556959488,,4,26.47373,61.32067
2.89E-04,1.63572E+18,Gaia DR2 511268650616431232,5.11269E+17,1620630084,2015.5,26.35385739,0.020188238,61.31927591,0.020994552,1.043309986,0.029766461,35.04985,3.041855698,0.033975093,-1.559828283,0.042473649,-0.35922405,-0.086721785,-0.66530204,0.290548,-0.0125171,0.24941598,-0.38181797,0.07259055,0.041045092,-0.51247865,469,433,459,10,1.7684315,508.68082,0,0,31,TRUE,213.9722,1.533008492,0.004821332,-0.03651348,53,19,0.03633504,0,59,TRUE,479,152513.1392,31.15112457,4895.911,12.730098,56,69864.12872,51.15489106,1365.737,13.240752,56,121227.1926,75.59620769,1603.6147,12.05292,1.2529498,1,1.1878319,0.51065445,0.6771774,,,0,,,,NOT_AVAILABLE,129.3627916,-0.876694089,51.69502775,46.06843246,100002,4886.4595,4795,4962.08,,,,,,,200111,3.4948637,3.3891542,3.629457,6.2738256,5.979477,6.5681744,http://geadata.esac.esa.int/data-server/datalink/links?ID=511268650616431232,,5,26.35343,61.31948
4.52E-05,1.63572E+18,Gaia DR2 511265141615069440,5.11265E+17,1550196721,2015.5,26.5213833,0.032685184,61.30763495,0.041423823,0.30892583,0.055973794,5.5191154,-1.057983796,0.051724134,-0.20578763,0.080453849,0.059751157,0.008197869,-0.6025945,-0.04390683,0.038134407,-0.070769764,-0.42693675,0.11076206,-0.08148654,-0.30943877,211,211,209,2,3.8444142,291.07733,0,0,31,FALSE,271.44284,1.589841296,0.009324352,-0.040994056,25,12,0.050152853,0,26,TRUE,197,1163752.993,274.704057,4236.388,10.523714,24,592568.3133,577.3947505,1026.2793,10.919542,24,830279.0154,655.3892173,1266.8488,9.96386,1.2226369,0,0.95568275,0.39582825,0.5598545,,,0,,,,NOT_AVAILABLE,129.4438736,-0.871273807,51.78585891,46.01717704,100001,5361.6665,5284.75,5454,,,,,,,200111,25.921017,25.050787,26.68104,500.2625,379.1239,621.4011,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265141615069440,,6,26.52139,61.30768
1.97E-04,1.63572E+18,Gaia DR2 511265695678934400,5.11266E+17,605481183,2015.5,26.37343473,0.072512685,61.30224418,0.083482679,2.613161424,0.115449133,22.634743,22.80564664,0.125338788,-5.777339429,0.163293209,-0.3387086,0.06478944,-0.5543119,0.26279968,-0.11163631,0.22895738,-0.41810519,-0.055575233,0.19459365,-0.5463233,346,346,344,2,58.808407,5328.8896,0.449554944,94.16961075,31,TRUE,4.5645556,1.613198877,0.02066019,0.008384114,39,17,0.09995433,0,44,TRUE,331,680763.4215,382.5809332,1779.3971,11.105875,41,375919.0119,243.7604633,1542.1656,11.413652,40,437140.0261,250.4554597,1745.3802,10.660369,1.1943341,0,0.7532835,0.3077774,0.4455061,,,0,,,,NOT_AVAILABLE,129.3755262,-0.89140041,51.6940424,46.04899178,100001,5976.175,5723.533,6397.217,,,,,,,200111,1.8417155,1.6072631,2.0078936,3.8979204,3.6941493,4.1016912,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265695678934400,,7,26.37316,61.30239
2.47E-04,1.63572E+18,Gaia DR2 511219340083826816,5.11219E+17,1468824874,2015.5,26.67444435,0.017193352,61.28716172,0.020523144,0.296524475,0.029043057,10.209823,-0.951835614,0.028611114,-0.299358953,0.040904496,-0.40646884,0.08372656,-0.5208008,0.25218832,-0.06762195,0.23101673,-0.3099563,-0.05589766,0.08087731,-0.5246084,465,403,454,11,2.9516633,542.63007,0,0,31,FALSE,201.67178,1.613371879,0.004737056,-0.0109501,53,20,0.03420427,0,56,TRUE,490,143689.2053,99.01474942,1451.19,12.794806,56,77063.5753,154.4234109,499.04074,13.134265,56,99061.59941,197.163909,502.4327,12.272157,1.225737,0,0.86210823,0.33945942,0.5226488,,,0,,,,NOT_AVAILABLE,129.5200587,-0.875745354,51.86166054,45.96195849,100001,5756.25,5429.99,6298.527,,,,,,,200111,8.082864,6.7509766,9.083359,64.62251,53.94239,75.302635,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219340083826816,,8,26.67485,61.28701
7.71E-06,1.63572E+18,Gaia DR2 511265008484294528,5.11265E+17,840591651,2015.5,26.48956522,0.018672917,61.28132301,0.022452101,4.213006312,0.030042645,140.23419,32.81522701,0.031235509,-0.722283299,0.045815189,-0.40638006,-0.02652806,-0.6235994,0.34038487,0.011581932,0.30279723,-0.41383982,0.06580737,-0.04725678,-0.5741075,497,497,481,16,13.254341,1012.1519,0,2.58E-15,31,FALSE,294.4836,1.632014626,0.005034514,-0.017384434,56,19,0.0371225,0,61,TRUE,505,1766626.108,487.1669598,3626.3257,10.070504,58,1004790.992,525.3909546,1912.4635,10.346199,58,1090830.865,625.8434898,1742.977,9.667526,1.1862283,0,0.6786728,0.27569485,0.40297794,,,0,,,,NOT_AVAILABLE,129.4344561,-0.900208283,51.74754814,46.00241638,100001,6155.843,5979.5,6552.67,1.114,0.8313,1.2561,0.553,0.42,0.6468,200111,1.7293478,1.5262328,1.8328531,3.8690958,3.82488,3.9133117,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265008484294528,,9,26.48958,61.28132
2.46E-04,1.63572E+18,Gaia DR2 511219378749345152,5.11219E+17,1148072853,2015.5,26.64035263,0.0180253,61.27991603,0.020289076,0.350429912,0.028785768,12.173721,-1.155633501,0.027979475,-0.194284214,0.039383832,-0.40607378,0.21384133,-0.5700334,0.23795934,-0.055412654,0.23594691,-0.3699046,-0.09072628,0.054716922,-0.5243842,441,306,438,3,4.5279384,579.57306,0,1.48E-15,31,FALSE,180.28032,1.59559434,0.004674152,-0.03570795,50,19,0.03547964,0,55,TRUE,447,134076.5817,41.02108095,3268.48,12.869984,51,70983.7286,102.8298264,690.3029,13.223491,46,93742.98865,53.50779073,1751.9503,12.332073,1.2286017,1,0.8914175,0.35350704,0.53791046,,,0,,,,NOT_AVAILABLE,129.5055882,-0.886303193,51.83607993,45.9641091,100002,5447.84,5141.52,6123.207,2.0407,1.9246,2.2291,1.0215,0.9636,1.1231,200111,7.4743853,5.916519,8.391529,44.33462,37.810665,50.858578,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219378749345152,,10,26.64078,61.27978
