dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,v20160906_oid,col1,col2
8.19E-05,1.63572E+18,Gaia DR2 511193334066396416,5.11193E+17,1638308685,2015.5,26.62216064,0.014174604,61.12639794,0.016351112,0.298026436,0.022154606,13.452121,-1.122555924,0.024307943,-0.146230713,0.034680352,-0.5077641,-0.04105436,-0.6500454,0.42862314,0.046125844,0.3785885,-0.36830512,0.10520594,-0.04364265,-0.6294155,456,0,454,2,-6.730197,275.5268,0,0,31,FALSE,57.21972,1.591272738,0.003369755,-0.044251077,52,18,0.047191016,0,56,FALSE,470,44982.36965,8.011063507,5615.031,14.055759,53,23512.31263,21.5056411,1093.3091,14.42315,46,31934.62644,30.38627619,1050.9556,13.501266,1.2326372,1,0.92188454,0.36739063,0.5544939,,,0,,,,NOT_AVAILABLE,129.5295573,-1.038192105,51.71253829,45.83662129,100002,5320,4959.12,6195.4546,,,,,,,200111,5.3803353,3.9672196,6.1918917,20.891033,16.80074,24.981327,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193334066396416,,3,26.62205,61.12646
7.73E-05,1.63572E+18,Gaia DR2 511193471505349504,5.11193E+17,1507971102,2015.5,26.55304602,0.019918556,61.13011406,0.022908144,0.284085278,0.032207447,8.820484,-1.240552662,0.033899976,-0.23276941,0.048198682,-0.54832464,-0.093406424,-0.65061325,0.43348965,0.056919664,0.41583195,-0.4801451,0.106052324,-0.048681945,-0.6675075,536,536,522,14,13.047032,1059.1786,0,0,31,TRUE,324.88342,1.648447522,0.004638501,-0.03893829,61,17,0.03977263,0,66,FALSE,529,888237.7728,246.8859618,3597.7654,10.817042,62,514004.3871,556.8402155,923.07336,11.073971,62,552317.418,345.5297458,1598.4656,10.406448,1.2004914,0,0.66752243,0.25692844,0.410594,,,0,,,,NOT_AVAILABLE,129.4961479,-1.041609426,51.6740716,45.85685797,100001,6378,6316.5,6685,,,,,,,200111,16.907154,15.389933,17.237986,426.16107,350.5464,501.77576,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193471505349504,,5,26.553,61.13004
4.59E-05,1.63572E+18,Gaia DR2 511193334066395904,5.11193E+17,342261154,2015.5,26.61184604,0.019520837,61.12825289,0.022392311,0.327863041,0.031332011,10.464155,-1.128611109,0.033991237,-0.158345229,0.046865291,-0.5371736,-0.042382378,-0.6186999,0.40573013,0.0356914,0.3739664,-0.40452984,0.10388706,-0.022512982,-0.65990275,514,514,498,16,3.041549,594.05145,0,0,31,TRUE,312.7878,1.585762332,0.004745358,-0.0423197,60,18,0.03889196,0,63,FALSE,541,1203416.889,2625.038566,458.4378,10.487326,58,616560.6392,3811.567912,161.76038,10.876449,57,870557.8526,6511.670134,133.69194,9.912426,1.2357467,0,0.96402264,0.38912296,0.5748997,,,0,,,,NOT_AVAILABLE,129.5242961,-1.037433505,51.70774993,45.8407587,100001,5327.375,5078,5405,,,,,,,200111,25.21383,24.494804,27.751087,461.34464,391.7007,530.9885,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193334066395904,,6,26.61179,61.12829
1.04E-04,1.63572E+18,Gaia DR2 511193471505348224,5.11193E+17,369355174,2015.5,26.53192439,0.013864603,61.13327305,0.015989058,0.346060416,0.022868661,15.132518,-1.411444432,0.024571757,-0.805050848,0.034660419,-0.5145965,-0.058629908,-0.62377936,0.38546416,0.02084552,0.349607,-0.40237993,0.17618594,-0.14412421,-0.65918404,464,0,463,1,-5.0110316,321.9357,0,0,31,FALSE,69.4226,1.62634654,0.003176662,-0.010610804,54,17,0.04705367,0,57,FALSE,481,55083.46661,37.90299099,1453.2749,13.835813,54,31168.4816,65.75631631,473.99982,14.117099,53,35884.97867,109.314647,328.27237,13.374639,1.2173065,0,0.74246025,0.28128624,0.461174,,,0,,,,NOT_AVAILABLE,129.4855121,-1.040668459,51.66380249,45.86478417,100001,6018.9336,5788,6361.5,,,,,,,200111,3.896755,3.488375,4.213909,17.95474,14.858775,21.050705,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193471505348224,,11,26.53189,61.13317
2.54E-04,1.63572E+18,Gaia DR2 511240063313280512,5.1124E+17,718471182,2015.5,26.4662038,0.012582725,61.13680938,0.013628266,0.35066664,0.01997836,17.552324,-1.108781732,0.021211137,-0.280703099,0.028259357,-0.4848026,0.02470601,-0.5930866,0.278229,0.03787101,0.23867041,-0.25035572,-0.043648265,0.12570758,-0.61915267,472,0,472,0,-6.371312,297.5984,0,0,31,TRUE,112.15195,1.623655068,0.002933876,-0.03818336,54,18,0.03963065,0,61,FALSE,502,88608.7588,16.42105867,5396.0444,13.3196745,61,50328.65436,61.8194359,814.1235,13.596849,58,57687.94818,33.45406314,1724.3928,12.859207,1.2190285,0,0.7376423,0.27717495,0.46046734,,,0,,,,NOT_AVAILABLE,129.4537449,-1.04387047,51.62723785,45.88404514,100001,6197,5904,6752.25,,,,,,,200111,4.5893025,3.8655622,5.0561156,27.984278,23.65009,32.318466,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240063313280512,,12,26.46603,61.13657
2.40E-04,1.63572E+18,Gaia DR2 511240097673018240,5.1124E+17,364127969,2015.5,26.46944155,0.013043721,61.13901559,0.014859383,0.351504792,0.021740878,16.167921,-1.109644072,0.021575698,-0.168734349,0.030366317,-0.51802045,0.045192625,-0.587127,0.31656352,0.045344576,0.27509764,-0.25976127,-0.09926217,0.15089948,-0.63731533,504,0,500,4,-6.60581,314.3941,0,0,31,FALSE,71.44614,1.619668593,0.003043407,-0.05077932,58,18,0.04122468,0,63,FALSE,529,56516.57489,9.635959372,5865.174,13.807926,62,31590.27534,26.56821218,1189.0253,14.102505,58,37387.73481,21.46977066,1741.4128,13.330097,1.2204916,0,0.77240753,0.29457855,0.47782898,,,0,,,,NOT_AVAILABLE,129.4548113,-1.041385873,51.63078827,45.88514138,100001,6053.1265,5640,6274,,,,,,,200111,3.8399284,3.5743213,4.423076,17.83446,14.912733,20.756186,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240097673018240,,13,26.46927,61.13879
1.29E-04,1.63572E+18,Gaia DR2 511193471505346432,5.11193E+17,975052277,2015.5,26.52947821,0.017892093,61.13964372,0.02063968,0.31870125,0.029357778,10.855769,-1.115779755,0.031022956,-0.265102556,0.043859719,-0.5315942,-0.027599495,-0.64252687,0.42076677,-0.024997428,0.37408516,-0.40367433,0.12561055,-0.093939625,-0.6685507,508,0,506,2,-1.9936523,439.89328,0,0,31,FALSE,24.832329,1.605039845,0.004152872,-0.013215898,58,17,0.055963434,0,63,TRUE,527,20438.38805,4.472289761,4570.0054,14.91225,56,11028.47479,11.09955833,993.5958,15.245099,54,14168.93677,14.20209738,997.6651,14.383576,1.2328473,0,0.8615227,0.3328495,0.5286732,,,0,,,,NOT_AVAILABLE,129.483017,-1.034688796,51.66702103,45.87086341,100001,5659.8105,5500,5799.4473,,,,,,,200111,2.943739,2.8036892,3.1172936,8.011261,6.21115,9.811372,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193471505346432,,14,26.5294,61.13952
1.19E-04,1.63572E+18,Gaia DR2 511193540224823040,5.11194E+17,1101985245,2015.5,26.52556214,0.012702156,61.13995656,0.014487496,0.284479334,0.021625333,13.154911,-1.083232026,0.022753166,-0.195622699,0.031639708,-0.46724185,-0.08448393,-0.6183643,0.3622972,0.027657412,0.30988365,-0.3740207,0.20535126,-0.15914406,-0.6455742,498,0,496,2,-6.048877,324.2875,0,0,31,FALSE,78.57123,1.611101644,0.002916789,-0.013468712,57,17,0.043541625,0,61,FALSE,521,62461.7789,14.89574202,4193.264,13.69933,56,34654.47858,39.85050239,869.61206,14.001989,56,41535.23118,35.45854928,1171.3743,13.2158785,1.2197813,0,0.7861109,0.30265903,0.48345184,,,0,,,,NOT_AVAILABLE,129.481103,-1.034780524,51.66491741,45.87209847,100001,5919.3335,5786,6724.6133,,,,,,,200111,5.229693,4.0521655,5.473498,30.250902,24.150185,36.35162,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193540224823040,,15,26.52551,61.13984
2.45E-04,1.63572E+18,Gaia DR2 511240097673017472,5.1124E+17,868607408,2015.5,26.46648508,0.014498925,61.14206212,0.016086411,0.322907908,0.022046242,14.646846,-1.112773123,0.024627404,-0.192889033,0.033613107,-0.5452503,-0.04469655,-0.65685844,0.44161546,0.073385105,0.4060366,-0.4209724,0.11524253,-0.093644276,-0.66469604,508,9,505,3,-6.4420924,322.20007,0,0,31,FALSE,50.85013,1.59366459,0.003199281,-0.030693308,58,18,0.046728898,0,61,FALSE,526,40586.53644,6.540250438,6205.655,14.167411,58,21823.34431,22.87243471,954.133,14.504085,55,28042.11279,20.39678788,1374.8298,13.642393,1.2286206,0,0.8616915,0.33667374,0.52501774,,,0,,,,NOT_AVAILABLE,129.4527775,-1.038705768,51.63126572,45.8884891,100001,5601,5400,6098.895,,,,,,,200111,4.1906295,3.5343382,4.5084047,15.570967,12.794392,18.347542,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240097673017472,,17,26.46627,61.14184
2.38E-04,1.63572E+18,Gaia DR2 511193501560595328,5.11194E+17,1516991283,2015.5,26.54630635,0.017758559,61.14352473,0.019303929,0.332020833,0.026481298,12.537937,-1.116752263,0.029622745,-0.11466083,0.040457861,-0.5095397,-0.0641892,-0.6890104,0.42361835,0.013832401,0.388834,-0.4262138,0.1042742,-0.033896916,-0.61629444,491,0,490,1,-2.4933355,410.81915,0,0,31,FALSE,28.535471,1.595897896,0.004012761,-0.032140423,57,18,0.053375512,0,61,TRUE,504,23334.18071,5.201748467,4485.834,14.768384,53,13945.51824,243.4195343,57.290054,14.990301,58,17896.92593,174.4483934,102.59152,14.129973,1.3646266,0,0.8603277,0.22191715,0.63841057,,,0,,,,NOT_AVAILABLE,129.4901413,-1.029185114,51.67989606,45.8700481,102001,5839.25,5367.7246,6527.767,,,,,,,200111,2.8199904,2.2564852,3.337193,8.329488,6.665553,9.9934225,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193501560595328,,18,26.5459,61.14339
