dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,i0161021_oid,col1,col2
9.80E-05,1.64E+18,Gaia DR2 511265970556959488,5.11E+17,994498208,2015.5,26.47389943,0.022565477,61.32057315,0.026981801,0.241231481,0.038323932,6.294539,-1.030829651,0.038293515,-0.558097367,0.054268381,-0.5035723,-0.034469783,-0.6138782,0.3606648,0.09777715,0.35249788,-0.48297662,-0.056201916,0.04097882,-0.6388591,436,436,429,7,14.266974,988.75934,0,0,31,FALSE,305.6429,1.641012179,0.005862665,-0.03609187,50,17,0.041967075,0,57,FALSE,458,2031571.075,648.0226465,3135.031,9.918786,53,1178409.93,629.0639758,1873.2751,10.173147,54,1246917.824,610.2987583,2043.127,9.5223255,1.1938188,0,0.6508217,0.25436115,0.39646053,,,0,,,,NOT_AVAILABLE,129.4188703,-0.863407333,51.7672291,46.03997166,100001,6394.5,6277.3975,6516,1.354,0.9813,1.6051,0.691,0.4807,0.7941,200111,29.954016,28.84736,31.082003,1351.5471,1033.5859,1669.5083,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265970556959488,,6,26.47393,61.32067
1.08E-04,1.64E+18,Gaia DR2 511265970556958080,5.11E+17,657288589,2015.5,26.46508923,0.019930251,61.32428288,0.026181967,0.537339738,0.035437889,15.16286,1.844514255,0.034270664,-1.976646833,0.053064188,-0.32988638,0.015367278,-0.5591052,0.1916747,0.039908648,0.22047003,-0.51973367,-0.11511984,0.09084272,-0.5181253,391,0,389,2,-2.4214334,320.13736,0,0,31,FALSE,22.073515,1.487232538,0.005487112,-0.056846227,45,17,0.06127326,0,53,FALSE,406,17907.97424,4.956024544,3613.3748,15.05575,43,7183.818144,12.18134174,589.7395,15.7105,44,15893.70715,17.83785199,891.01013,14.258857,1.2886732,0,1.451643,0.6547499,0.7968931,,,0,,,,NOT_AVAILABLE,129.4139587,-0.8606654,51.76474237,46.04532492,100001,4404.81,4337,4599.61,,,,,,,200111,3.1066463,2.849077,3.2045522,3.2733097,2.7689362,3.7776833,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265970556958080,,7,26.46512,61.32439
3.75E-05,1.64E+18,Gaia DR2 511265901837482368,5.11E+17,310163383,2015.5,26.50877706,0.021005258,61.32046651,0.024639571,0.383179024,0.032526524,11.780509,-1.013031149,0.034378762,1.329675468,0.048636964,-0.49892697,0.008024779,-0.63246614,0.37147164,-0.007534822,0.3616773,-0.44430962,-0.021718942,0.031244406,-0.5837442,451,451,443,8,13.160889,953.28973,0,2.70E-15,31,FALSE,310.71405,1.339121446,0.00533271,-0.02691822,51,19,0.039290413,0,54,FALSE,470,224774.3874,53.2987226,4217.2563,12.308999,52,54415.22989,116.9733393,465.19345,13.512087,52,259004.8633,192.8196997,1343.249,11.22865,1.3943764,0,2.2834368,1.2030878,1.080349,-60.57167082,0.600221012,21,5000,3,0,NOT_AVAILABLE,129.4352602,-0.860000312,51.78784938,46.03129634,100001,4075.095,3774.98,4190.3647,1.4907,1.1779,1.795,0.6843,0.562,0.8731,200111,19.686506,18.618319,22.94113,96.29038,83.53987,109.04089,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265901837482368,,8,26.50885,61.32048
1.94E-04,1.64E+18,Gaia DR2 511265661319317376,5.11E+17,842399461,2015.5,26.4031997,0.011284711,61.30959808,0.013479222,2.04390947,0.018854965,108.40166,3.666662367,0.01988156,-10.49143865,0.027428623,-0.43589747,-0.066336446,-0.5657528,0.29188773,0.09245418,0.27766278,-0.41136834,0.086778276,-0.04290341,-0.6069729,471,0,471,0,2.0254683,529.8836,0,0,31,FALSE,137.42299,1.582755023,0.002867056,-0.007434502,53,19,0.039045475,0,56,FALSE,477,109601.9337,20.18915254,5428.7534,13.08882,54,55642.30455,41.06058511,1355.127,13.487875,53,78336.2679,53.35473587,1468.2158,12.527013,1.2224107,1,0.96086216,0.39905453,0.56180763,,,0,,,,NOT_AVAILABLE,129.3879743,-0.881231939,51.71715231,46.04796533,100002,5362,5322,5862.1934,0.36,0.2882,0.5371,0.178,0.1344,0.2807,200111,1.2021539,1.0057578,1.2202924,1.076272,1.0487776,1.1037664,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265661319317376,,11,26.40306,61.30978
2.31E-05,1.64E+18,Gaia DR2 511265141615069440,5.11E+17,1550196721,2015.5,26.5213833,0.032685184,61.30763495,0.041423823,0.30892583,0.055973794,5.5191154,-1.057983796,0.051724134,-0.20578763,0.080453849,0.059751157,0.008197869,-0.6025945,-0.04390683,0.038134407,-0.070769764,-0.42693675,0.11076206,-0.08148654,-0.30943877,211,211,209,2,3.8444142,291.07733,0,0,31,FALSE,271.44284,1.589841296,0.009324352,-0.040994056,25,12,0.050152853,0,26,TRUE,197,1163752.993,274.704057,4236.388,10.523714,24,592568.3133,577.3947505,1026.2793,10.919542,24,830279.0154,655.3892173,1266.8488,9.96386,1.2226369,0,0.95568275,0.39582825,0.5598545,,,0,,,,NOT_AVAILABLE,129.4438736,-0.871273807,51.78585891,46.01717704,100001,5361.6665,5284.75,5454,,,,,,,200111,25.921017,25.050787,26.68104,500.2625,379.1239,621.4011,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265141615069440,,12,26.52142,61.30762
1.69E-04,1.64E+18,Gaia DR2 511266314154346240,5.11E+17,976933926,2015.5,26.61589961,0.013417008,61.30392754,0.015256684,0.320158452,0.021810801,14.678895,-1.026654264,0.021908781,-0.297910696,0.02986859,-0.4860555,0.18783782,-0.53482497,0.28944847,-0.072493084,0.25974825,-0.28933528,-0.124256566,0.11630339,-0.5939742,440,0,437,3,-8.094544,234.63387,0,0,31,FALSE,67.347275,1.567215793,0.00364051,-0.031368043,50,20,0.040570512,0,53,FALSE,464,52163.8803,9.231868376,5650.414,13.894941,51,25877.98811,27.92787348,926.6007,14.319062,50,38915.30899,28.1317932,1383.3213,13.286619,1.2421104,0,1.032443,0.4241209,0.60832214,,,0,,,,NOT_AVAILABLE,129.4890203,-0.865324953,51.83923751,45.99074939,100001,5186.875,5045.1,5445,,,,,,,200111,5.7309704,5.200486,6.057594,21.417767,17.556803,25.27873,http://geadata.esac.esa.int/data-server/datalink/links?ID=511266314154346240,,13,26.61585,61.30376
2.30E-04,1.64E+18,Gaia DR2 511265695678934400,5.11E+17,605481183,2015.5,26.37343473,0.072512685,61.30224418,0.083482679,2.613161424,0.115449133,22.634743,22.80564664,0.125338788,-5.777339429,0.163293209,-0.3387086,0.06478944,-0.5543119,0.26279968,-0.11163631,0.22895738,-0.41810519,-0.055575233,0.19459365,-0.5463233,346,346,344,2,58.808407,5328.8896,0.449554944,94.16961075,31,TRUE,4.5645556,1.613198877,0.02066019,0.008384114,39,17,0.09995433,0,44,TRUE,331,680763.4215,382.5809332,1779.3971,11.105875,41,375919.0119,243.7604633,1542.1656,11.413652,40,437140.0261,250.4554597,1745.3802,10.660369,1.1943341,0,0.7532835,0.3077774,0.4455061,,,0,,,,NOT_AVAILABLE,129.3755262,-0.89140041,51.6940424,46.04899178,100001,5976.175,5723.533,6397.217,,,,,,,200111,1.8417155,1.6072631,2.0078936,3.8979204,3.6941493,4.1016912,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265695678934400,,14,26.37322,61.30245
2.56E-04,1.64E+18,Gaia DR2 511219413109065088,5.11E+17,853809616,2015.5,26.65612788,0.013500507,61.29999684,0.015702337,0.341634819,0.023108099,14.784203,-2.895885216,0.022628282,-0.534876626,0.031693717,-0.39081275,0.03916094,-0.49761516,0.21670684,5.20E-04,0.18440436,-0.22703034,-0.06358613,0.04275588,-0.52654546,477,0,477,0,3.3286471,581.06964,0.082565898,2.010076042,31,FALSE,38.83926,1.366149715,0.003742057,-0.032696515,54,20,0.04059922,0,59,FALSE,504,42080.18204,7.967259124,5281.6387,14.128172,54,11804.33033,31.80022037,371.2028,15.171285,53,45768.9105,40.76317573,1122.8004,13.110494,1.3681794,1,2.060791,1.0431128,1.0176783,-50.65630426,2.681483187,9,4500,3,0,NOT_AVAILABLE,129.5087341,-0.865071802,51.86022793,45.9774875,100002,4065.38,3646,4633.29,1.6205,1.3472,1.7921,0.784,0.673,0.863,200111,9.628873,7.4130807,11.971385,22.816559,18.801792,26.831326,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219413109065088,,15,26.65588,61.29977
7.48E-05,1.64E+18,Gaia DR2 511265077203767552,5.11E+17,1310144823,2015.5,26.54580819,0.026535101,61.2972487,0.030796981,0.96108309,0.044116985,21.784878,-0.81320905,0.046423173,3.305615894,0.063566813,-0.43274772,0.045390673,-0.50049573,0.26020268,0.07483465,0.22995576,-0.31014925,-0.024306104,0.008285316,-0.61094046,396,0,394,2,8.974735,695.883,0.225082008,8.468176759,31,FALSE,10.070968,1.414828011,0.007476607,-0.08310768,45,19,0.07245438,0,50,FALSE,418,17225.93149,5.787325075,2976.493,15.097909,47,5187.460044,11.09631217,467.49405,16.064001,45,18159.01628,27.75954385,654.154,14.114189,1.35531,1,1.9498119,0.9660921,0.9837198,,,0,,,,NOT_AVAILABLE,129.4575265,-0.87895965,51.79269786,46.00224821,100002,3945.58,3795.5,4722.29,2.429,2.0439,2.8411,1.2047,0.993,1.4621,200111,2.4146535,1.6856649,2.6093874,1.2730569,1.1420867,1.404027,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265077203767552,,16,26.54587,61.29718
7.74E-05,1.64E+18,Gaia DR2 511264905405075584,5.11E+17,920734011,2015.5,26.56325699,0.015011298,61.2970646,0.017566992,0.329244519,0.023355888,14.096853,-0.99754931,0.024475989,-0.111286076,0.034967149,-0.49702704,0.03410512,-0.6074216,0.35993022,0.049710784,0.3431821,-0.3935068,0.010814924,-0.038109314,-0.59699535,453,0,453,0,-6.694894,275.51352,0,0,31,FALSE,41.205025,1.58230195,0.003915332,-0.03751793,52,19,0.046603918,0,57,FALSE,479,32643.87618,6.375637195,5120.096,14.403861,54,16577.37195,20.47110196,809.7938,14.802599,53,23771.70418,24.02605478,989.4136,13.821769,1.2360381,0,0.9808302,0.3987379,0.5820923,,,0,,,,NOT_AVAILABLE,129.4657582,-0.877373652,51.80292302,45.99779768,100001,5276.42,5126.515,5398.8066,,,,,,,200111,4.2305818,4.040948,4.4816127,12.498341,10.199028,14.797653,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264905405075584,,17,26.5633,61.29699
