dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,r0161021_oid,col1,col2
1.88E-04,1.63572E+18,Gaia DR2 511265970556959488,5.11266E+17,994498208,2015.5,26.47389943,0.022565477,61.32057315,0.026981801,0.241231481,0.038323932,6.294539,-1.030829651,0.038293515,-0.558097367,0.054268381,-0.5035723,-0.034469783,-0.6138782,0.3606648,0.09777715,0.35249788,-0.48297662,-0.056201916,0.04097882,-0.6388591,436,436,429,7,14.266974,988.75934,0,0,31,FALSE,305.6429,1.641012179,0.005862665,-0.03609187,50,17,0.041967075,0,57,FALSE,458,2031571.075,648.0226465,3135.031,9.918786,53,1178409.93,629.0639758,1873.2751,10.173147,54,1246917.824,610.2987583,2043.127,9.5223255,1.1938188,0,0.6508217,0.25436115,0.39646053,,,0,,,,NOT_AVAILABLE,129.4188703,-0.863407333,51.7672291,46.03997166,100001,6394.5,6277.3975,6516,1.354,0.9813,1.6051,0.691,0.4807,0.7941,200111,29.954016,28.84736,31.082003,1351.5471,1033.5859,1669.5083,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265970556959488,,2,26.47385,61.32076
1.45E-04,1.63572E+18,Gaia DR2 511265901837482368,5.11266E+17,310163383,2015.5,26.50877706,0.021005258,61.32046651,0.024639571,0.383179024,0.032526524,11.780509,-1.013031149,0.034378762,1.329675468,0.048636964,-0.49892697,0.008024779,-0.63246614,0.37147164,-0.007534822,0.3616773,-0.44430962,-0.021718942,0.031244406,-0.5837442,451,451,443,8,13.160889,953.28973,0,2.70E-15,31,FALSE,310.71405,1.339121446,0.00533271,-0.02691822,51,19,0.039290413,0,54,FALSE,470,224774.3874,53.2987226,4217.2563,12.308999,52,54415.22989,116.9733393,465.19345,13.512087,52,259004.8633,192.8196997,1343.249,11.22865,1.3943764,0,2.2834368,1.2030878,1.080349,-60.57167082,0.600221012,21,5000,3,0,NOT_AVAILABLE,129.4352602,-0.860000312,51.78784938,46.03129634,100001,4075.095,3774.98,4190.3647,1.4907,1.1779,1.795,0.6843,0.562,0.8731,200111,19.686506,18.618319,22.94113,96.29038,83.53987,109.04089,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265901837482368,,4,26.50882,61.32061
2.38E-04,1.63572E+18,Gaia DR2 511219511894152448,5.1122E+17,897571581,2015.5,26.670322,0.011760494,61.31254301,0.013775134,1.098386256,0.020280828,54.158848,-6.994950249,0.019900502,4.742852182,0.027973955,-0.38681573,0.040645488,-0.48048317,0.21041533,0.003667637,0.1787763,-0.22872514,-0.050865196,0.034057386,-0.5306264,469,0,469,0,-8.598629,247.81921,0,0,31,FALSE,64.13334,1.505172033,0.003365256,-0.03164932,53,20,0.03721388,0,56,FALSE,496,49719.66622,69.28956645,717.56354,13.947045,55,23581.53183,285.0526567,82.72693,14.419958,54,46683.18262,393.4814736,118.64137,13.089019,1.4132178,0,1.3309393,0.4729128,0.8580265,,,0,,,,NOT_AVAILABLE,129.5127296,-0.851364504,51.87789081,45.98478156,102001,4684,4425,4922.3335,,,,,,,200111,2.1233234,1.9226837,2.3791585,1.955215,1.8574963,2.0529337,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219511894152448,,6,26.6701,61.31233
7.71E-05,1.63572E+18,Gaia DR2 511265141615069440,5.11265E+17,1550196721,2015.5,26.5213833,0.032685184,61.30763495,0.041423823,0.30892583,0.055973794,5.5191154,-1.057983796,0.051724134,-0.20578763,0.080453849,0.059751157,0.008197869,-0.6025945,-0.04390683,0.038134407,-0.070769764,-0.42693675,0.11076206,-0.08148654,-0.30943877,211,211,209,2,3.8444142,291.07733,0,0,31,FALSE,271.44284,1.589841296,0.009324352,-0.040994056,25,12,0.050152853,0,26,TRUE,197,1163752.993,274.704057,4236.388,10.523714,24,592568.3133,577.3947505,1026.2793,10.919542,24,830279.0154,655.3892173,1266.8488,9.96386,1.2226369,0,0.95568275,0.39582825,0.5598545,,,0,,,,NOT_AVAILABLE,129.4438736,-0.871273807,51.78585891,46.01717704,100001,5361.6665,5284.75,5454,,,,,,,200111,25.921017,25.050787,26.68104,500.2625,379.1239,621.4011,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265141615069440,,8,26.52142,61.30771
8.81E-05,1.63572E+18,Gaia DR2 511266314154346240,5.11266E+17,976933926,2015.5,26.61589961,0.013417008,61.30392754,0.015256684,0.320158452,0.021810801,14.678895,-1.026654264,0.021908781,-0.297910696,0.02986859,-0.4860555,0.18783782,-0.53482497,0.28944847,-0.072493084,0.25974825,-0.28933528,-0.124256566,0.11630339,-0.5939742,440,0,437,3,-8.094544,234.63387,0,0,31,FALSE,67.347275,1.567215793,0.00364051,-0.031368043,50,20,0.040570512,0,53,FALSE,464,52163.8803,9.231868376,5650.414,13.894941,51,25877.98811,27.92787348,926.6007,14.319062,50,38915.30899,28.1317932,1383.3213,13.286619,1.2421104,0,1.032443,0.4241209,0.60832214,,,0,,,,NOT_AVAILABLE,129.4890203,-0.865324953,51.83923751,45.99074939,100001,5186.875,5045.1,5445,,,,,,,200111,5.7309704,5.200486,6.057594,21.417767,17.556803,25.27873,http://geadata.esac.esa.int/data-server/datalink/links?ID=511266314154346240,,9,26.61592,61.30384
2.04E-04,1.63572E+18,Gaia DR2 511219413109065088,5.11219E+17,853809616,2015.5,26.65612788,0.013500507,61.29999684,0.015702337,0.341634819,0.023108099,14.784203,-2.895885216,0.022628282,-0.534876626,0.031693717,-0.39081275,0.03916094,-0.49761516,0.21670684,5.20E-04,0.18440436,-0.22703034,-0.06358613,0.04275588,-0.52654546,477,0,477,0,3.3286471,581.06964,0.082565898,2.010076042,31,FALSE,38.83926,1.366149715,0.003742057,-0.032696515,54,20,0.04059922,0,59,FALSE,504,42080.18204,7.967259124,5281.6387,14.128172,54,11804.33033,31.80022037,371.2028,15.171285,53,45768.9105,40.76317573,1122.8004,13.110494,1.3681794,1,2.060791,1.0431128,1.0176783,-50.65630426,2.681483187,9,4500,3,0,NOT_AVAILABLE,129.5087341,-0.865071802,51.86022793,45.9774875,100002,4065.38,3646,4633.29,1.6205,1.3472,1.7921,0.784,0.673,0.863,200111,9.628873,7.4130807,11.971385,22.816559,18.801792,26.831326,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219413109065088,,11,26.65602,61.2998
3.36E-05,1.63572E+18,Gaia DR2 511264905405075584,5.11265E+17,920734011,2015.5,26.56325699,0.015011298,61.2970646,0.017566992,0.329244519,0.023355888,14.096853,-0.99754931,0.024475989,-0.111286076,0.034967149,-0.49702704,0.03410512,-0.6074216,0.35993022,0.049710784,0.3431821,-0.3935068,0.010814924,-0.038109314,-0.59699535,453,0,453,0,-6.694894,275.51352,0,0,31,FALSE,41.205025,1.58230195,0.003915332,-0.03751793,52,19,0.046603918,0,57,FALSE,479,32643.87618,6.375637195,5120.096,14.403861,54,16577.37195,20.47110196,809.7938,14.802599,53,23771.70418,24.02605478,989.4136,13.821769,1.2360381,0,0.9808302,0.3987379,0.5820923,,,0,,,,NOT_AVAILABLE,129.4657582,-0.877373652,51.80292302,45.99779768,100001,5276.42,5126.515,5398.8066,,,,,,,200111,4.2305818,4.040948,4.4816127,12.498341,10.199028,14.797653,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264905405075584,,12,26.56332,61.29705
1.73E-04,1.63572E+18,Gaia DR2 511219413109069312,5.11219E+17,439946263,2015.5,26.65779729,0.011551597,61.29508741,0.01361648,0.317097432,0.019793632,16.020174,-1.017231979,0.019000373,0.121443625,0.027292509,-0.3977327,0.02640524,-0.52362967,0.20756085,0.04342445,0.17657553,-0.22697787,-0.063577905,0.06702837,-0.5328779,495,0,494,1,-7.7097626,284.8834,0,0,31,FALSE,68.93274,1.578544614,0.003037969,-0.030583022,56,20,0.036494806,0,60,FALSE,520,54074.91372,8.668009599,6238.4463,13.855876,59,27796.77659,30.84091317,901.29553,14.241402,57,38989.5023,35.03913356,1112.7416,13.284551,1.2350695,1,0.956851,0.3855257,0.5713253,,,0,,,,NOT_AVAILABLE,129.5105599,-0.869699138,51.85760569,45.97285887,100002,5223.5,5038,5389,,,,,,,200111,5.7918386,5.4415584,6.2262034,22.499557,18.67037,26.328745,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219413109069312,,13,26.65771,61.29492
1.54E-04,1.63572E+18,Gaia DR2 511219413109070592,5.11219E+17,91757594,2015.5,26.65020619,0.013403282,61.29415912,0.015633489,0.294641763,0.022097405,13.333773,-1.090989148,0.022785253,-0.257763442,0.031424991,-0.44655004,0.11574816,-0.494154,0.24401028,-0.037343163,0.22060141,-0.27454287,-0.024781862,0.023277655,-0.5752786,476,9,474,2,-7.5949287,272.26367,0,0,31,FALSE,45.856995,1.583106028,0.003502651,-0.001685729,54,20,0.04120904,0,59,FALSE,500,36339.5977,7.948997743,4571.5947,14.2874155,51,18643.71025,26.19021817,711.8578,14.675057,49,26206.81255,23.500964,1115.1378,13.715884,1.2342052,0,0.9591732,0.3876419,0.5715313,,,0,,,,NOT_AVAILABLE,129.5071936,-0.871380103,51.85241457,45.97392626,100001,5330.9937,5030.3335,5405,,,,,,,200111,4.867701,4.735315,5.46697,17.241507,13.868848,20.614166,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219413109070592,,15,26.65013,61.29401
2.09E-04,1.63572E+18,Gaia DR2 511219340083826816,5.11219E+17,1468824874,2015.5,26.67444435,0.017193352,61.28716172,0.020523144,0.296524475,0.029043057,10.209823,-0.951835614,0.028611114,-0.299358953,0.040904496,-0.40646884,0.08372656,-0.5208008,0.25218832,-0.06762195,0.23101673,-0.3099563,-0.05589766,0.08087731,-0.5246084,465,403,454,11,2.9516633,542.63007,0,0,31,FALSE,201.67178,1.613371879,0.004737056,-0.0109501,53,20,0.03420427,0,56,TRUE,490,143689.2053,99.01474942,1451.19,12.794806,56,77063.5753,154.4234109,499.04074,13.134265,56,99061.59941,197.163909,502.4327,12.272157,1.225737,0,0.86210823,0.33945942,0.5226488,,,0,,,,NOT_AVAILABLE,129.5200587,-0.875745354,51.86166054,45.96195849,100001,5756.25,5429.99,6298.527,,,,,,,200111,8.082864,6.7509766,9.083359,64.62251,53.94239,75.302635,http://geadata.esac.esa.int/data-server/datalink/links?ID=511219340083826816,,16,26.67427,61.28697
2.41E-04,1.63572E+18,Gaia DR2 511265420801154304,5.11265E+17,795498549,2015.5,26.42509515,0.018209083,61.28707411,0.020760102,0.791874023,0.029859766,26.519766,1.76040167,0.03130431,-1.243084145,0.043558384,-0.36066723,-0.049806174,-0.5848147,0.28056777,0.031822477,0.24239069,-0.35400936,0.049684707,-0.009841409,-0.53650236,457,0,456,1,10.886118,862.2876,0.184068856,10.49145389,31,FALSE,20.248297,1.525353046,0.004532068,-0.03782264,52,19,0.053030882,0,57,FALSE,481,54875.30566,8.760122801,6264.2163,13.839923,51,24422.6606,27.71947184,881.0651,14.381906,49,44695.99734,35.92620627,1244.1057,13.136249,1.2595586,0,1.245657,0.54198265,0.7036743,,,0,,,,NOT_AVAILABLE,129.4029589,-0.901066698,51.71350275,46.02323719,100001,4852.013,4620.04,5137.75,,,,,,,200111,2.8137474,2.5094764,3.1033986,3.9532363,3.5911295,4.3153434,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265420801154304,,17,26.42487,61.28729
6.90E-05,1.63572E+18,Gaia DR2 511265008484294528,5.11265E+17,840591651,2015.5,26.48956522,0.018672917,61.28132301,0.022452101,4.213006312,0.030042645,140.23419,32.81522701,0.031235509,-0.722283299,0.045815189,-0.40638006,-0.02652806,-0.6235994,0.34038487,0.011581932,0.30279723,-0.41383982,0.06580737,-0.04725678,-0.5741075,497,497,481,16,13.254341,1012.1519,0,2.58E-15,31,FALSE,294.4836,1.632014626,0.005034514,-0.017384434,56,19,0.0371225,0,61,TRUE,505,1766626.108,487.1669598,3626.3257,10.070504,58,1004790.992,525.3909546,1912.4635,10.346199,58,1090830.865,625.8434898,1742.977,9.667526,1.1862283,0,0.6786728,0.27569485,0.40297794,,,0,,,,NOT_AVAILABLE,129.4344561,-0.900208283,51.74754814,46.00241638,100001,6155.843,5979.5,6552.67,1.114,0.8313,1.2561,0.553,0.42,0.6468,200111,1.7293478,1.5262328,1.8328531,3.8690958,3.82488,3.9133117,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265008484294528,,18,26.4896,61.28139
