dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,i20160905_oid,col1,col2
4.84E-04,1.63572E+18,Gaia DR2 2014632067498006400,2.01463E+18,1044466610,2015.5,343.624341,0.043825077,60.7248143,0.047836871,0.266725451,0.057039165,4.676181,-3.688752415,0.094011482,-2.775404219,0.08678228,0.009806545,0.13102093,-0.15229088,-0.086648665,0.25465208,-0.18286954,0.09709497,-0.29828843,0.15404975,-0.04256619,292,0,291,1,22.198336,1211.4294,0.49474136,33.6251375,31,FALSE,3.3947105,1.288708773,0.012650008,-0.008718031,33,19,0.0919286,0,36,FALSE,315,17752.29858,8.469826372,2095.946,15.065229,35,2030.918107,13.20320955,153.82004,17.082157,35,26951.6864,132.0232147,204.14354,13.685455,1.6326114,0,3.3967018,2.0169277,1.3797741,,,0,,,,NOT_AVAILABLE,109.1122991,1.029851602,25.17093862,58.77549549,100001,4216.3545,3647.46,4732.86,2.795,2.743,2.8581,1.421,1.3963,1.448,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014632067498006400,,2,343.6235,60.72507
1.80E-04,1.63572E+18,Gaia DR2 2014629524877335168,2.01463E+18,1184597740,2015.5,343.4714785,0.016036994,60.73498439,0.016890536,1.841209994,0.020065545,91.75978,-12.17869279,0.033282841,-10.36067224,0.030468243,0.03718771,0.12809868,-0.29227418,-0.08660034,0.1865375,-0.1604656,-0.16040777,-0.25476918,0.20076182,0.06850341,293,0,292,1,-3.1680868,217.03876,0,0,31,FALSE,32.00367,1.524600088,0.004659318,-0.004680615,34,19,0.04126635,0,37,FALSE,317,25432.18218,6.789592242,3745.7598,14.674907,36,11328.49303,19.73566949,574.0111,15.215958,34,20333.06739,27.5231247,738.76306,13.991413,1.2449408,1,1.2245445,0.5410509,0.6834936,,,0,,,,NOT_AVAILABLE,109.0494515,1.071574444,25.08780081,58.83742424,100002,5021,4838.0703,5202.5,0.4617,0.2017,0.765,0.2103,0.093,0.375,200111,0.7541757,0.7024716,0.81228536,0.32568717,0.3160511,0.33532324,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014629524877335168,,4,343.4714,60.73516
1.51E-04,1.63572E+18,Gaia DR2 2014630246431830144,2.01463E+18,966278654,2015.5,343.4213719,0.014871922,60.73834957,0.015904184,0.290393678,0.01980449,14.663023,-2.780801555,0.030548647,-1.839311284,0.027846631,0.027829356,0.15541542,-0.28328025,-0.07625088,0.31389213,-0.20543686,-0.08374963,-0.32058752,0.23742919,0.03158865,287,0,287,0,2.3950655,342.03082,0.095002933,2.229550872,31,FALSE,48.897114,1.404836321,0.004181345,-0.022860127,33,18,0.0382282,0,36,FALSE,314,68652.36869,59.06175946,1162.3827,13.596727,35,20106.68241,68.70897743,292.63544,14.593037,36,74855.15904,201.5621134,371.37515,12.576365,1.3832275,0,2.0166712,0.9963093,1.0203619,,,0,,,,NOT_AVAILABLE,109.0288899,1.085308366,25.0605968,58.85775147,100001,3730.3333,3616.5,4155.81,1.5517,1.2949,1.68,0.761,0.6315,0.8221,200111,19.203293,15.472467,20.431206,64.33341,52.37311,76.29372,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014630246431830144,,5,343.4214,60.7385
1.94E-04,1.63572E+18,Gaia DR2 2014629559237078144,2.01463E+18,724666845,2015.5,343.5015761,0.019569937,60.74017599,0.019048989,1.309175134,0.02458457,53.251904,-1.469370114,0.040257032,-6.686728098,0.034366175,0.058621503,0.2579454,-0.22794695,-0.003093329,0.28011,-0.12566194,-0.036722094,-0.27884063,0.19650164,0.05652248,288,0,288,0,-1.6831354,244.2111,0,0,31,FALSE,22.743406,1.532247577,0.005563331,0.010323396,34,19,0.0464171,0,36,FALSE,303,18432.58255,5.944911515,3100.5647,15.024401,32,8150.216334,18.769444,434.2279,15.573465,32,14983.1121,16.09410025,930.96924,14.322915,1.2550237,0,1.2505503,0.54906464,0.70148563,,,0,,,,NOT_AVAILABLE,109.0649566,1.06982167,25.11441006,58.83009218,100001,4852,4620.04,5290.5,0.8537,0.707,0.9615,0.424,0.3487,0.4746,200111,0.9863957,0.8296584,1.0879308,0.4858254,0.46250686,0.5091439,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014629559237078144,,7,343.5014,60.74035
1.75E-04,1.63572E+18,Gaia DR2 2014629559237072384,2.01463E+18,1368055847,2015.5,343.4960222,0.02678783,60.74540518,0.027967602,0.843708401,0.033729779,25.013754,-0.111692978,0.055550151,-2.506515314,0.050875629,0.035483137,0.07477671,-0.23390716,-0.109904155,0.23531672,-0.18507764,-0.12910295,-0.27456373,0.1802528,0.081232965,291,0,291,0,3.6006665,380.24115,0.164006559,2.876196607,31,FALSE,9.726697,1.38186444,0.007778039,0.022132268,34,19,0.059953555,0,37,FALSE,316,10865.79756,4.825111897,2251.9265,15.598211,35,2721.426731,9.551895788,284.9096,16.764397,34,12893.89876,24.73965739,521.1834,14.485959,1.437108,1,2.2784376,1.1661854,1.1122522,,,0,,,,NOT_AVAILABLE,109.0647966,1.075711213,25.11831087,58.83562722,100002,3559.25,3445,3912.3333,2.676,2.3469,2.939,1.3655,1.1689,1.5116,200111,3.0719764,2.542513,3.2791133,1.3644714,1.2356577,1.4932852,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014629559237072384,,8,343.4959,60.74557
1.22E-04,1.63572E+18,Gaia DR2 2014630315151302016,2.01463E+18,675062546,2015.5,343.4289824,0.018607833,60.7512185,0.020331897,1.680894617,0.0245805,68.383255,24.35944892,0.040567083,9.698021281,0.036870211,0.007700264,0.081820086,-0.23419866,-0.07072753,0.27985078,-0.1555958,-0.0493187,-0.30265108,0.19209357,0.079242826,275,0,274,1,-2.689012,210.75807,0,0,31,FALSE,23.296438,1.516954559,0.00556686,-0.006902413,32,18,0.047125004,0,36,TRUE,301,18796.15756,5.115473725,3674.3728,15.003193,34,8228.896499,15.10502192,544.7789,15.563034,34,15275.25482,16.38431341,932.30975,14.301949,1.2504764,0,1.2610855,0.55984116,0.70124435,,,0,,,,NOT_AVAILABLE,109.0378655,1.095253737,25.08380319,58.86370387,100001,5007.6665,4799.34,5123.7573,0.5047,0.2639,0.6331,0.235,0.1354,0.3024,200111,0.7149909,0.6829583,0.77840984,0.28962585,0.27879992,0.3004518,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014630315151302016,,9,343.429,60.75134
2.93E-04,1.63572E+18,Gaia DR2 2014635366033224320,2.01464E+18,1072547300,2015.5,343.592646,0.028849259,60.76130848,0.028961465,0.288145615,0.035310598,8.1603155,-2.812488419,0.061515582,-1.757207602,0.054717355,0.034320056,0.14378333,-0.18674845,-0.06812042,0.2041436,-0.1315996,-0.057708286,-0.23593287,0.13482708,0.084144704,254,0,253,1,6.9017615,434.6828,0.231839115,7.175896265,31,FALSE,9.903084,1.330404103,0.008279845,0.1353984,29,19,0.06476076,0,32,FALSE,270,16938.85092,11.00585058,1539.0769,15.116156,31,3806.324175,17.27120584,220.38554,16.400124,30,20806.7914,43.08654349,482.90695,13.966407,1.4530569,0,2.4337168,1.283968,1.1497488,,,0,,,,NOT_AVAILABLE,109.1142245,1.069450411,25.20259328,58.81158951,100001,3410,3352,4087.6133,2.412,2.246,2.596,1.203,1.1059,1.282,200111,12.983883,9.035949,13.437094,20.536263,14.65201,26.420515,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014635366033224320,,11,343.5921,60.76143
1.94E-04,1.63572E+18,Gaia DR2 2014635499174210688,2.01464E+18,814312917,2015.5,343.5374775,0.037209647,60.76301113,0.039968424,0.567936935,0.048748221,11.6504135,-0.206343326,0.077217119,-3.048670039,0.069351575,0.034302812,0.16485465,-0.22946581,-0.042527825,0.25937396,-0.1485584,-0.03390291,-0.29840848,0.20462564,0.029878233,299,0,299,0,16.94623,924.6744,0.39744709,20.56909945,31,FALSE,4.6956267,1.31552008,0.011329369,-0.032025144,34,19,0.077083714,0,37,FALSE,324,15993.02584,6.844205516,2336.7249,15.178539,35,2387.917526,11.94246671,199.95178,16.90634,33,22556.30586,71.78210963,314.23297,13.87875,1.5596938,1,3.0275898,1.7278004,1.2997894,,,0,,,,NOT_AVAILABLE,109.0907058,1.082719409,25.16983469,58.83259882,100002,4072.8665,3358,4670.47,,,,,,,200111,3.5492854,2.6991067,5.221315,3.1230378,2.5317795,3.714296,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014635499174210688,,12,343.5372,60.76315
1.36E-04,1.63572E+18,Gaia DR2 2014630418230518144,2.01463E+18,1090851363,2015.5,343.4679812,0.034655651,60.7644239,0.034413085,0.381913685,0.044971757,8.492301,-2.913798022,0.073093776,-1.752431427,0.062716236,0.06732821,0.1251519,-0.2149351,-0.104551226,0.24881543,-0.21210657,-0.10317873,-0.35079333,0.19609886,0.07987892,284,0,283,1,7.964412,510.26,0.273763495,7.308177393,31,FALSE,6.384777,1.356647699,0.009573256,-0.03344263,33,18,0.07461422,0,36,FALSE,309,10474.42533,4.571596777,2291.1963,15.638041,35,2266.369605,11.13389789,203.55582,16.96306,33,13166.95797,32.27688672,407.93768,14.463206,1.4734296,0,2.499854,1.3250198,1.1748343,,,0,,,,NOT_AVAILABLE,109.0607766,1.09880295,25.12751916,58.85857695,100001,3820.6602,3425.6667,4486.7065,2.6145,2.512,2.7503,1.298,1.234,1.3896,200111,5.271134,3.8223066,6.5567803,5.334042,3.9308608,6.7372236,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014630418230518144,,13,343.468,60.76456
5.30E-04,1.63572E+18,Gaia DR2 2014632754693298816,2.01463E+18,1618158538,2015.5,343.6674742,0.018274906,60.7644829,0.020045745,1.354169356,0.024357127,55.59643,-5.386906445,0.03788586,-2.207081403,0.034618576,-0.010520793,0.049631823,-0.21867876,-0.029047094,0.32931596,-0.14190172,-0.032149103,-0.32073334,0.19712642,-0.061904907,255,0,254,1,-2.9561503,188.13162,0,0,31,FALSE,27.707363,1.493363041,0.005379213,0.030532453,29,17,0.044385754,0,33,FALSE,279,21302.44407,7.581686871,2809.7236,14.867292,28,8951.100321,19.794809,452.19434,15.471697,27,17940.80152,15.84077515,1132.5709,14.1273155,1.2623857,0,1.3443813,0.60440445,0.7399769,,,0,,,,NOT_AVAILABLE,109.148525,1.056423237,25.25481356,58.78681027,100001,4952,4639.21,5103,1.0167,0.8317,1.2531,0.4855,0.411,0.6001,200111,0.9721616,0.9154795,1.1076733,0.5120286,0.4884272,0.5356299,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014632754693298816,,14,343.6664,60.76456
