dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,r20151202_oid,col1,col2
5.00E-04,1.63572E+18,Gaia DR2 2014632479815214720,2.01463E+18,990786723,2015.5,343.6840002,0.016949615,60.73892288,0.017757498,0.265881023,0.021835756,12.176406,-2.834478103,0.0345685,-1.636362487,0.032303174,0.021720758,0.2366161,-0.25507092,-0.007097169,0.25303426,-0.11857623,-0.038128935,-0.2877444,0.14383176,-0.09417257,276,0,273,3,-0.8853242,247.38878,0,0,31,FALSE,32.038456,1.44107108,0.004820276,-0.006513864,31,19,0.04213438,0,35,FALSE,300,24845.85494,6.286896388,3952.0063,14.700231,32,8391.928779,19.08700563,439.6671,15.541734,34,24991.55261,33.30903903,750.2934,13.767437,1.3436238,0,1.7742968,0.84150314,0.9327936,,,0,,,,NOT_AVAILABLE,109.1447046,1.029891707,25.22904345,58.76357139,100001,3997.5925,3831.75,4390.42,1.1485,1.097,1.433,0.548,0.5203,0.6086,200111,10.033059,8.317988,10.920338,23.160906,18.129349,28.192463,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014632479815214720,,4,343.685,60.73903
4.87E-04,1.63572E+18,Gaia DR2 2014632685973822464,2.01463E+18,1152366721,2015.5,343.6756043,0.020532159,60.75964823,0.021720856,0.995851419,0.026250153,37.936974,-4.62791263,0.042599531,-4.519155723,0.037346774,-0.03083665,0.04323416,-0.3292865,-0.011441062,0.33996582,-0.09161077,-0.034235395,-0.23370425,0.19192527,-0.048026346,254,0,254,0,-1.0966802,224.6965,0,0,31,FALSE,22.399508,1.431203823,0.005790181,-0.012370832,29,17,0.0485379,0,32,TRUE,279,17384.72357,5.662324367,3070.245,15.087946,29,5694.904549,15.86660472,358.92395,15.962672,28,17623.72796,28.95649196,608.62787,14.146675,1.341329,0,1.8159971,0.8747263,0.9412708,,,0,,,,NOT_AVAILABLE,109.150004,1.050344009,25.2531252,58.78061529,100001,3931.8398,3900,4034.6025,,,,,,,200111,2.3684251,2.2493124,2.407255,1.2078063,1.1278782,1.2877345,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014632685973822464,,7,343.6766,60.75967
5.01E-04,1.63572E+18,Gaia DR2 2014632754693298816,2.01463E+18,1618158538,2015.5,343.6674742,0.018274906,60.7644829,0.020045745,1.354169356,0.024357127,55.59643,-5.386906445,0.03788586,-2.207081403,0.034618576,-0.010520793,0.049631823,-0.21867876,-0.029047094,0.32931596,-0.14190172,-0.032149103,-0.32073334,0.19712642,-0.061904907,255,0,254,1,-2.9561503,188.13162,0,0,31,FALSE,27.707363,1.493363041,0.005379213,0.030532453,29,17,0.044385754,0,33,FALSE,279,21302.44407,7.581686871,2809.7236,14.867292,28,8951.100321,19.794809,452.19434,15.471697,27,17940.80152,15.84077515,1132.5709,14.1273155,1.2623857,0,1.3443813,0.60440445,0.7399769,,,0,,,,NOT_AVAILABLE,109.148525,1.056423237,25.25481356,58.78681027,100001,4952,4639.21,5103,1.0167,0.8317,1.2531,0.4855,0.411,0.6001,200111,0.9721616,0.9154795,1.1076733,0.5120286,0.4884272,0.5356299,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014632754693298816,,9,343.6685,60.76447
2.99E-04,1.63572E+18,Gaia DR2 2014632582894430848,2.01463E+18,946763557,2015.5,343.7751989,0.021582904,60.76796437,0.023137528,0.222983386,0.027921021,7.986219,-2.497381943,0.04341609,-1.088089838,0.040345913,-0.01596527,0.1872858,-0.29016882,0.07092326,0.262487,-0.044604365,-0.18065351,-0.32331958,0.16428955,-0.07386539,257,0,256,1,3.838911,346.38406,0.132975534,2.925464451,31,FALSE,19.193348,1.400957455,0.006670707,0.07448945,30,19,0.049474064,0,32,FALSE,274,22036.78934,127.3533745,173.03656,14.830495,31,6333.93989,116.1937069,54.5119,15.847203,31,24271.20755,424.5477751,57.169556,13.799191,1.3888206,0,2.0480118,1.0167084,1.0313034,,,0,,,,NOT_AVAILABLE,109.1974538,1.036758356,25.32840307,58.75042258,100001,3754,3622,4398.39,1.7527,1.4839,2.1594,0.855,0.7373,1.1053,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014632582894430848,,10,343.7756,60.76819
4.26E-04,1.63572E+18,Gaia DR2 2014632784754912384,2.01463E+18,1397574701,2015.5,343.6880297,0.068479495,60.77835555,0.078571979,0.67753418,0.09110751,7.4366446,-4.913521599,0.141801579,-3.413853289,0.133162578,0.019474426,0.1413301,-0.25716045,0.050909843,0.31252474,-0.048308637,-0.08917791,-0.25938272,0.15805522,-0.03941177,280,280,269,11,57.175564,4957.5117,0.433616759,76.26384128,31,TRUE,4.6621265,1.213256139,0.024195912,0.007294346,32,18,0.07828355,0,36,FALSE,305,374794.2032,1054.623047,355.38214,11.753883,34,17353.92514,326.607052,53.133957,14.752893,34,649132.4824,9383.765956,69.17612,10.231087,1.778273,1,4.5218067,2.99901,1.5227966,,,0,,,,NOT_AVAILABLE,109.1635911,1.064564887,25.28763275,58.78879779,100002,3296,3288.75,3335,2.447,2.3132,2.5151,1.503,1.4546,1.5406,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014632784754912384,,14,343.6889,60.77838
5.08E-04,1.63572E+18,Gaia DR2 2014635778350274176,2.01464E+18,113892709,2015.5,343.6422722,0.021915065,60.77841134,0.02333021,0.240801261,0.028480919,8.454827,-2.253481551,0.044273847,-1.421617016,0.039937617,0.037584264,0.08225561,-0.31115422,-0.03963543,0.33239168,-0.14392887,-0.05413003,-0.27116305,0.20087986,-0.02682087,251,0,250,1,8.580424,487.19113,0.18820137,8.179918363,31,FALSE,19.197634,1.368070673,0.006110423,-0.02624025,29,16,0.04967515,0,34,FALSE,279,47609.86094,52.95857426,899.00195,13.994123,31,11600.24156,37.4812785,309.4943,15.190221,33,56829.92952,191.0816054,297.41183,12.875477,1.4373109,0,2.314744,1.1960974,1.1186466,,,0,,,,NOT_AVAILABLE,109.143489,1.074314181,25.25855992,58.80529464,100001,3517,3428,4479.5366,1.6053,1.414,1.9291,0.814,0.7146,0.9704,200111,23.450739,14.455565,24.684233,75.80489,53.7684,97.841385,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014635778350274176,,15,343.6433,60.77833
5.53E-04,1.63572E+18,Gaia DR2 2014635400392959872,2.01464E+18,1003286389,2015.5,343.6200976,0.017395693,60.77883596,0.017524082,1.441956512,0.021968844,65.63643,-7.631500578,0.035275131,2.24175396,0.031799531,0.01231334,0.21154031,-0.28099558,0.004051158,0.23453526,-0.08842512,-0.08502855,-0.29593912,0.13226251,-0.02618753,287,0,286,1,-5.3152146,172.40877,0,0,31,FALSE,28.217676,1.536217479,0.005043661,0.009318212,33,19,0.042270504,0,36,FALSE,303,22006.20858,6.250623755,3520.642,14.832003,32,10202.41959,20.15932123,506.08945,15.32963,31,17044.3579,26.67124329,639.0538,14.182968,1.2381405,0,1.1466618,0.49762726,0.6490345,,,0,,,,NOT_AVAILABLE,109.1339226,1.079401804,25.24503482,58.81355932,100001,4971.6665,4944.5,5135,0.3882,0.291,0.5955,0.1813,0.143,0.2683,200111,0.91855353,0.86104834,0.9286748,0.46442074,0.44573745,0.48310402,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014635400392959872,,16,343.6212,60.77871
3.48E-04,1.63572E+18,Gaia DR2 2014632892132066944,2.01463E+18,1127773995,2015.5,343.7283929,0.022279866,60.7891748,0.024489983,0.324315677,0.029423155,11.022465,-3.024986456,0.046801351,-1.641542984,0.043440127,-0.014417033,0.15859503,-0.25959116,0.0430912,0.22749847,-0.04683499,-0.109544404,-0.29134005,0.17964192,-0.042886104,279,0,279,0,13.723731,735.8937,0.245792751,16.4463815,31,FALSE,14.440492,1.376016836,0.0065897,0.04603569,32,19,0.05176935,0,35,FALSE,302,97026.39415,57.33935876,1692.143,13.221141,34,24513.43919,94.54748125,259.2712,14.377877,33,113102.4216,318.1178026,355.5363,12.128241,1.4183342,1,2.2496367,1.1567364,1.0929003,,,0,,,,NOT_AVAILABLE,109.1860394,1.065771501,25.32871904,58.78159918,100002,3539,3487,4073.1035,1.597,1.3956,1.8826,0.7912,0.6829,0.909,200111,24.341642,18.376387,25.073046,83.73686,65.21605,102.257675,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014632892132066944,,18,343.7291,60.78922
5.13E-04,1.63572E+18,Gaia DR2 2014635778350083200,2.01464E+18,437721272,2015.5,343.6613605,0.016040159,60.79014904,0.017397235,0.354029525,0.020993796,16.863531,-2.79779069,0.034324632,-1.612857769,0.030957337,0.023771582,0.12950268,-0.23135456,0.028298445,0.26228407,-0.053908233,-0.03191778,-0.29852623,0.117685914,0.022712238,282,0,282,0,8.2070675,517.54285,0.150359694,6.619814689,31,FALSE,32.348366,1.396300384,0.004610231,0.007763212,33,19,0.041264534,0,36,FALSE,308,99899.89908,100.8717189,990.3658,13.189453,34,27629.17565,120.8863737,228.55492,14.247969,34,111898.3056,350.1268314,319.59363,12.139861,1.3966728,0,2.1081076,1.0585155,1.049592,,,0,,,,NOT_AVAILABLE,109.156982,1.080839705,25.28742021,58.8063626,100001,3754,3591,4344.3066,1.5802,1.4967,1.6871,0.7737,0.699,0.826,200111,18.60934,13.895641,20.337086,61.96319,52.126766,71.79961,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014635778350083200,,19,343.6624,60.79007
3.61E-04,1.63572E+18,Gaia DR2 2014636534263938816,2.01464E+18,237417841,2015.5,343.5050587,0.072177336,60.79491554,0.073776108,0.438505546,0.088000677,4.9829793,-2.4520367,0.148413771,-1.726529491,0.138078622,0.08648225,0.15030642,-0.31997338,-0.13074388,0.14468947,-0.20355543,-0.1750204,-0.2738407,0.20973846,0.07076173,293,293,282,11,57.46148,5020.2812,0.445575496,80.08605962,31,TRUE,4.4453807,1.209241857,0.024037282,0.02023155,34,19,0.08392727,0,39,FALSE,329,769710.0467,884.0167926,870.69617,10.972548,34,38332.14467,309.6238422,123.8023,13.892481,35,1273044.869,8905.939111,142.94336,9.499811,1.7037286,1,4.3926697,2.9199333,1.4727364,-65.87567457,0.335201229,9,4500,3,0,NOT_AVAILABLE,109.090379,1.118331965,25.19464693,58.86581959,100002,3290.75,3277,3297,0.858,0.706,1.0814,0.6013,0.5197,0.6941,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636534263938816,,20,343.5056,60.79467
