dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,i20161220_oid,col1,col2
2.77E-04,1.63572E+18,Gaia DR2 2014638802007017600,2.01464E+18,1333638365,2015.5,343.7441381,0.022658686,60.91021587,0.022478445,0.566638352,0.027360363,20.710192,1.226542062,0.049104434,-0.753539359,0.04461565,0.09857426,0.19465083,-0.29633954,-0.006630007,0.07136265,-0.04008991,-0.18977119,-0.28917095,0.10931565,0.14132668,286,0,286,0,4.8842764,412.55978,0.169079304,4.564679807,31,FALSE,14.721438,1.373391432,0.00614799,0.09493509,33,19,0.056224454,0,37,FALSE,322,20198.60897,6.875430717,2937.7954,14.925062,36,5449.446341,16.9040152,322.37585,16.010508,35,22937.22273,47.19058265,486.05508,13.860568,1.4053774,0,2.1499395,1.0854454,1.0644941,,,0,,,,NOT_AVAILABLE,109.2454018,1.171541127,25.51115682,58.8576793,100001,3591,3493.75,4139.7534,2.321,1.9235,2.6,1.1797,0.9476,1.3173,200111,6.0544147,4.555689,6.39616,5.491623,4.8331585,6.1500874,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014638802007017600,,4,343.7443,60.90995
2.06E-04,1.63572E+18,Gaia DR2 2014638802007017856,2.01464E+18,1589618646,2015.5,343.7433293,0.021896127,60.90927864,0.020973988,0.297571875,0.024609806,12.091598,-2.83386736,0.045967541,-1.767345569,0.041476006,0.071957916,0.17707716,-0.41870043,-0.017421167,0.054731596,-0.026860466,-0.2062696,-0.18020388,0.121466234,0.13487293,287,0,287,0,0.17963107,285.61465,0,0,31,FALSE,17.005907,1.410296244,0.005897571,0.08976323,33,19,0.05447425,0,37,FALSE,323,13480.72222,4.904573065,2748.6025,15.364083,32,4261.606884,12.57281144,338.95416,16.277454,33,14181.26605,19.07206617,743.56213,14.382632,1.3680923,0,1.8948221,0.9133711,0.98145103,,,0,,,,NOT_AVAILABLE,109.2446413,1.170866681,25.50930597,58.85733758,100001,3832,3757,3993.3333,1.5743,1.405,1.81,0.7845,0.689,0.926,200111,7.600178,6.9984784,7.906647,11.221326,8.850046,13.592606,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014638802007017856,,5,343.7435,60.90909
2.52E-04,1.63572E+18,Gaia DR2 2014638664568073600,2.01464E+18,581364111,2015.5,343.794838,0.051075125,60.90888907,0.049970715,0.333422672,0.061246165,5.4439764,-2.012185816,0.103131277,-1.557292992,0.095696766,0.05799083,0.24505232,-0.3276477,0.006404462,0.11653186,-0.049452208,-0.14041655,-0.26122406,0.12741989,0.04011544,318,0,315,3,22.168423,1252.7424,0.550380901,34.14651194,31,FALSE,2.6051786,1.185113963,0.013947493,0.09463836,36,19,0.10023,0,40,FALSE,351,10665.70289,5.580777662,1911.1499,15.618392,38,1004.126249,17.07851087,58.79472,17.846918,38,16681.1064,56.88846404,293.22476,14.206358,1.6581404,0,3.6405602,2.228526,1.412034,,,0,,,,NOT_AVAILABLE,109.2670537,1.159676933,25.54140241,58.8385857,100001,3463.315,3283,3719.8425,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014638664568073600,,6,343.795,60.90865
2.55E-04,1.63572E+18,Gaia DR2 2014638767647285888,2.01464E+18,552933187,2015.5,343.7771756,0.016852462,60.90764805,0.016612148,0.300686039,0.019916085,15.097648,-2.684506374,0.033304968,-1.639687703,0.031442795,0.019566365,0.29944575,-0.3743545,0.057105094,0.079513125,-9.55E-06,-0.2132137,-0.25470322,0.1438113,-0.001852193,308,0,305,3,1.3553121,333.72162,0.024259176,0.104702593,31,FALSE,28.35057,1.38001353,0.004734664,0.08080283,35,19,0.04142501,0,39,FALSE,338,22502.61258,8.075568452,2786.5051,14.807783,36,6271.869282,16.07217433,390.23154,15.857896,38,24927.0223,33.07325325,753.6913,13.770244,1.3864564,0,2.0876522,1.0501127,1.0375395,,,0,,,,NOT_AVAILABLE,109.2587726,1.162272696,25.52843569,58.84408798,100001,3676.3333,3595.75,4454.3,1.79,1.7274,1.8616,0.8742,0.8359,0.9163,200111,11.140955,7.589153,11.645904,20.42674,16.745068,24.108414,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014638767647285888,,8,343.7773,60.9074
4.14E-04,1.63572E+18,Gaia DR2 2014649659684321280,2.01465E+18,1627298229,2015.5,343.524748,0.02277469,60.90640461,0.023265499,1.234946207,0.027920571,44.230694,-6.092430088,0.046793188,-7.786538861,0.042691517,0.042655908,0.13458642,-0.34618628,-0.09333296,0.21577118,-0.17023689,-0.16382305,-0.3029439,0.1414562,0.028681418,298,0,298,0,2.120186,346.63315,0.116663934,1.779798466,31,FALSE,13.885918,1.385487836,0.006413417,0.043617364,34,19,0.052994717,0,39,FALSE,332,13723.27642,4.106078818,3342.1853,15.344721,39,3717.443925,12.1715378,305.42105,16.425777,38,15253.44873,18.27227088,834.7867,14.3035,1.382388,0,2.1222773,1.0810566,1.0412207,,,0,,,,NOT_AVAILABLE,109.1476564,1.214469579,25.36655049,58.93391791,100001,3624.25,3562.5,3968.9167,2.5057,2.1473,2.9898,1.2533,1.072,1.5191,200111,2.2207625,1.8518014,2.2984161,0.7666047,0.7237897,0.80941975,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649659684321280,,9,343.5253,60.90609
2.61E-04,1.63572E+18,Gaia DR2 2014649006849306112,2.01465E+18,1282952185,2015.5,343.6478153,0.531862997,60.89531182,0.516091564,-0.320044209,0.643036023,-0.49770805,-8.600941716,1.058844099,-16.43717859,0.946598638,0.094014145,0.22552522,-0.40531993,-0.09460575,0.17043418,-0.18210986,-0.2131075,-0.36478722,0.15580541,0.053620107,288,0,288,0,276.76505,189896.78,5.812647397,7662.460129,31,FALSE,0.02940111,1.498848596,0.145520363,0.09362162,33,19,0.9906561,0,37,FALSE,309,41567.64312,20.59621385,2018.2177,14.141478,34,18139.37277,29.12200971,622.87506,14.704832,34,34266.81939,24.76219994,1383.8358,13.424735,1.2607448,0,1.280097,0.5633545,0.7167425,,,0,,,,NOT_AVAILABLE,109.1967218,1.178431329,25.42877453,58.88222102,110001,4967.5527,4802.79,5145,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649006849306112,,10,343.6481,60.89509
5.04E-04,1.63572E+18,Gaia DR2 2014646837885811328,2.01465E+18,363937265,2015.5,343.3756962,0.021209279,60.8939774,0.021254182,2.788352544,0.025163042,110.811424,17.34024343,0.0426735,1.732922284,0.038215742,0.111467674,0.17222184,-0.41839814,-0.11937626,0.19368024,-0.1937837,-0.18433985,-0.3006401,0.13605615,0.07861919,295,295,294,1,15.011169,819.6238,0,0,31,TRUE,221.26816,1.578679022,0.006159084,0.028868085,34,19,0.034075227,0,38,FALSE,324,166934.9593,23.06605829,7237.2554,12.631997,37,83641.26846,78.46676175,1065.9452,13.045337,36,120242.6244,75.67301365,1588.9763,12.061774,1.2213373,0,0.98356247,0.4133396,0.57022285,,,0,,,,NOT_AVAILABLE,109.0770116,1.234979074,25.25409271,58.97914896,100001,5336,5304.99,5371,0.358,0.2129,0.4987,0.178,0.103,0.2681,200111,1.1000036,1.085714,1.1129011,0.8837842,0.8701788,0.89738953,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014646837885811328,,11,343.3765,60.89366
3.88E-04,1.63572E+18,Gaia DR2 2014649487885631104,2.01465E+18,773860583,2015.5,343.4989876,0.212240645,60.89149715,0.205836466,0.035642539,0.251726755,0.14159217,-1.824168491,0.444503905,-2.536241303,0.405749591,0.15812445,0.23902784,-0.31830516,-0.08175384,0.12586816,-0.12452492,-0.0627651,-0.14648765,0.22580321,0.27637008,254,0,254,0,4.692195,368.20825,1.047205813,3.152921708,31,FALSE,0.19953758,1.329772185,0.057474903,0.112644896,30,18,0.431794,0,34,FALSE,281,424.8736936,1.27942682,332.08127,19.117716,6,97.02691059,20.55006974,4.721488,20.384157,7,1016.855183,61.44546793,16.548904,17.243773,2.621678,0,3.1403847,1.2664413,1.8739433,,,0,,,,NOT_AVAILABLE,109.1298752,1.206521797,25.32884475,58.93313735,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649487885631104,,12,343.4982,60.89156
3.67E-04,1.63572E+18,Gaia DR2 2014649556605107200,2.01465E+18,937077026,2015.5,343.4976436,0.045735213,60.89180843,0.04689762,0.525930737,0.05577434,9.429618,0.2070509,0.090705601,-1.667592646,0.083129949,0.060337797,0.19607018,-0.42848313,-0.10215437,0.3047196,-0.21987708,-0.11466976,-0.33792403,0.16945462,0.002618627,289,0,289,0,24.735376,1373.5729,0.472228538,37.06292123,31,FALSE,3.7854052,1.218321815,0.012687752,0.056379505,33,18,0.0919564,0,37,FALSE,325,22399.03111,8.984061456,2493.1965,14.812793,35,2399.25788,17.47576533,137.29057,16.901196,37,34326.24359,158.3150469,216.82237,13.422854,1.6396022,0,3.478341,2.0884027,1.3899384,,,0,,,,NOT_AVAILABLE,109.1294227,1.207087229,25.32843714,58.93383025,100001,3657.14,3423,4101.505,2.851,2.7774,2.9211,1.4425,1.413,1.474,200111,6.4657187,5.1405964,7.3805065,6.737436,5.190748,8.284123,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649556605107200,,12,343.4982,60.89156
4.02E-04,1.63572E+18,Gaia DR2 2014649522245365120,2.01465E+18,171521259,2015.5,343.4603699,0.043915164,60.89031956,0.045105149,0.306619138,0.053975166,5.6807446,-2.779238728,0.08720842,-1.621151911,0.079020363,0.079352096,0.21125929,-0.4210487,-0.102354504,0.2592428,-0.19533445,-0.102518074,-0.34804654,0.12472441,0.0635009,283,0,282,1,12.637205,692.38446,0.39135135,15.12330342,31,FALSE,4.069318,1.380674605,0.01253401,0.12527122,32,18,0.08911341,0,36,FALSE,313,9323.745445,4.578783397,2036.2932,15.76439,34,2340.065135,11.09914326,210.83295,16.928318,34,10972.40865,18.38932934,596.6726,14.661165,1.4278033,0,2.2671528,1.163928,1.1032248,,,0,,,,NOT_AVAILABLE,109.1124567,1.213666937,25.30263255,58.94623021,100001,3703.6667,3466,4037.7646,2.2383,1.9577,2.4438,1.0765,0.9679,1.1884,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649522245365120,,13,343.461,60.89006
