dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,i20171029_oid,col1,col2
2.26E-05,1.63572E+18,Gaia DR2 2014649694044056704,2.01465E+18,1027761428,2015.5,343.5547044,0.076414207,60.92564748,0.07635897,0.404133754,0.090008961,4.489928,6.290596786,0.15646689,8.744514547,0.144121579,0.11220602,0.15035622,-0.3681486,-0.13477802,0.17384994,-0.18716832,-0.147461,-0.19313616,0.18278864,0.13851367,291,0,290,1,10.977835,634.5061,0.608679414,10.87096718,31,FALSE,1.3099397,1.249630351,0.020224288,0.056980897,33,19,0.15229262,0,37,FALSE,325,2485.437302,2.458241467,1011.0631,17.19986,35,264.406657,11.52931051,22.933432,19.295708,36,3919.614838,23.95561051,163.6199,15.778811,1.6834146,0,3.5168962,2.095848,1.4210482,,,0,,,,NOT_AVAILABLE,109.1691547,1.225440438,25.41312241,58.93611105,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649694044056704,,1,343.5547,60.92567
6.42E-05,1.63572E+18,Gaia DR2 2014649694044056576,2.01465E+18,1231247570,2015.5,343.5482309,0.018552691,60.92379125,0.01949471,2.656444912,0.022156765,119.89317,10.63832501,0.036735314,-1.094991868,0.035070076,0.024283396,0.22013347,-0.41947472,-0.029744957,0.20378238,-0.115706034,-0.24970895,-0.26198724,0.15389419,-0.007392993,298,298,294,4,0.77401286,307.3157,0,1.66E-15,31,TRUE,381.66562,1.600687183,0.005316575,0.045121245,34,19,0.030302156,0,38,TRUE,324,291604.1,52.12321034,5594.515,12.0263815,37,152339.0206,155.6163315,978.9398,12.394361,36,201466.1846,159.1577589,1265.827,11.501414,1.2133067,0,0.89294624,0.36797905,0.5249672,0.373448241,1.302979323,11,6750,4.5,0,NOT_AVAILABLE,109.1655136,1.225140508,25.4063576,58.93718712,100001,5661,5474.5,6176.3335,0.4672,0.3,0.696,0.245,0.1215,0.3471,200111,1.3333784,1.1201553,1.4257743,1.6450313,1.6204869,1.6695758,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649694044056576,,2,343.5481,60.9238
3.49E-05,1.63572E+18,Gaia DR2 2014649689746414336,2.01465E+18,987863094,2015.5,343.5513499,0.112072005,60.92085496,0.113147379,0.336949903,0.133297452,2.5278046,-4.856441832,0.240871406,-3.352255487,0.217616544,0.12019177,0.1790348,-0.33145303,-0.0949071,0.13248602,-0.14678912,-0.17201279,-0.104507096,0.25086853,0.23818415,272,0,269,3,6.574293,444.76743,0.755520437,6.838093653,31,FALSE,0.64829206,1.178516844,0.031226235,0.059290115,31,19,0.23397979,0,35,FALSE,304,1167.314409,1.371179842,851.32117,18.020395,32,115.3885163,12.32431993,9.362668,20.195982,35,1965.358237,14.84167319,132.42162,16.528316,1.7825075,0,3.6676655,2.1755867,1.4920788,,,0,,,,NOT_AVAILABLE,109.1655984,1.221837124,25.40412849,58.93408929,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649689746414336,,3,343.5513,60.92088
7.31E-06,1.63572E+18,Gaia DR2 2014647117063667072,2.01465E+18,1647543110,2015.5,343.3701917,0.031492504,60.9175039,0.03285131,0.363559135,0.036989021,9.828839,-4.137704476,0.063719244,-4.448401424,0.061444512,0.11472388,0.11771894,-0.41508535,-0.17280985,0.14309195,-0.21478735,-0.20321085,-0.23278339,0.14406976,0.124960974,290,0,290,0,10.418864,612.02325,0.289125537,11.2698317,31,FALSE,7.353518,1.292098378,0.008587657,0.09735533,33,18,0.07082596,0,37,FALSE,326,15968.26527,5.847930901,2730.5837,15.180222,34,2712.559173,15.21822151,178.24417,16.76794,35,21658.39817,53.59328215,404.12524,13.922854,1.526212,0,2.845086,1.587719,1.2573671,,,0,,,,NOT_AVAILABLE,109.0849162,1.25729961,25.28437789,58.99695887,100001,3816.0598,3285,4285.92,2.844,2.769,2.918,1.433,1.4032,1.469,200111,6.8640924,5.441584,9.262809,9.00164,6.880747,11.122534,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014647117063667072,,4,343.3702,60.91751
2.45E-05,1.63572E+18,Gaia DR2 2014649865842746496,2.01465E+18,452786754,2015.5,343.5093005,0.017317231,60.91585552,0.018659541,2.310324358,0.021071766,109.640755,14.08404237,0.035109212,1.572446488,0.034031164,0.02095479,0.15571989,-0.37380096,-0.040909678,0.18262452,-0.1003451,-0.2040741,-0.2333011,0.12347159,0.008041781,309,309,308,1,1.1954838,332.68234,0,0,31,TRUE,373.80307,1.569518135,0.005210562,0.067579634,35,19,0.02920118,0,39,FALSE,338,274307.7196,31.27007537,8772.212,12.092771,36,136490.3352,143.7882573,949.24536,12.513634,36,197844.4676,107.5889643,1838.8918,11.521111,1.2188312,0,0.9925232,0.42086315,0.57166004,-20.54379591,1.268191194,8,5500,3.5,0,NOT_AVAILABLE,109.1450207,1.226249918,25.37029104,58.94583412,100001,5325.3335,5106.8267,5383,1.346,0.9177,1.6648,0.672,0.434,0.8473,200111,1.7098653,1.673427,1.8593163,2.1183891,2.0831566,2.1536217,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649865842746496,,5,343.5093,60.91588
1.90E-04,1.63572E+18,Gaia DR2 2014638802007017600,2.01464E+18,1333638365,2015.5,343.7441381,0.022658686,60.91021587,0.022478445,0.566638352,0.027360363,20.710192,1.226542062,0.049104434,-0.753539359,0.04461565,0.09857426,0.19465083,-0.29633954,-0.006630007,0.07136265,-0.04008991,-0.18977119,-0.28917095,0.10931565,0.14132668,286,0,286,0,4.8842764,412.55978,0.169079304,4.564679807,31,FALSE,14.721438,1.373391432,0.00614799,0.09493509,33,19,0.056224454,0,37,FALSE,322,20198.60897,6.875430717,2937.7954,14.925062,36,5449.446341,16.9040152,322.37585,16.010508,35,22937.22273,47.19058265,486.05508,13.860568,1.4053774,0,2.1499395,1.0854454,1.0644941,,,0,,,,NOT_AVAILABLE,109.2454018,1.171541127,25.51115682,58.8576793,100001,3591,3493.75,4139.7534,2.321,1.9235,2.6,1.1797,0.9476,1.3173,200111,6.0544147,4.555689,6.39616,5.491623,4.8331585,6.1500874,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014638802007017600,,6,343.7438,60.91012
7.81E-05,1.63572E+18,Gaia DR2 2014638832069083648,2.01464E+18,1263973324,2015.5,343.748813,0.135633313,60.91004447,0.133075707,0.506286135,0.160710647,3.1502962,-3.187006364,0.297550041,-0.159240934,0.264794546,0.19510259,0.16074583,-0.29210505,-0.06976161,0.03649515,-0.09692348,-0.18502617,-0.2016497,0.19319668,0.2763011,281,0,280,1,1.8649858,320.3589,0.34603124,0.651243385,31,FALSE,0.43609914,1.352556473,0.036374884,0.083056025,32,19,0.2883889,0,36,FALSE,314,625.0276522,1.113040971,561.54956,18.698618,32,111.278888,7.342886007,15.154653,20.235355,33,803.6595888,8.028847665,100.096504,17.499239,1.4638368,0,2.7361164,1.5367374,1.199379,,,0,,,,NOT_AVAILABLE,109.2473766,1.170402268,25.51387579,58.85588546,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014638832069083648,,7,343.7487,60.9101
2.74E-05,1.63572E+18,Gaia DR2 2014649659684320640,2.01465E+18,375001494,2015.5,343.5229906,0.033621613,60.90814298,0.033962313,0.255056167,0.041119453,6.2028103,-2.826879588,0.071156211,-1.775787571,0.063602512,0.061807275,0.12873158,-0.29901436,-0.08544689,0.21188642,-0.15631281,-0.15794145,-0.25957367,0.16696079,0.09144095,292,0,291,1,3.9209883,389.57947,0.171884014,2.186320035,31,TRUE,6.3219185,1.338420503,0.009390604,0.059467852,33,19,0.07385154,0,37,FALSE,325,6600.325194,3.697165666,1785.2393,16.139452,37,1456.453658,9.035564812,161.19121,17.443146,35,8220.170458,20.526524,400.4658,14.974718,1.4660829,0,2.4684277,1.3036938,1.1647339,,,0,,,,NOT_AVAILABLE,109.1476456,1.21640658,25.36792554,58.9357203,100001,3431,3322,3949.6133,2.5525,2.4636,2.702,1.2655,1.2165,1.3408,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649659684320640,,8,343.523,60.90817
1.05E-04,1.63572E+18,Gaia DR2 2014638767647285888,2.01464E+18,552933187,2015.5,343.7771756,0.016852462,60.90764805,0.016612148,0.300686039,0.019916085,15.097648,-2.684506374,0.033304968,-1.639687703,0.031442795,0.019566365,0.29944575,-0.3743545,0.057105094,0.079513125,-9.55E-06,-0.2132137,-0.25470322,0.1438113,-0.001852193,308,0,305,3,1.3553121,333.72162,0.024259176,0.104702593,31,FALSE,28.35057,1.38001353,0.004734664,0.08080283,35,19,0.04142501,0,39,FALSE,338,22502.61258,8.075568452,2786.5051,14.807783,36,6271.869282,16.07217433,390.23154,15.857896,38,24927.0223,33.07325325,753.6913,13.770244,1.3864564,0,2.0876522,1.0501127,1.0375395,,,0,,,,NOT_AVAILABLE,109.2587726,1.162272696,25.52843569,58.84408798,100001,3676.3333,3595.75,4454.3,1.79,1.7274,1.8616,0.8742,0.8359,0.9163,200111,11.140955,7.589153,11.645904,20.42674,16.745068,24.108414,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014638767647285888,,9,343.777,60.90771
3.45E-05,1.63572E+18,Gaia DR2 2014649659684321280,2.01465E+18,1627298229,2015.5,343.524748,0.02277469,60.90640461,0.023265499,1.234946207,0.027920571,44.230694,-6.092430088,0.046793188,-7.786538861,0.042691517,0.042655908,0.13458642,-0.34618628,-0.09333296,0.21577118,-0.17023689,-0.16382305,-0.3029439,0.1414562,0.028681418,298,0,298,0,2.120186,346.63315,0.116663934,1.779798466,31,FALSE,13.885918,1.385487836,0.006413417,0.043617364,34,19,0.052994717,0,39,FALSE,332,13723.27642,4.106078818,3342.1853,15.344721,39,3717.443925,12.1715378,305.42105,16.425777,38,15253.44873,18.27227088,834.7867,14.3035,1.382388,0,2.1222773,1.0810566,1.0412207,,,0,,,,NOT_AVAILABLE,109.1476564,1.214469579,25.36655049,58.93391791,100001,3624.25,3562.5,3968.9167,2.5057,2.1473,2.9898,1.2533,1.072,1.5191,200111,2.2207625,1.8518014,2.2984161,0.7666047,0.7237897,0.80941975,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649659684321280,,10,343.5247,60.90643
