dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,v20160903_oid,col1,col2
3.95E-04,1.63572E+18,Gaia DR2 2014630246431830144,2.01463E+18,966278654,2015.5,343.4213719,0.014871922,60.73834957,0.015904184,0.290393678,0.01980449,14.663023,-2.780801555,0.030548647,-1.839311284,0.027846631,0.027829356,0.15541542,-0.28328025,-0.07625088,0.31389213,-0.20543686,-0.08374963,-0.32058752,0.23742919,0.03158865,287,0,287,0,2.3950655,342.03082,0.095002933,2.229550872,31,FALSE,48.897114,1.404836321,0.004181345,-0.022860127,33,18,0.0382282,0,36,FALSE,314,68652.36869,59.06175946,1162.3827,13.596727,35,20106.68241,68.70897743,292.63544,14.593037,36,74855.15904,201.5621134,371.37515,12.576365,1.3832275,0,2.0166712,0.9963093,1.0203619,,,0,,,,NOT_AVAILABLE,109.0288899,1.085308366,25.0605968,58.85775147,100001,3730.3333,3616.5,4155.81,1.5517,1.2949,1.68,0.761,0.6315,0.8221,200111,19.203293,15.472467,20.431206,64.33341,52.37311,76.29372,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014630246431830144,,2,343.4208,60.73807
1.07E-04,1.63572E+18,Gaia DR2 2014636259386043008,2.01464E+18,1466755835,2015.5,343.5116071,0.014266619,60.774123,0.014346121,1.525085649,0.017786401,85.74448,-19.31018887,0.028646225,-2.770418078,0.026086754,0.072603785,0.21531178,-0.32387727,-0.0627556,0.22831216,-0.16387,-0.16566822,-0.27133656,0.19386894,0.064851515,296,8,295,1,-6.590037,158.03754,0,0,31,FALSE,58.700954,1.572705457,0.004032611,-0.016920215,34,19,0.0366373,0,37,FALSE,320,45892.82083,10.04717753,4567.7324,14.034004,34,22925.30316,45.73401606,501.27466,14.450601,32,33462.38276,26.6463031,1255.7983,13.450528,1.228682,0,1.0000725,0.4165964,0.58347607,,,0,,,,NOT_AVAILABLE,109.0841816,1.098228421,25.16916955,58.84942028,100001,5342.3335,5154.473,5559.63,,,,,,,200111,1.051561,0.9709676,1.1296084,0.8114984,0.7851616,0.8378352,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636259386043008,,3,343.5115,60.77403
2.84E-05,1.63572E+18,Gaia DR2 2014632784754912384,2.01463E+18,1397574701,2015.5,343.6880297,0.068479495,60.77835555,0.078571979,0.67753418,0.09110751,7.4366446,-4.913521599,0.141801579,-3.413853289,0.133162578,0.019474426,0.1413301,-0.25716045,0.050909843,0.31252474,-0.048308637,-0.08917791,-0.25938272,0.15805522,-0.03941177,280,280,269,11,57.175564,4957.5117,0.433616759,76.26384128,31,TRUE,4.6621265,1.213256139,0.024195912,0.007294346,32,18,0.07828355,0,36,FALSE,305,374794.2032,1054.623047,355.38214,11.753883,34,17353.92514,326.607052,53.133957,14.752893,34,649132.4824,9383.765956,69.17612,10.231087,1.778273,1,4.5218067,2.99901,1.5227966,,,0,,,,NOT_AVAILABLE,109.1635911,1.064564887,25.28763275,58.78879779,100002,3296,3288.75,3335,2.447,2.3132,2.5151,1.503,1.4546,1.5406,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014632784754912384,,4,343.688,60.77838
3.16E-04,1.63572E+18,Gaia DR2 2014642444138926208,2.01464E+18,1265546127,2015.5,343.4229695,0.018104876,60.7893296,0.017287121,2.004949929,0.020082944,99.833466,-3.754372588,0.036659145,-4.036015228,0.031815002,0.20584862,0.066653736,-0.49706468,-0.23383035,0.19133763,-0.27379072,-0.26491323,-0.13682106,0.24813722,0.23527311,263,0,262,1,-2.9102323,195.94879,0,1.25E-15,31,TRUE,41.480762,1.490239711,0.004594021,-0.016871987,30,18,0.04884021,0,33,FALSE,286,32277.49378,9.821841755,3286.2974,14.416116,32,12959.81772,21.59821636,600.04114,15.069891,31,27793.14265,19.71384036,1409.829,13.652076,1.2625813,0,1.4178152,0.6537752,0.76404,,,0,,,,NOT_AVAILABLE,109.0518989,1.130809552,25.13435551,58.89160299,100001,4719.915,4508.8203,4862.6104,,,,,,,200111,0.91781425,0.86473733,1.0057669,0.37665266,0.36641246,0.38689286,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014642444138926208,,5,343.4224,60.78918
4.78E-05,1.63572E+18,Gaia DR2 2014632892132066944,2.01463E+18,1127773995,2015.5,343.7283929,0.022279866,60.7891748,0.024489983,0.324315677,0.029423155,11.022465,-3.024986456,0.046801351,-1.641542984,0.043440127,-0.014417033,0.15859503,-0.25959116,0.0430912,0.22749847,-0.04683499,-0.109544404,-0.29134005,0.17964192,-0.042886104,279,0,279,0,13.723731,735.8937,0.245792751,16.4463815,31,FALSE,14.440492,1.376016836,0.0065897,0.04603569,32,19,0.05176935,0,35,FALSE,302,97026.39415,57.33935876,1692.143,13.221141,34,24513.43919,94.54748125,259.2712,14.377877,33,113102.4216,318.1178026,355.5363,12.128241,1.4183342,1,2.2496367,1.1567364,1.0929003,,,0,,,,NOT_AVAILABLE,109.1860394,1.065771501,25.32871904,58.78159918,100002,3539,3487,4073.1035,1.597,1.3956,1.8826,0.7912,0.6829,0.909,200111,24.341642,18.376387,25.073046,83.73686,65.21605,102.257675,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014632892132066944,,6,343.7283,60.78919
2.71E-05,1.63572E+18,Gaia DR2 2014635778350083200,2.01464E+18,437721272,2015.5,343.6613605,0.016040159,60.79014904,0.017397235,0.354029525,0.020993796,16.863531,-2.79779069,0.034324632,-1.612857769,0.030957337,0.023771582,0.12950268,-0.23135456,0.028298445,0.26228407,-0.053908233,-0.03191778,-0.29852623,0.117685914,0.022712238,282,0,282,0,8.2070675,517.54285,0.150359694,6.619814689,31,FALSE,32.348366,1.396300384,0.004610231,0.007763212,33,19,0.041264534,0,36,FALSE,308,99899.89908,100.8717189,990.3658,13.189453,34,27629.17565,120.8863737,228.55492,14.247969,34,111898.3056,350.1268314,319.59363,12.139861,1.3966728,0,2.1081076,1.0585155,1.049592,,,0,,,,NOT_AVAILABLE,109.156982,1.080839705,25.28742021,58.8063626,100001,3754,3591,4344.3066,1.5802,1.4967,1.6871,0.7737,0.699,0.826,200111,18.60934,13.895641,20.337086,61.96319,52.126766,71.79961,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014635778350083200,,7,343.6614,60.79013
1.08E-04,1.63572E+18,Gaia DR2 2014636534263938816,2.01464E+18,237417841,2015.5,343.5050587,0.072177336,60.79491554,0.073776108,0.438505546,0.088000677,4.9829793,-2.4520367,0.148413771,-1.726529491,0.138078622,0.08648225,0.15030642,-0.31997338,-0.13074388,0.14468947,-0.20355543,-0.1750204,-0.2738407,0.20973846,0.07076173,293,293,282,11,57.46148,5020.2812,0.445575496,80.08605962,31,TRUE,4.4453807,1.209241857,0.024037282,0.02023155,34,19,0.08392727,0,39,FALSE,329,769710.0467,884.0167926,870.69617,10.972548,34,38332.14467,309.6238422,123.8023,13.892481,35,1273044.869,8905.939111,142.94336,9.499811,1.7037286,1,4.3926697,2.9199333,1.4727364,-65.87567457,0.335201229,9,4500,3,0,NOT_AVAILABLE,109.090379,1.118331965,25.19464693,58.86581959,100002,3290.75,3277,3297,0.858,0.706,1.0814,0.6013,0.5197,0.6941,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636534263938816,,8,343.5049,60.79484
4.74E-05,1.63572E+18,Gaia DR2 2014635640911120640,2.01464E+18,899263516,2015.5,343.5951302,0.018550077,60.795613,0.01903168,0.278490835,0.023781343,11.710475,-2.761197571,0.042782502,-1.589002832,0.03573348,-0.043135494,0.09833127,-0.09142499,-0.02075222,0.28107944,-0.11671823,-0.036507156,-0.26446927,0.16333325,-0.058142155,278,9,278,0,8.074135,507.45526,0.172802197,7.990628489,31,FALSE,25.175238,1.374009521,0.005088016,-0.006828495,32,18,0.04827858,0,37,FALSE,291,82496.24271,27.35389505,3015.8865,13.397281,29,20443.66323,53.94593564,378.96576,14.574991,30,97534.68275,223.8040361,435.80396,12.289022,1.4301057,0,2.2859688,1.1777105,1.1082582,,,0,,,,NOT_AVAILABLE,109.1302471,1.099808914,25.2530195,58.83387849,100001,3870,3482,4477.88,,,,,,,200111,19.445137,14.52406,24.020132,76.41182,59.88105,92.94259,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014635640911120640,,9,343.5952,60.79558
4.10E-05,1.63572E+18,Gaia DR2 2014635606551385728,2.01464E+18,276659977,2015.5,343.6268335,0.061038057,60.79737508,0.061713982,0.34584891,0.076735083,4.5070505,-3.087325261,0.126950208,-1.516764794,0.111306594,-0.029578395,0.13683099,-0.30555558,0.021777984,0.24401337,-0.07175244,-0.1149389,-0.33516592,0.13783157,-0.04583162,287,287,279,8,46.560238,3444.3594,0.370710914,54.22919424,31,TRUE,6.388691,1.214910003,0.020620434,0.055187006,33,19,0.07243612,0,38,TRUE,319,1044466.066,761.1029446,1372.3059,10.6411295,35,76792.12656,310.4580044,247.35109,13.138097,36,1641404.153,2496.983608,657.3548,9.223881,1.6450475,0,3.914216,2.4969673,1.4172487,-71.77254961,0.555755779,4,4500,3,0,NOT_AVAILABLE,109.144945,1.094667962,25.27571943,58.82366433,100001,3292.3333,3284.5,3335,0.214,0.0684,1.2086,0.151,0.0323,0.6456,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014635606551385728,,10,343.6269,60.79735
1.05E-04,1.63572E+18,Gaia DR2 2014636396825355648,2.01464E+18,1239512201,2015.5,343.5736163,0.020942841,60.80627416,0.019959822,0.274067929,0.024215747,11.317757,-2.65975242,0.041029879,-1.458613342,0.036598683,0.09001713,0.2278132,-0.40326667,-0.07294397,0.25350702,-0.16249835,-0.15457545,-0.27723902,0.14381671,0.061986748,279,0,279,0,7.7802167,498.471,0.180398481,7.739298508,31,FALSE,20.839006,1.376314778,0.005586322,0.09760823,32,19,0.04890625,0,35,FALSE,295,52135.65936,13.13300736,3969.8188,13.895529,28,13982.58001,27.83368521,502.3618,14.98742,28,59476.85675,111.9490831,531.2849,12.82605,1.4090056,1,2.1613703,1.0918913,1.069479,,,0,,,,NOT_AVAILABLE,109.1254379,1.113975626,25.25451415,58.84881896,100002,3760.7773,3548,4620.205,1.517,1.363,1.7863,0.743,0.664,0.9183,200111,17.26304,11.437998,19.395693,53.708096,41.527496,65.888695,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636396825355648,,11,343.5738,60.80622
