dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,i20161219_oid,col1,col2
4.49E-04,1.63572E+18,Gaia DR2 2014649694044056576,2.01465E+18,1231247570,2015.5,343.5482309,0.018552691,60.92379125,0.01949471,2.656444912,0.022156765,119.89317,10.63832501,0.036735314,-1.094991868,0.035070076,0.024283396,0.22013347,-0.41947472,-0.029744957,0.20378238,-0.115706034,-0.24970895,-0.26198724,0.15389419,-0.007392993,298,298,294,4,0.77401286,307.3157,0,1.66E-15,31,TRUE,381.66562,1.600687183,0.005316575,0.045121245,34,19,0.030302156,0,38,TRUE,324,291604.1,52.12321034,5594.515,12.0263815,37,152339.0206,155.6163315,978.9398,12.394361,36,201466.1846,159.1577589,1265.827,11.501414,1.2133067,0,0.89294624,0.36797905,0.5249672,0.373448241,1.302979323,11,6750,4.5,0,NOT_AVAILABLE,109.1655136,1.225140508,25.4063576,58.93718712,100001,5661,5474.5,6176.3335,0.4672,0.3,0.696,0.245,0.1215,0.3471,200111,1.3333784,1.1201553,1.4257743,1.6450313,1.6204869,1.6695758,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649694044056576,,1,343.5484,60.92335
4.27E-04,1.63572E+18,Gaia DR2 2014649865842746496,2.01465E+18,452786754,2015.5,343.5093005,0.017317231,60.91585552,0.018659541,2.310324358,0.021071766,109.640755,14.08404237,0.035109212,1.572446488,0.034031164,0.02095479,0.15571989,-0.37380096,-0.040909678,0.18262452,-0.1003451,-0.2040741,-0.2333011,0.12347159,0.008041781,309,309,308,1,1.1954838,332.68234,0,0,31,TRUE,373.80307,1.569518135,0.005210562,0.067579634,35,19,0.02920118,0,39,FALSE,338,274307.7196,31.27007537,8772.212,12.092771,36,136490.3352,143.7882573,949.24536,12.513634,36,197844.4676,107.5889643,1838.8918,11.521111,1.2188312,0,0.9925232,0.42086315,0.57166004,-20.54379591,1.268191194,8,5500,3.5,0,NOT_AVAILABLE,109.1450207,1.226249918,25.37029104,58.94583412,100001,5325.3335,5106.8267,5383,1.346,0.9177,1.6648,0.672,0.434,0.8473,200111,1.7098653,1.673427,1.8593163,2.1183891,2.0831566,2.1536217,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649865842746496,,2,343.5095,60.91544
3.27E-04,1.63572E+18,Gaia DR2 2014638802007017600,2.01464E+18,1333638365,2015.5,343.7441381,0.022658686,60.91021587,0.022478445,0.566638352,0.027360363,20.710192,1.226542062,0.049104434,-0.753539359,0.04461565,0.09857426,0.19465083,-0.29633954,-0.006630007,0.07136265,-0.04008991,-0.18977119,-0.28917095,0.10931565,0.14132668,286,0,286,0,4.8842764,412.55978,0.169079304,4.564679807,31,FALSE,14.721438,1.373391432,0.00614799,0.09493509,33,19,0.056224454,0,37,FALSE,322,20198.60897,6.875430717,2937.7954,14.925062,36,5449.446341,16.9040152,322.37585,16.010508,35,22937.22273,47.19058265,486.05508,13.860568,1.4053774,0,2.1499395,1.0854454,1.0644941,,,0,,,,NOT_AVAILABLE,109.2454018,1.171541127,25.51115682,58.8576793,100001,3591,3493.75,4139.7534,2.321,1.9235,2.6,1.1797,0.9476,1.3173,200111,6.0544147,4.555689,6.39616,5.491623,4.8331585,6.1500874,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014638802007017600,,3,343.7442,60.90989
2.48E-04,1.63572E+18,Gaia DR2 2014638767647285888,2.01464E+18,552933187,2015.5,343.7771756,0.016852462,60.90764805,0.016612148,0.300686039,0.019916085,15.097648,-2.684506374,0.033304968,-1.639687703,0.031442795,0.019566365,0.29944575,-0.3743545,0.057105094,0.079513125,-9.55E-06,-0.2132137,-0.25470322,0.1438113,-0.001852193,308,0,305,3,1.3553121,333.72162,0.024259176,0.104702593,31,FALSE,28.35057,1.38001353,0.004734664,0.08080283,35,19,0.04142501,0,39,FALSE,338,22502.61258,8.075568452,2786.5051,14.807783,36,6271.869282,16.07217433,390.23154,15.857896,38,24927.0223,33.07325325,753.6913,13.770244,1.3864564,0,2.0876522,1.0501127,1.0375395,,,0,,,,NOT_AVAILABLE,109.2587726,1.162272696,25.52843569,58.84408798,100001,3676.3333,3595.75,4454.3,1.79,1.7274,1.8616,0.8742,0.8359,0.9163,200111,11.140955,7.589153,11.645904,20.42674,16.745068,24.108414,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014638767647285888,,4,343.7772,60.9074
2.55E-04,1.63572E+18,Gaia DR2 2014649006849306112,2.01465E+18,1282952185,2015.5,343.6478153,0.531862997,60.89531182,0.516091564,-0.320044209,0.643036023,-0.49770805,-8.600941716,1.058844099,-16.43717859,0.946598638,0.094014145,0.22552522,-0.40531993,-0.09460575,0.17043418,-0.18210986,-0.2131075,-0.36478722,0.15580541,0.053620107,288,0,288,0,276.76505,189896.78,5.812647397,7662.460129,31,FALSE,0.02940111,1.498848596,0.145520363,0.09362162,33,19,0.9906561,0,37,FALSE,309,41567.64312,20.59621385,2018.2177,14.141478,34,18139.37277,29.12200971,622.87506,14.704832,34,34266.81939,24.76219994,1383.8358,13.424735,1.2607448,0,1.280097,0.5633545,0.7167425,,,0,,,,NOT_AVAILABLE,109.1967218,1.178431329,25.42877453,58.88222102,110001,4967.5527,4802.79,5145,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649006849306112,,5,343.6479,60.89506
3.61E-04,1.63572E+18,Gaia DR2 2014646837885811328,2.01465E+18,363937265,2015.5,343.3756962,0.021209279,60.8939774,0.021254182,2.788352544,0.025163042,110.811424,17.34024343,0.0426735,1.732922284,0.038215742,0.111467674,0.17222184,-0.41839814,-0.11937626,0.19368024,-0.1937837,-0.18433985,-0.3006401,0.13605615,0.07861919,295,295,294,1,15.011169,819.6238,0,0,31,TRUE,221.26816,1.578679022,0.006159084,0.028868085,34,19,0.034075227,0,38,FALSE,324,166934.9593,23.06605829,7237.2554,12.631997,37,83641.26846,78.46676175,1065.9452,13.045337,36,120242.6244,75.67301365,1588.9763,12.061774,1.2213373,0,0.98356247,0.4133396,0.57022285,,,0,,,,NOT_AVAILABLE,109.0770116,1.234979074,25.25409271,58.97914896,100001,5336,5304.99,5371,0.358,0.2129,0.4987,0.178,0.103,0.2681,200111,1.1000036,1.085714,1.1129011,0.8837842,0.8701788,0.89738953,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014646837885811328,,6,343.3758,60.89362
2.80E-04,1.63572E+18,Gaia DR2 2014649556605107200,2.01465E+18,937077026,2015.5,343.4976436,0.045735213,60.89180843,0.04689762,0.525930737,0.05577434,9.429618,0.2070509,0.090705601,-1.667592646,0.083129949,0.060337797,0.19607018,-0.42848313,-0.10215437,0.3047196,-0.21987708,-0.11466976,-0.33792403,0.16945462,0.002618627,289,0,289,0,24.735376,1373.5729,0.472228538,37.06292123,31,FALSE,3.7854052,1.218321815,0.012687752,0.056379505,33,18,0.0919564,0,37,FALSE,325,22399.03111,8.984061456,2493.1965,14.812793,35,2399.25788,17.47576533,137.29057,16.901196,37,34326.24359,158.3150469,216.82237,13.422854,1.6396022,0,3.478341,2.0884027,1.3899384,,,0,,,,NOT_AVAILABLE,109.1294227,1.207087229,25.32843714,58.93383025,100001,3657.14,3423,4101.505,2.851,2.7774,2.9211,1.4425,1.413,1.474,200111,6.4657187,5.1405964,7.3805065,6.737436,5.190748,8.284123,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014649556605107200,,7,343.4977,60.89153
2.17E-04,1.63572E+18,Gaia DR2 2014648972489566976,2.01465E+18,907927040,2015.5,343.6161483,0.053676078,60.88561573,0.055018449,0.39216722,0.064233349,6.1053524,-3.214714802,0.107196994,-2.871251043,0.100587596,0.0626848,0.15799482,-0.39378968,-0.10274788,0.23552491,-0.17398624,-0.15332335,-0.26124966,0.13038605,0.046386812,306,0,304,2,27.05732,1566.7196,0.582829771,44.13921633,31,FALSE,2.4782374,1.221533521,0.014704361,0.049515016,35,19,0.105826296,0,38,FALSE,330,14153.84007,7.254444739,1951.0576,15.31118,34,1161.497753,9.415571336,123.359245,17.688843,36,22812.60669,127.1724483,179.38324,13.866483,1.6938233,0,3.82236,2.3776627,1.4446974,,,0,,,,NOT_AVAILABLE,109.1786295,1.176395056,25.3948183,58.88706158,100001,3499,3302.5,4187.8276,2.861,2.7699,2.9001,1.4415,1.4029,1.4667,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014648972489566976,,8,343.6162,60.8854
1.81E-04,1.63572E+18,Gaia DR2 2014648938129833344,2.01465E+18,1291309822,2015.5,343.638183,0.023287591,60.88124121,0.02322805,0.295298273,0.028117951,10.502127,-2.798943043,0.045277913,-1.593239089,0.043877359,0.07427929,0.3379184,-0.39237118,0.022956261,0.17738469,-0.100572675,-0.26776537,-0.16834517,0.2638569,0.07195268,270,270,270,0,13.253768,700.9393,0,0,31,TRUE,218.97557,1.365337212,0.006563618,0.097988285,31,19,0.034384437,0,34,FALSE,296,157971.0995,47.94201894,3295.0447,12.691921,33,39693.26411,119.0624474,333.3819,13.854596,33,183845.1937,274.6957426,669.26843,11.600789,1.4150592,0,2.253807,1.1626749,1.0911322,,,0,,,,NOT_AVAILABLE,109.1863851,1.167794553,25.40255643,58.87619419,100001,3704.3333,3463.5,4504.33,1.585,1.1089,1.859,0.802,0.548,0.9855,200111,29.313951,19.825953,33.532356,145.77519,123.02093,168.52946,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014648938129833344,,9,343.6382,60.88106
2.02E-04,1.63572E+18,Gaia DR2 2014648835050608000,2.01465E+18,111070123,2015.5,343.5293522,0.014406638,60.87662084,0.014316924,1.938688761,0.017722121,109.393715,9.929154098,0.026904044,-6.200671588,0.023928335,0.14069949,0.35237056,-0.49669752,-0.021977372,0.3925398,-0.21811672,-0.120064326,-0.3593312,0.19549593,-0.014136242,267,0,266,1,-5.957345,146.7251,0,0,31,FALSE,127.88909,1.549769232,0.003905287,0.02421213,31,18,0.036649674,0,37,FALSE,289,100262.6138,21.36312194,4693.257,13.185518,34,47455.33812,36.78768687,1289.9789,13.660675,34,76245.56459,49.80242944,1530.9607,12.556383,1.2337689,0,1.1042919,0.47515678,0.62913513,,,0,,,,NOT_AVAILABLE,109.1366815,1.186690187,25.32683558,58.9121964,100001,4949.35,4876.4,5049.09,0.742,0.2877,1.0191,0.38,0.1807,0.4804,200111,1.4752164,1.4175092,1.5196846,1.1765188,1.1461238,1.2069138,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014648835050608000,,10,343.5294,60.87642
