dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,v20151003_oid,col1,col2
3.55E-04,1.63572E+18,Gaia DR2 2014635640908988928,2.01464E+18,657947166,2015.5,343.5929796,0.9661818,60.78930457,1.00555097,-0.450057401,1.029007851,-0.43737024,-0.895326741,2.273789302,-4.30258078,2.200800337,0.22139677,-0.1537647,-0.3838792,-0.27725026,0.14590059,-0.3142354,-0.5763878,-0.0657716,0.23135018,0.3921947,110,0,110,0,-1.0376042,90.06682,0,0,31,FALSE,0.027736533,1.471922245,0.235216687,0.21401164,13,10,2.4183073,0,16,FALSE,137,84.282295,0.910974326,92.518845,20.874025,10,30.57146743,5.959076568,5.1302357,21.638098,14,137.1846692,8.939154418,15.346493,19.418655,1.9904078,0,2.2194424,0.7640724,1.45537,,,0,,,,NOT_AVAILABLE,109.1265564,1.09458576,25.24266274,58.8303904,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014635640908988928,,14,343.5923,60.78943
5.42E-04,1.63572E+18,Gaia DR2 2014636396825560448,2.01464E+18,228033186,2015.5,343.5788533,0.683223084,60.80330846,0.958419693,0.815484791,0.748206373,1.0899196,-2.537169468,1.43419288,0.72218533,2.053547551,0.25998184,0.16947608,-0.45045325,-0.18809634,-0.117762424,-0.28864798,-0.7336654,0.098321125,0.31505355,0.35201207,154,0,153,1,1.408039,172.83023,0.848057525,0.229076707,31,FALSE,0.03554448,1.208171564,0.186240502,0.33867416,18,12,2.039171,0,20,FALSE,172,101.614051,0.898297365,113.1185,20.67098,4,87.2146913,1.805365406,48.30861,20.499914,6,366.7088837,53.1515752,6.8993044,18.351116,4.467134,0,2.148798,-0.17106628,2.3198643,,,0,,,,NOT_AVAILABLE,109.1264466,1.110193524,25.25362075,58.8449321,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636396825560448,,22,343.5788,60.80385
3.65E-04,1.63572E+18,Gaia DR2 2014636396825357824,2.01464E+18,966509047,2015.5,343.5780523,0.026936429,60.80387046,0.027757799,0.264054399,0.032193534,8.202094,-2.731826238,0.054493051,-1.790211999,0.052376019,0.015627714,0.22802594,-0.30907017,-0.1382476,0.15134537,-0.1875361,-0.018299002,-0.18750714,0.1062287,0.023079604,278,0,278,0,3.0562227,350.03424,0.142012032,2.112661892,31,FALSE,10.412208,1.369758864,0.007576499,0.11440867,32,18,0.059144694,0,36,FALSE,269,10568.24103,22.02000949,479.93808,15.628359,30,2826.684428,15.95377425,177.17967,16.723194,30,12546.65923,154.6688845,81.11948,14.5156,1.4546739,0,2.207594,1.0948353,1.1127586,,,0,,,,NOT_AVAILABLE,109.1263395,1.110869581,25.25391187,58.84559981,100001,3665.3333,3517,4127.5,1.9977,1.8869,2.1954,0.992,0.9253,1.0679,200111,8.780639,6.924348,9.536924,12.537208,8.889575,16.18484,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636396825357824,,22,343.5788,60.80385
5.25E-04,1.63572E+18,Gaia DR2 2014636396821612416,2.01464E+18,642913437,2015.5,343.5816053,0.1815515,60.80853559,0.192376355,-0.244487963,0.21551972,-1.1344111,-2.314444416,0.404099829,-1.755401985,0.405372542,0.024189161,0.13325463,-0.17344514,-0.2016672,0.115418814,-0.24582316,-0.10268647,-0.14977658,0.116987,-0.029506337,276,0,275,1,3.7465036,365.93658,0.804160087,1.925323697,31,FALSE,0.22817974,1.266401451,0.051612887,-0.01272339,32,19,0.3643981,0,35,FALSE,288,442.9676782,1.259611919,351.66995,19.072435,31,95.37390242,8.302497382,11.487375,20.402815,29,858.0520621,24.25088999,35.38229,17.428137,2.1523602,0,2.974678,1.3303795,1.6442986,,,0,,,,NOT_AVAILABLE,109.1299313,1.114314954,25.26282494,58.84747203,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636396821612416,,28,343.5824,60.80889
4.52E-05,1.63572E+18,Gaia DR2 2014636426887241984,2.01464E+18,1297872355,2015.5,343.6040419,0.241304567,60.81101967,0.24284815,-0.035126145,0.30115931,-0.116636425,-2.384785652,0.53234277,-2.085239176,0.487215279,0.15161794,-0.019974206,-0.27238885,-0.23077409,0.11602911,-0.26231962,-0.15433241,-0.11522392,0.37159705,0.25857815,258,0,254,4,1.5032834,283.349,0.823784023,1.412393056,31,FALSE,0.14972709,1.371861352,0.066176452,0.007027713,30,17,0.5189523,0,34,FALSE,281,308.77832,0.972872863,317.38815,19.464249,20,83.80630565,8.735644577,9.593603,20.543196,18,478.4481645,11.12245981,43.0164,18.062332,1.8209001,0,2.4808636,1.0789471,1.4019165,,,0,,,,NOT_AVAILABLE,109.1408664,1.111789551,25.28064916,58.84107893,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636426887241984,,31,343.604,60.81106
3.77E-04,1.63572E+18,Gaia DR2 2014636671699483520,2.01464E+18,1229392626,2015.5,343.5639264,0.138717551,60.81830519,0.144973388,0.16266652,0.171850052,0.9465608,-3.129268316,0.296578804,-1.579426753,0.274059957,0.1606291,0.18099473,-0.24986036,-0.112446114,0.20411418,-0.2111719,-0.027545508,-0.18227293,0.25699836,0.10515265,271,0,271,0,0.85938025,285.61853,0,0,31,FALSE,0.4039564,1.390777767,0.040271002,-0.020622242,31,18,0.27462617,0,35,FALSE,288,575.9108129,1.20117686,479.45547,18.787477,28,163.2273369,7.309394545,22.331171,19.819407,25,754.9288037,10.02267894,75.32206,17.567156,1.594268,0,2.2522507,1.031929,1.2203217,,,0,,,,NOT_AVAILABLE,109.1264239,1.126863757,25.26550484,58.86042766,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636671699483520,,34,343.564,60.81868
4.12E-04,1.63572E+18,Gaia DR2 2014636671699476480,2.01464E+18,99873366,2015.5,343.5583734,0.228019353,60.81883065,0.233340772,0.315671161,0.27597222,1.1438513,-2.183207181,0.507707495,-1.357905664,0.471747677,0.13301004,0.21518986,-0.20599757,-0.09294316,0.13460775,-0.16351411,-0.059356876,-0.03926213,0.2530798,0.20639811,277,0,275,2,3.4357915,357.16495,1.042108864,2.317561183,31,FALSE,0.1480115,1.320985205,0.064640503,0.038265295,32,19,0.4807275,0,35,FALSE,292,325.6675839,0.909991727,357.87973,19.40643,27,90.8176889,6.630592056,13.696769,20.455961,28,462.6590034,8.097728237,57.13442,18.098768,1.6995143,0,2.357193,1.0495319,1.307661,,,0,,,,NOT_AVAILABLE,109.1242152,1.128516165,25.26272012,58.86277996,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636671699476480,,35,343.5577,60.81908
2.70E-04,1.63572E+18,Gaia DR2 2014636568624031744,2.01464E+18,1333220583,2015.5,343.5443142,0.031602172,60.82073129,0.041014431,0.386079598,0.040158034,9.614006,-2.96597775,0.064624822,-1.584199884,0.069943517,-0.052212078,0.08140442,-0.34479195,-0.015775098,0.22955878,-0.07792445,-0.37960255,-0.14267743,0.11683352,0.056262035,267,0,267,0,3.5846121,352.10742,0.142302495,1.463913789,31,TRUE,6.922314,1.360943105,0.009950491,0.020864295,31,17,0.07379341,0,36,FALSE,292,7327.197514,5.663645401,1293.7246,16.02602,22,1856.298375,17.35468099,106.9624,17.17977,24,8879.817281,41.49135587,214.01608,14.89091,1.4652418,0,2.2888594,1.1537495,1.1351099,,,0,,,,NOT_AVAILABLE,109.1188726,1.133213738,25.25648404,58.86912054,100001,3539,3432.25,3960.1226,2.4963,2.243,2.7621,1.2705,1.133,1.4111,200111,5.6190767,4.487545,5.974042,4.4621778,3.4044085,5.519947,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636568624031744,,36,343.5439,60.82091
5.41E-04,1.63572E+18,Gaia DR2 2014636671703247360,2.01464E+18,1170379265,2015.5,343.5607375,0.018297035,60.82512014,0.019352777,0.286654147,0.022402454,12.795658,-2.808058365,0.03784241,-2.020948631,0.035895449,0.03317158,0.1511053,-0.33633074,-0.055650823,0.20461358,-0.113109276,-0.16289692,-0.19026439,0.16691427,0.06457357,307,0,307,0,5.7493916,465.59177,0.154837765,4.837590851,31,FALSE,20.381962,1.375216709,0.005090316,0.05112948,35,19,0.045407835,0,38,TRUE,334,31674.0185,19.2853348,1642.3888,14.436607,34,8499.39855,24.1377234,352.12097,15.527918,35,37155.80114,99.48388434,373.48563,13.336853,1.4414085,0,2.1910648,1.0913105,1.0997543,,,0,,,,NOT_AVAILABLE,109.1279932,1.133675418,25.27319969,58.86617477,100001,3600,3548,3898.95,1.8923,1.7009,2.05,0.948,0.8512,1.012,200111,14.862601,12.670814,15.301451,33.426765,26.568941,40.28459,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636671703247360,,37,343.5608,60.82458
5.29E-04,1.63572E+18,Gaia DR2 2014648766331132672,2.01465E+18,919064500,2015.5,343.5265861,0.020875515,60.8704542,0.0216443,4.258813033,0.025060769,169.93944,15.87722463,0.040976676,35.82587272,0.036664927,0.016528683,0.14414279,-0.475848,-0.04596066,0.34328726,-0.13912569,-0.124775544,-0.23087838,0.20239909,-0.012175828,282,282,278,4,1.6336083,312.249,0,0,31,TRUE,402.06396,1.59315105,0.006003888,0.006906953,32,18,0.032567848,0,36,FALSE,292,407268.8091,64.14064776,6349.621,11.663663,33,209628.7874,197.8916897,1059.3107,12.047761,32,283308.3658,148.6810744,1905.4769,11.131271,1.2103484,0,0.9164896,0.38409805,0.53239155,-12.9095903,0.680315917,11,5500,4.5,0,NOT_AVAILABLE,109.13278,1.18172785,25.3162563,58.90903455,100001,5414,5348,5480,0.212,0.0789,0.339,0.1123,0.0523,0.174,200111,1.0874319,1.061396,1.1144377,0.9153178,0.90611523,0.9245203,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014648766331132672,,46,343.526,60.8709
