dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,r20161219_oid,col1,col2
2.28E-04,1.63572E+18,Gaia DR2 2014637011002893440,2.01464E+18,434887421,2015.5,343.6974427,0.040051243,60.86485693,0.039914752,0.559881512,0.048835481,11.464646,0.294370013,0.084694857,-2.164877847,0.078037913,0.05092962,0.2882425,-0.18370032,0.14131914,0.08971932,0.065076575,-0.16995665,-0.11995532,0.27715504,0.13351744,266,0,264,2,3.8273983,355.41714,0.184608096,2.008149576,31,FALSE,5.0749316,1.358706443,0.011536795,0.17631705,31,17,0.08467806,0,35,TRUE,297,5157.052737,3.791099417,1360.3053,16.407362,32,1224.082726,10.50637235,116.5086,17.63186,30,6236.646187,25.17571356,247.7247,15.274542,1.446704,1,2.3573189,1.2244987,1.1328201,,,0,,,,NOT_AVAILABLE,109.2052595,1.140511816,25.41679833,58.84384912,100002,3698,3411.25,4480.8765,2.4875,2.3283,2.7373,1.2405,1.1459,1.3927,200111,2.8093243,1.9134175,3.3014793,1.3297379,1.0739784,1.5854974,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014637011002893440,,18,343.6973,60.86464
4.56E-04,1.63572E+18,Gaia DR2 2014636087585622016,2.01464E+18,25355391,2015.5,343.684049,2.130333668,60.82587102,1.420808463,4.728676717,2.154487463,2.1948035,-9.879142037,2.715376325,9.618759369,2.803025048,-0.3665997,0.73886687,-0.66549563,0.6079381,-0.13430251,0.32911313,-0.5748966,-0.5419304,0.5669998,-0.48029923,95,0,95,0,3.2091374,139.39142,4.465450554,3.483906226,31,FALSE,0.016489647,1.844330572,0.356110946,0.15362585,11,8,3.671062,0,13,FALSE,112,82.47838535,1.041215182,79.213585,20.897516,9,21.72790693,5.94543656,3.654552,22.008844,13,158.9492355,11.52970238,13.786066,19.258774,2.1906,0,2.7500706,1.1113281,1.6387424,,,0,,,,NOT_AVAILABLE,109.1824623,1.108216912,25.35271689,58.82234078,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636087585622016,,36,343.6845,60.82627
4.82E-04,1.63572E+18,Gaia DR2 2014636637339705984,2.01464E+18,1481101952,2015.5,343.5332825,0.310227895,60.82633182,0.324396645,0.691968083,0.382245372,1.810272,-2.676600074,0.725734641,-1.863066306,0.649620951,0.070215166,0.13023801,-0.27884358,-0.15032032,0.17385261,-0.15754554,0.021625409,0.10895596,0.28089836,0.22871381,250,0,249,1,4.0449786,343.86957,1.621421939,3.582969606,31,FALSE,0.08815963,1.316195407,0.089638187,0.09241296,29,17,0.6874261,0,35,FALSE,268,260.4185616,1.276656299,203.98486,19.649185,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,109.1164734,1.140598461,25.25745818,58.87686874,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636637339705984,,37,343.5341,60.82606
2.79E-04,1.63572E+18,Gaia DR2 2014636465544829056,2.01464E+18,785811995,2015.5,343.5778531,0.021067411,60.81363639,0.022845311,0.219582656,0.027333283,8.033526,-2.778370811,0.048337159,-1.420954003,0.04316643,0.18881214,0.27585912,-0.11675622,0.10628008,0.3561296,0.047866926,0.05121063,-0.013484765,0.29649547,0.29100823,261,0,261,0,1.1482911,282.15988,0.04513838,0.278756887,31,FALSE,20.272839,1.411854204,0.005904775,0.034318417,30,17,0.057191987,0,36,FALSE,278,16803.27196,6.501540173,2584.5063,15.124881,28,5312.326284,12.4976966,425.06442,16.038176,26,17859.40156,54.18890693,329.57672,14.132253,1.3790009,1,1.9059229,0.9132948,0.9926281,,,0,,,,NOT_AVAILABLE,109.1305047,1.119703647,25.26770976,58.85226596,100002,3832,3755.5,4044.43,1.418,1.3029,1.6498,0.695,0.6345,0.8608,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636465544829056,,50,343.5783,60.81381
5.09E-04,1.63572E+18,Gaia DR2 2014636293742399872,2.01464E+18,1438026310,2015.5,343.5549462,0.326343634,60.7981385,0.304770536,0.242101424,0.379066303,0.6386783,-2.298762214,0.715628422,-0.437776899,0.619491768,0.12239694,0.2311305,-0.2580864,-0.11806238,0.103106335,-0.18313733,-0.11564964,-0.15269542,0.21044749,0.24139746,268,0,267,1,3.8832564,360.49857,1.453177284,2.427305361,31,FALSE,0.08236283,1.205553268,0.091855624,0.08496532,31,19,0.6748278,0,34,FALSE,292,225.528205,0.80739963,279.3266,19.805363,18,57.82711965,8.242521941,7.015707,20.94606,25,339.3566254,7.139452679,47.53258,18.43528,1.7611268,0,2.5107803,1.1406975,1.3700829,,,0,,,,NOT_AVAILABLE,109.1136937,1.110619206,25.23102467,58.85004228,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636293742399872,,66,343.5553,60.79766
5.44E-04,1.63572E+18,Gaia DR2 2014635640908980096,2.01464E+18,862081597,2015.5,343.5736105,1.194199094,60.79022083,1.026445781,-1.131943417,1.044398466,-1.0838233,-5.062012852,2.043630114,-6.205369438,1.95490937,0.048977476,0.266211,-0.63910025,-0.02144377,0.030833013,-0.09669856,-0.65713644,-0.10145285,0.19396068,0.19460396,119,0,118,1,-1.5333748,90.90242,0,0,31,FALSE,0.025855614,1.273961814,0.321236886,0.22202379,14,11,2.0825107,0,17,FALSE,144,91.84705098,1.066404137,86.12781,20.780703,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,109.1184439,1.099525308,25.23162873,58.83797859,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014635640908980096,,73,343.5726,60.78999
4.99E-04,1.63572E+18,Gaia DR2 2014635640908988928,2.01464E+18,657947166,2015.5,343.5929796,0.9661818,60.78930457,1.00555097,-0.450057401,1.029007851,-0.43737024,-0.895326741,2.273789302,-4.30258078,2.200800337,0.22139677,-0.1537647,-0.3838792,-0.27725026,0.14590059,-0.3142354,-0.5763878,-0.0657716,0.23135018,0.3921947,110,0,110,0,-1.0376042,90.06682,0,0,31,FALSE,0.027736533,1.471922245,0.235216687,0.21401164,13,10,2.4183073,0,16,FALSE,137,84.282295,0.910974326,92.518845,20.874025,10,30.57146743,5.959076568,5.1302357,21.638098,14,137.1846692,8.939154418,15.346493,19.418655,1.9904078,0,2.2194424,0.7640724,1.45537,,,0,,,,NOT_AVAILABLE,109.1265564,1.09458576,25.24266274,58.8303904,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014635640908988928,,74,343.5921,60.78905
2.58E-04,1.63572E+18,Gaia DR2 2014636293746145664,2.01464E+18,513513392,2015.5,343.5526569,0.037316281,60.78802975,0.038895195,0.334684332,0.046306002,7.2276664,-2.909559261,0.076830887,-1.662182739,0.07198859,-0.0040158,0.019135,-0.20121668,-0.066622294,0.26530904,-0.14200126,-0.20052178,-0.2698868,0.12211801,0.0468513,268,0,267,1,5.5647445,410.2427,0.268215177,5.692428203,31,FALSE,5.492957,1.343661829,0.010496569,0.049627613,31,18,0.07723461,0,36,FALSE,295,7695.391994,4.652294759,1654.1067,15.972789,30,1725.865484,10.79399301,159.8913,17.258871,30,9528.440272,27.13985469,351.08664,14.814365,1.4624734,1,2.4445057,1.2860823,1.1584234,,,0,,,,NOT_AVAILABLE,109.1082828,1.102007147,25.21515608,58.84403866,100002,3395,3354,4058.8926,2.456,2.351,2.6611,1.2235,1.164,1.3783,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014636293746145664,,76,343.5531,60.78817
5.42E-04,1.63572E+18,Gaia DR2 2014632789050754176,2.01463E+18,1493364373,2015.5,343.7101113,0.831645686,60.7773454,1.020072637,0.36987892,1.087752754,0.34003952,-4.28343239,1.627676201,-1.014435042,1.689980143,0.06603768,0.3506366,-0.17512727,0.15216483,0.45320538,0.08623942,-0.3096266,-0.106342375,0.031881526,-0.05991113,126,0,119,7,4.879786,203.7148,2.766544487,2.626933658,31,FALSE,0.02646864,1.355786434,0.290517872,0.25113496,14,12,1.5661253,0,18,FALSE,146,94.63284716,1.004836121,94.17739,20.74826,8,18.87915638,3.734160003,5.0557976,22.161432,17,165.4329509,10.34242459,15.995567,19.215364,1.9476547,0,2.9460678,1.4131718,1.532896,,,0,,,,NOT_AVAILABLE,109.172868,1.058979043,25.30026342,58.78017322,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014632789050754176,,90,343.7091,60.77757
7.62E-05,1.63572E+18,Gaia DR2 2014631685243211520,2.01463E+18,1646365185,2015.5,343.7286045,0.130524644,60.73864971,0.136090749,0.588860358,0.168796087,3.48859,-2.636386937,0.268820856,-2.243207603,0.248437929,0.0626248,0.2074267,-0.24496265,-0.014296872,0.19411041,-0.11586601,-0.07058443,-0.29335648,0.22107086,0.01704633,282,0,281,1,3.119721,355.1874,0.617926613,2.318341643,31,FALSE,0.42829648,1.272729019,0.039590331,0.0547015,32,19,0.24551964,0,35,FALSE,306,658.7728234,1.023867059,643.4164,18.641527,33,114.4781981,5.017170882,22.817282,20.20458,33,853.5080792,7.514260139,113.58511,17.4339,1.469378,0,2.7706795,1.5630531,1.2076263,,,0,,,,NOT_AVAILABLE,109.1642352,1.020191592,25.2571076,58.74733821,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2014631685243211520,,136,343.7287,60.73871
