344.014	12.791
475.315	20.348
975.936	19.433
801.685	32.074
670.067	50.107
368.882	71.138
660.639	88.417
278.285	116.958
819.164	119.202
521.039	136.983
721.736	138.034
941.088	157.85
58.006	176.242
283.828	178.713
199.065	181.275
224.731	180.992
342.883	193.052
766.755	201.787
810.798	204.665
693.275	216.834
319.512	230.669
269.432	239.947
600.403	253.922
729.859	260.072
562.918	264.561
254.164	311.931
466.466	314.783
153.887	318.202
518.412	319.456
806.666	326.356
530.361	332.556
652.321	334.531
658.267	340.559
173.092	345.233
606.635	358.548
518.332	363.18
271.975	367.55
505.027	371.749
357.368	386.629
258.081	377.78
338.174	377.785
601.961	402.526
631.977	401.958
596.598	409.665
785.878	419.278
314.466	421.98
573.264	439.644
210.826	442.406
332.352	450.758
973.028	455.005
391.807	456.831
550.302	475.107
540.011	472.116
264.996	472.938
465.393	478.039
329.924	487.192
350.811	496.717
370.722	501.647
233.722	507.786
632.172	505.152
345.864	513.872
80.925	523.459
407.991	526.93
311.402	537.206
350.135	550.642
704.467	559.437
848.661	560.049
108.976	565.007
410.014	603.378
375.392	614.841
275.711	634.913
266.945	638.226
414.215	639.38
126.35	650.415
537.814	693.222
284.05	715.624
620.091	721.305
208.433	749.541
880.123	818.646
549.63	843.771
813.721	852.841
924.231	898.112
655.801	903.876
121.658	922.179
155.639	975.498
24.463	358.925
12.5	484.844
35.799	596.022
